peak	gene	CV_amplitude	CV_phase	GF_LAG	GF_mean	GF_pvalue	GF_qvalue	GF_fdr_BH
chr12_75593532_75597545	Ppp2r5e	154.507947	11.29887226	0.564590577	710.6000805	0.050378158	0.003031006	0.271815974
chr12_75668375_75671827	Wdr89	59.928212	11.15308011	1.06425171	353.1666553	0.065576185	0.003031006	0.271815974
chr12_75732772_75736327	Sgpp1	70.34459286	11.25079554	20.06991684	334.9845268	0.258031958	0.003834345	0.343858192
chr12_75816995_75820266	Syne2	60.30636601	11.8555711	19.96954228	286.9385805	0.266893342	0.003883766	0.348290171
chr12_76254408_76256998	Mthfd1	48.24660469	12.02479716	0.644222425	229.1550546	0.024254184	0.002962406	0.265664064
chr12_76367328_76372947	Zbtb1	176.4052401	11.1698303	0.508945822	715.6335193	0.063252332	0.003031006	0.271815974
chr12_76403085_76404910	Hspa2	12.49681402	11.24084117	0.405223324	85.61414276	0.093324561	0.003044557	0.273031225
chr12_76443766_76445477	Gm10451	2.848688999	15.87161577	0.375836101	50.43190882	0.105619873	0.003048531	0.273387593
chr12_76531230_76536268	Plekhg3	81.52273153	11.55203361	0.781705474	416.6639775	0.008326781	0.002809574	0.251958306
chr12_76540274_76542184	Mir5135	7.64521311	10.18174378	0.959642716	51.76805814	0.041361585	0.002999802	0.269017677
chr12_76545674_76549415	AI463170	17.62138861	12.23964345	0.525393124	114.327154	0.059449956	0.003031006	0.271815974
chr12_76709511_76711124	Spnb1	15.45114018	10.46399133	20.27912439	59.6620047	0.213398589	0.00356773	0.319948588
chr12_76764831_76766752	Churc1	53.72995436	12.18458249	2.228425179	223.2624701	0.306543931	0.004161903	0.373233107
chr12_76792710_76795787	Gpx2	102.8980481	10.6244648	1.888087583	284.8015321	0.249196393	0.003785357	0.339465057
chr12_76819575_76823239	Rab15	23.53428749	11.69247176	18.72275663	144.7627565	0.43902556	0.005217118	0.467863204
chr12_76836600_76839346	Fntb	42.93969651	10.67365967	1.656182604	230.3446569	0.199302521	0.003497262	0.313629155
chr12_76956128_76963419	Max	134.6740295	10.65115861	1.021634155	778.333157	0.055722487	0.003031006	0.271815974
chr12_77236892_77241944	Fut8	106.5019905	11.34981227	0.775098516	571.2314873	0.006760833	0.002809574	0.251958306
chr12_78225116_78229034	Gphn	81.1260026	11.41754205	20.20471233	420.4213428	0.229446967	0.003665521	0.328718351
chr12_78747398_78752110	Mpp5	157.9414916	10.62920452	3.057284783	673.3444619	0.417178055	0.0050261	0.450732977
chr12_78859313_78865258	Eif2s1	95.92351131	9.777189941	1.453103924	666.5241561	0.123591403	0.003078496	0.276074832
chr12_78905781_78908401	Plek2	27.14979218	13.00859723	19.75116807	190.9155727	0.310541842	0.004194394	0.376146894
chr12_79006370_79007815	Tmem229b	28.73250133	11.85010059	0.279182283	128.1429193	0.136339849	0.003083617	0.276534089
chr12_79028296_79031443	Plekhh1	137.1316078	11.47792049	1.360309118	555.9305526	0.113188283	0.003065676	0.274925146
chr12_79087967_79090360	Pigh	36.85679872	11.58186902	0.227617572	234.6758759	0.147105635	0.003108708	0.27878421
chr12_79130019_79133147	Arg2	22.51229336	10.73185405	0.830177353	273.2250384	0.019812761	0.002950171	0.264566792
chr12_79167475_79174159	Vti1b	83.60243596	10.74763476	1.920793355	561.5069802	0.25608308	0.003831659	0.343617354
chr12_79190571_79192805	Rdh11	13.56195869	12.01466146	19.55396244	89.35271966	0.33602729	0.004363258	0.391290339
chr12_79294252_79298520	Rad51l1	40.44807277	9.963996677	0.319177753	308.9519501	0.118057145	0.003065676	0.274925146
chr12_80109958_80117266	Zfp36l1	311.2010219	10.59398383	0.179194841	1848.245399	0.164670707	0.003147	0.282218193
chr12_80129639_80133798	2310015A10Rik	52.97568205	11.49868204	20.15108158	359.8458083	0.240897559	0.003736708	0.335102276
chr12_80258142_80261621	Actn1	76.99827528	10.92542229	0.617755345	323.0086796	0.038054688	0.002999802	0.269017677
chr12_80433514_80437605	Dcaf5	128.3242873	11.1846748	20.40227497	630.831101	0.186456944	0.003414933	0.306245989
chr12_80462542_80464348	Exd2	26.7930894	11.01648519	1.138376964	167.8194107	0.073228508	0.003031006	0.271815974
chr12_80642107_80648684	Slc39a9	119.8177163	10.92283017	0.399245913	874.7761173	0.100466699	0.003044557	0.273031225
chr12_80653438_80655526	Erh	10.93464553	11.87993332	1.352099754	61.05675691	0.111386448	0.003059467	0.274368371
chr12_80691572_80693316	3830431G21Rik	8.460106094	14.51259612	0.536927742	52.4474408	0.056781799	0.003031006	0.271815974
chr12_80757379_80759676	Gm1568	17.07894867	15.43319909	19.22202755	78.14259224	0.38321094	0.004740156	0.425089961
chr12_80789593_80793521	4933426M11Rik	90.12012252	11.89647727	1.236672591	403.3810754	0.095404407	0.003044557	0.273031225
chr12_80922584_80925091	1700052I22Rik	13.96534051	12.06651819	19.8908139	74.21721029	0.282845208	0.003991561	0.357957128
chr12_80944522_80947859	Srsf5	248.1032576	10.91596859	3.275373736	924.6690583	0.43874798	0.005214728	0.467648875
chr12_81483009_81485736	Cox16	41.35901555	9.712805754	0.732736316	317.3810369	0.003280314	0.002716355	0.243598609
chr12_81530949_81533432	Synj2bp	30.10916041	9.870587583	0.96066133	209.0307578	0.041597783	0.002999802	0.269017677
chr12_81593396_81595977	Med6	16.97306475	10.27272717	1.219884449	235.9427174	0.091625819	0.003044557	0.273031225
chr12_81778961_81782331	Map3k9	90.65941317	11.7033613	0.950769453	420.9005117	0.039303753	0.002999802	0.269017677
chr12_81858811_81863356	Pcnx	103.7930588	11.29273604	19.85013059	606.3824232	0.290994856	0.004048756	0.363086248
chr12_82168061_82175017	Sipa1l1	145.4368938	11.40185042	0.231755015	626.9661813	0.150360171	0.003109683	0.278871637
chr12_83485317_83489553	Dpf3	54.43810763	10.7914298	20.14252972	425.0805352	0.242714144	0.003747646	0.336083153
chr12_83519514_83521531	Dcaf4	9.826199575	11.77167856	0.21499902	120.8874655	0.153775621	0.003123039	0.280069412
chr12_83591624_83597970	Zfyve1	46.62069863	10.80221806	0.396599906	343.5708906	0.095265058	0.003044557	0.273031225
chr12_83631124_83634849	Rbm25	121.0480993	10.49160605	1.450822251	594.6047498	0.123102149	0.003077058	0.275945851
chr12_83686890_83691846	Psen1	115.3944805	11.45049151	0.651290876	646.2317218	0.022580071	0.002962406	0.265664064
chr12_83763079_83765368	Papln	5.252635908	15.51504143	20.16199001	92.33071368	0.238576636	0.00372078	0.333673879
chr12_83841042_83843524	Numb	14.8421774	10.76851471	20.0948774	76.14226642	0.252788288	0.003808582	0.341547782
chr12_83948919_83952850	2410016O06Rik	59.70775579	11.06386678	19.26609715	343.1070741	0.375624698	0.004684264	0.420077636
chr12_83987290_83989213	Acot2	38.13037948	12.8006891	0.462701701	204.6387691	0.080364921	0.003034602	0.272138497
chr12_84008956_84010574	Acot1	17.8463842	11.74955751	20.99539841	63.94764385	0.707843093	0.008203504	0.735677763
chr12_84037542_84039840	Acot4	36.55681156	12.44868287	20.17794385	187.062377	0.235174718	0.003698054	0.331635812
chr12_84053215_84054530	Acot3	8.676440816	14.63549247	21.0091951	51.11864083	0.705626986	0.008182311	0.733777136
chr12_84100333_84101886	Acot6	15.37298898	13.10616168	0.575005303	83.10525416	0.047965647	0.003025337	0.271307597
chr12_84216136_84220321	C130039O16Rik	106.231132	11.33500515	0.190598684	591.4150854	0.158739769	0.003132851	0.280949289
chr12_84284426_84287341	Ptgr2	85.61542277	11.1201009	0.471584219	439.4799551	0.078358472	0.003034602	0.272138497
chr12_84315825_84318842	Zfp410	112.3565544	10.74657877	0.677371071	639.1954794	0.016401651	0.002872939	0.257640772
chr12_84360861_84363061	Coq6	40.56076335	10.77347566	0.701738725	170.5546605	0.010627249	0.002809574	0.251958306
chr12_84407394_84409764	2900006K08Rik	40.98807342	11.61840415	19.66413937	245.2186511	0.327394552	0.00432009	0.387419061
chr12_84416632_84418494	Rnf113a2	23.39623667	11.06998359	2.425107296	159.6260301	0.332120167	0.004333808	0.388649315
chr12_84449682_84452745	Lin52	35.19609435	10.11510555	0.581405277	254.6919032	0.04648272	0.003010649	0.269990427
chr12_84616453_84618338	Abcd4	30.25478026	10.86327301	0.340990162	207.2072385	0.113275092	0.003065676	0.274925146
chr12_84771174_84774618	Isca2	65.20086282	10.64742218	0.964314547	379.5884853	0.042444841	0.002999802	0.269017677
chr12_84784438_84785985	Npc2	12.48778281	12.13999656	19.40866287	54.17014398	0.362626732	0.00458431	0.411113893
chr12_84968758_84972515	Fcf1	68.54482886	10.24492865	0.415689497	476.9964562	0.090968003	0.003044557	0.273031225
chr12_84995447_84998819	Ylpm1	64.80916534	11.12401357	0.434506935	318.950676	0.086727355	0.003044557	0.273031225
chr12_85109428_85114498	Dlst	112.0599131	11.05850705	0.286696159	632.5481179	0.130116594	0.003083617	0.276534089
chr12_85218514_85220667	Eif2b2	31.16326294	11.57646345	20.25194917	193.6860573	0.219280513	0.00360765	0.323528528
chr12_85269856_85271320	Mlh3	11.66258643	13.73188114	19.25278257	78.86121839	0.377925919	0.004696201	0.42114818
chr12_85279307_85281000	Acyp1	31.25244016	12.7419613	0.284965069	162.6266701	0.135129532	0.003083617	0.276534089
chr12_85287766_85289676	Fam164c	1.499743948	1.613129052	0.249866097	58.13711069	0.142466495	0.003108708	0.27878421
chr12_85337597_85341116	Nek9	78.59109422	10.9398633	0.187279072	421.459246	0.159414245	0.003132851	0.280949289
chr12_85371186_85377034	Tmed10	149.0103367	11.31689148	3.220591842	693.8221022	0.430541533	0.005137598	0.460731972
chr12_85471226_85479962	Fos	530.6955199	10.73413757	3.086505016	2269.965183	0.868760962	0.00978917	0.877877802
chr12_85597468_85600552	Jdp2	50.11979073	12.33661228	21.06917331	177.8756883	0.695691862	0.008085443	0.725090165
chr12_85745585_85748628	Mfsd7c	17.14768134	9.802636048	0.641619591	161.9203862	0.024870597	0.002962406	0.265664064
chr12_85822539_85826323	Ttll5	63.05697559	11.13711857	19.98706573	388.8689907	0.263311147	0.003863387	0.346462687
chr12_86078210_86080113	Tgfb3	7.80772439	10.22576833	20.40324231	73.07784335	0.186243552	0.003413858	0.306149546
chr12_86082103_86083767	1700019E19Rik	14.65248957	10.50419491	0.716221858	147.1069315	0.007194649	0.002809574	0.251958306
chr12_86241073_86243241	1700020O03Rik	57.18673061	11.00833746	1.205219309	279.0375868	0.0883219	0.003044557	0.273031225
chr12_86725316_86726729	Angel1	5.410307645	10.87332725	0.677545237	68.07503085	0.016360384	0.002872939	0.257640772
chr12_86881633_86885757	6430527G18Rik	162.9356298	12.14546106	20.18374793	678.7894813	0.23393489	0.003691097	0.331011922
chr12_86944976_86951523	2310044G17Rik	153.2765647	11.10339324	4.072836299	723.6112729	0.888993183	0.009958959	0.89310425
chr12_87146398_87148935	Gstz1	50.53812845	11.10926864	0.363687899	222.3792921	0.10829082	0.003058811	0.274309525
chr12_87198983_87200789	Tmed8	27.96386608	12.56796109	19.51360948	79.82245772	0.343507182	0.004424829	0.396811941
chr12_87264260_87268659	Ahsa1	124.3822154	11.58635741	0.415035932	574.5595877	0.091115203	0.003044557	0.273031225
chr12_87384896_87389999	Sptlc2	132.7779943	11.4943845	0.404560068	643.0398729	0.099295794	0.003044557	0.273031225
chr12_87441678_87445054	1810035L17Rik	62.05507645	10.14775174	1.363329637	396.9502809	0.113850971	0.003065676	0.274925146
chr12_87470124_87472782	Snw1	70.28353546	10.65471813	0.649441814	401.4261901	0.030701404	0.002999802	0.269017677
chr12_88360064_88361709	Adck1	33.70752003	12.57777202	0.918905141	169.6349824	0.031910132	0.002999802	0.269017677
chr12_91383430_91385355	4930534B04Rik	16.94771123	12.91729339	20.07171539	120.9296454	0.257654898	0.003834345	0.343858192
chr12_91586895_91591825	Gtf2a1	208.9211586	10.9025884	0.311807165	919.6646999	0.119671253	0.003065676	0.274925146
chr12_91777530_91779459	Ston2	3.505683171	16.68586329	0.408533803	71.98430932	0.092579339	0.003044557	0.273031225
chr12_91845261_91849409	Sel1l	85.00548722	11.55630572	1.436778165	363.0288409	0.120088805	0.003065676	0.274925146
chr12_98258157_98260281	Galc	32.43043172	11.68975725	0.396353794	174.3153933	0.095320424	0.003044557	0.273031225
chr12_98627266_98628934	Spata7	15.40065136	12.42396037	1.002910208	76.28467927	0.051388071	0.003031006	0.271815974
chr12_98731703_98738500	Ptpn21	103.8965383	10.59889979	0.665179029	713.7077644	0.019290229	0.002934126	0.263127979
chr12_98746019_98749193	Zc3h14	50.01996261	12.07446392	0.701040703	274.5035439	0.010792677	0.002809574	0.251958306
chr12_98900149_98901746	Eml5	9.503522935	10.88625686	19.86291924	59.85898933	0.288440055	0.004031886	0.361573359
chr12_99882440_99885598	Tdp1	43.04976743	11.90363656	0.485624082	198.6446028	0.075185162	0.003034327	0.272113824
chr12_100109495_100112359	Psmc1	33.22674794	11.08089981	1.061627197	275.2625402	0.064969879	0.003031006	0.271815974
chr12_100158211_100160300	BC002230	23.09296215	9.914352002	20.09219206	167.8471895	0.253353528	0.003812863	0.341931713
chr12_100185608_100191621	Gm10433	135.2401625	10.06288186	0.691259267	782.6642284	0.013110727	0.002819423	0.252841584
chr12_100198039_100205602	Calm1	292.6060032	10.84618033	0.465665984	1396.079048	0.079695431	0.003034602	0.272138497
chr12_100280434_100286794	Gm10432	42.21611741	12.78187699	0.334119315	340.3421919	0.119954153	0.003065676	0.274925146
chr12_100519562_100521474	Ttc7b	18.05623608	12.46666666	20.12246566	97.43375979	0.246965895	0.003772342	0.338297838
chr12_100723164_100725379	Rps6ka5	32.9027705	11.50124127	0.197208776	161.768479	0.1573961	0.003132851	0.280949289
chr12_100777884_100781069	9030617O03Rik	45.8492636	11.04677765	20.18749594	294.3096508	0.233133647	0.003687185	0.330661164
chr12_101009764_101012289	Mir1190	13.53553634	8.997462114	19.97729942	88.76945597	0.265308999	0.003874765	0.34748305
chr12_101024417_101029965	Ccdc88c	59.16176402	11.50326996	0.305417307	375.2975078	0.126109343	0.003083617	0.276534089
chr12_101080327_101084854	D130020L05Rik	200.1806395	11.16324847	0.960204225	802.9751291	0.041491789	0.002999802	0.269017677
chr12_101715739_101719327	Tc2n	36.02641721	10.58357158	0.766807906	234.4865945	0.004795768	0.002716355	0.243598609
chr12_101910688_101914058	Trip11	115.033426	11.00235043	0.522704611	595.132145	0.060071678	0.003031006	0.271815974
chr12_101956717_101959168	Atxn3	18.72466715	9.719041719	19.99545267	196.8854836	0.261592676	0.003851788	0.345422469
chr12_101973723_101977866	Cpsf2	153.0619621	10.12103872	1.573122238	805.6179291	0.139250986	0.003090693	0.277168659
chr12_102282080_102284768	Rin3	28.00892582	12.43851022	0.275639799	151.450885	0.132480322	0.003083617	0.276534089
chr12_102438386_102440638	Lgmn	11.46812966	10.87797725	0.311308369	126.5507231	0.124847119	0.003083617	0.276534089
chr12_102468893_102471714	Golga5	56.20899486	12.36795395	0.791480579	307.9973234	0.010643512	0.002809574	0.251958306
chr12_102562621_102565529	Chga	23.22666308	11.19443163	20.56121552	95.29554157	0.766093608	0.008784295	0.787762153
chr12_102682364_102683574	Mir1936	19.90075993	11.48969699	19.88786764	135.9657162	0.283437575	0.003996798	0.358426703
chr12_102702202_102706057	Itpk1	170.8496608	10.99681602	19.59121833	778.1400379	0.329059727	0.004330256	0.388330754
chr12_102741952_102746359	D230037D09Rik	96.08764813	10.66326783	1.20165138	452.5640844	0.087517645	0.003044557	0.273031225
chr12_102756393_102760149	Ubr7	72.41278473	11.75186781	20.16134203	398.231098	0.23871462	0.003722055	0.333788245
chr12_102875083_102879543	Btbd7	130.1130824	11.39409567	0.277700607	574.3119945	0.132039908	0.003083617	0.276534089
chr12_102892612_102893284	Cox8c	10.63184039	18.6117571	10.69344383	19.3687007	0.071088227	0.003031006	0.271815974
chr12_103420530_103426709	Ddx24	52.49609303	10.67162708	0.625873278	357.0873046	0.036171338	0.002999802	0.269017677
chr12_103433209_103435592	Ifi27l1	1.375291347	9.74657925	0.240177583	77.3935828	0.1486414	0.003108708	0.27878421
chr12_103455644_103457536	Ifi27l2b	12.60030792	12.73598605	0.391688191	102.124044	0.102131248	0.003044557	0.273031225
chr12_103532212_103533513	Ppp4r4	17.90797528	13.54668972	20.23673843	72.91109668	0.222562306	0.003628741	0.325419955
chr12_103704874_103707015	Serpina1f	11.93253581	13.15192939	0.180896187	59.08530291	0.164332596	0.003146768	0.282197389
chr12_104749464_104753328	Dicer1	84.19119841	10.94219583	0.403656406	390.3178542	0.093677236	0.003044557	0.273031225
chr12_104863005_104865715	Clmn	71.59271094	11.67217327	19.08346278	178.9671141	0.4064842	0.004942738	0.443257208
chr12_105008951_105010404	4831426I19Rik	19.96645177	12.08409224	0.970720449	59.45172748	0.043929938	0.003003691	0.269366416
chr12_105030888_105035238	Glrx5	67.64334713	11.1856583	0.18222377	364.6918	0.164068726	0.003146549	0.282177714
chr12_105682897_105688941	4933433P14Rik	166.5268548	10.46980445	1.825524014	709.2527838	0.235914943	0.003702232	0.332010491
chr12_105783718_105787543	Papola	108.2393239	11.14231312	1.604593575	535.8540172	0.187971371	0.003422005	0.306880187
chr12_106009571_106011409	Vrk1	13.15466489	10.70667983	1.648653076	127.3148912	0.197653593	0.003486077	0.312626064
chr12_107998962_108007111	Bcl11b	176.0721355	11.31846034	19.37752436	839.7837151	0.368204947	0.004627441	0.414981838
chr12_108174530_108181813	Ccnk	127.3903091	10.93081633	0.970718502	753.4437412	0.043929487	0.003003691	0.269366416
chr12_108269324_108277018	Ccdc85c	159.7959146	11.22689191	19.85000453	887.1371914	0.291020006	0.004048822	0.363092197
chr12_108697150_108703165	Degs2	182.5446267	11.40977698	1.555892819	935.3763847	0.135647413	0.003083617	0.276534089
chr12_108790353_108797155	Yy1	183.9079391	10.91048245	1.673541627	888.8799421	0.150208473	0.003109683	0.278871637
chr12_108834631_108838657	Mir345	36.96936338	12.97019837	19.98719038	238.0441985	0.263285625	0.003863387	0.346462687
chr12_108891252_108895044	Wdr25	57.65326327	11.40584098	20.28235601	266.0911975	0.212697547	0.003564272	0.319638442
chr12_110442327_110448942	Ppp2r5c	144.9553563	11.14660481	0.891144712	721.4426765	0.025464537	0.002962406	0.265664064
chr12_110589458_110593132	B930059L03Rik	127.8591019	10.82337017	2.906967367	621.6948247	0.404905601	0.004932197	0.442311873
chr12_110600606_110604525	Dync1h1	68.44849552	11.81414289	0.336844651	364.21975	0.114184534	0.003065676	0.274925146
chr12_110694349_110698163	Hsp90aa1	203.9626223	11.51943662	19.24648942	463.4018589	0.379010822	0.00470402	0.421849346
chr12_110736457_110740035	Wdr20a	88.21343275	11.21056467	0.668711783	519.5948521	0.026227083	0.002962406	0.265664064
chr12_110843532_110846428	Stk30	28.92639256	11.06622999	0.228851809	259.918091	0.150952318	0.003111594	0.279043038
chr12_110848921_110852667	Zfp839	47.76713301	12.13070002	0.908984748	368.4010997	0.029607157	0.002999802	0.269017677
chr12_110887597_110891225	Tecpr2	50.984951	12.10673986	0.918745574	249.0547123	0.031873093	0.002999802	0.269017677
chr12_110977186_110980968	Ankrd9	96.10678112	11.75552017	0.952616244	525.6661913	0.03973209	0.002999802	0.269017677
chr12_110990902_110993807	6030440G07Rik	24.74350544	13.55615474	19.74678453	147.7312522	0.311398365	0.004199681	0.376620984
chr12_111037770_111042076	Rcor1	129.2750897	10.75411782	20.10354268	642.9338133	0.25096251	0.003793764	0.340218925
chr12_111163410_111168740	Traf3	65.2352782	11.1554126	0.400062752	376.2657072	0.100286745	0.003044557	0.273031225
chr12_111269845_111273419	Amn	42.6466062	10.96358642	0.475742002	264.8581808	0.070920193	0.003031006	0.271815974
chr12_111372348_111379330	Cdc42bpb	213.0930039	11.02478508	1.25044816	1024.598874	0.098501947	0.003044557	0.273031225
chr12_111415979_111419179	1200009I06Rik	28.84132385	10.27519538	18.94268847	211.3716853	0.417182291	0.0050261	0.450732977
chr12_111534428_111541559	Eif5	289.5665427	10.90268151	2.454045326	1046.898106	0.337517188	0.004375762	0.392411642
chr12_111573535_111577072	Mark3	83.77758399	11.98080835	20.1471845	442.6006472	0.241725697	0.003742274	0.3356014
chr12_111670650_111673267	Ckb	18.9807596	13.97663969	0.237703924	119.7866235	0.149146327	0.003108708	0.27878421
chr12_111674868_111680076	Trmt61a	55.06730308	11.9561162	0.163870705	305.502619	0.167713573	0.003160428	0.283422404
chr12_111711316_111714437	2810002N01Rik	73.77763759	11.21268865	0.823711571	373.5723904	0.018280966	0.002902505	0.26029224
chr12_111757152_111761366	Klc1	91.80621138	10.95584303	0.396235494	488.1923916	0.101129827	0.003044557	0.273031225
chr12_111812467_111818234	Zfyve21	138.4809508	11.11410205	0.920550703	666.0859	0.032292094	0.002999802	0.269017677
chr12_111905356_111909903	Ppp1r13b	70.77899999	12.10825812	1.345048869	392.9035057	0.109838029	0.003058811	0.274309525
chr12_111942386_111945545	5033406O09Rik	8.848929969	11.94239582	0.385410373	172.7708514	0.103513273	0.003046673	0.273220979
chr12_111963199_111967582	2010107E04Rik	91.53164352	11.30236189	2.064466376	411.1762571	0.273812947	0.003929987	0.352435249
chr12_112106252_112108010	Aspg	9.833326853	12.50592908	19.39483242	58.78898412	0.36510977	0.004603688	0.412851685
chr12_112116789_112119241	Mir3073	7.312306093	15.51933968	20.19575139	62.87075255	0.231367108	0.003678677	0.329898099
chr12_112125278_112134320	Mir203	146.5669623	10.94184288	1.230009628	771.5508876	0.093905214	0.003044557	0.273031225
chr12_112619410_112621200	Adssl1	10.70321814	13.51415889	19.85136236	51.14018496	0.290749064	0.004046753	0.362906659
chr12_112644605_112646333	Siva1	16.38984774	13.20782565	0.671322595	81.0161917	0.025620751	0.002962406	0.265664064
chr12_112671933_112675771	Akt1	91.00935197	11.95310494	0.959517928	351.1128632	0.041332648	0.002999802	0.269017677
chr12_112677913_112680093	Zbtb42	46.36873732	11.35059919	1.219670778	204.4719412	0.091577702	0.003044557	0.273031225
chr12_112718358_112726209	AW555464	198.7598937	10.95928728	0.621434374	966.746696	0.037201206	0.002999802	0.269017677
chr12_112808629_112810250	BC022687	12.90324874	10.90503017	0.262356412	75.66026657	0.135317268	0.003083617	0.276534089
chr12_112824976_112831239	Cdca4	107.5782153	11.08880987	0.734611997	543.8360824	0.002835718	0.002716355	0.243598609
chr12_112940790_112943018	Nudt14	36.93339204	11.73569233	0.407795456	189.2257845	0.092745561	0.003044557	0.273031225
chr12_112975279_112978620	Btbd6	40.46119961	12.37114661	20.32848665	311.4053586	0.202654606	0.003510229	0.314792022
chr12_112998237_113001905	Brf1	72.25658052	11.53390865	1.057527102	386.9366294	0.064022548	0.003031006	0.271815974
chr12_113012785_113019685	Pacs2	60.34563136	11.64388582	0.60807248	390.8650814	0.04030058	0.002999802	0.269017677
chr12_113073190_113075894	Tex22	22.00581791	11.77978805	0.226213356	156.0908984	0.15149033	0.003113191	0.279186259
chr12_113097581_113100112	Mta1	43.18249664	11.63251239	20.25942742	204.5941554	0.217664267	0.003597727	0.322638646
chr12_113139456_113141496	Crip2	6.556939901	15.06882825	0.466993626	63.78332673	0.072938489	0.003031006	0.271815974
chr12_113148408_113156202	Crip1	259.4842402	10.65492809	19.80957016	1692.942025	0.29905449	0.004099839	0.367667285
chr12_116046914_116049514	Zfp386	33.71873542	10.34310333	0.381899708	212.5863334	0.09857054	0.003044557	0.273031225
chr12_116262019_116263758	Wdr60	7.237337061	15.58749084	20.16136149	81.03124104	0.238710476	0.003722055	0.333788245
chr12_116279844_116283917	Esyt2	216.1712641	10.70240494	2.314827101	1027.128948	0.323351168	0.004288166	0.384556146
chr12_116404325_116407003	Ncapg2	58.48617819	12.00150983	0.343929201	230.0090593	0.112630158	0.003061885	0.274585142
chr12_117843027_117845610	Cdca7l	32.00481085	11.35559099	19.90032386	160.6455354	0.280930864	0.003978111	0.356750956
chr12_118300285_118303300	Sp4	60.75408643	11.91244847	1.328841601	343.3110789	0.106275886	0.003048531	0.273387593
chr13_3536725_3541872	Gdi2	138.7586801	10.98256074	0.834113742	509.0512947	0.020745256	0.002962406	0.265664064
chr13_3609188_3611894	BC016423	53.59362725	11.25336923	1.240682315	329.2548802	0.096306307	0.003044557	0.273031225
chr13_3633497_3635712	Asb13	29.58744004	13.3902162	1.375743604	113.1857337	0.116572979	0.003065676	0.274925146
chr13_3916658_3918945	Net1	32.98458884	10.95819076	0.787897041	167.5992287	0.009794219	0.002809574	0.251958306
chr13_3924156_3928633	Tubal3	60.38129816	9.590593391	2.238763213	439.269507	0.30857143	0.004178862	0.374753985
chr13_4058909_4061897	Akr1c14	10.12672813	10.17531748	20.33246562	167.4997735	0.201785284	0.003505717	0.314387325
chr13_4190950_4193904	Akr1c13	6.134858875	12.42744613	1.091747581	168.5623507	0.071923789	0.003031006	0.271815974
chr13_4233486_4235989	Akr1c19	9.368562571	18.11829633	10.46275015	100.336004	0.119279242	0.003065676	0.274925146
chr13_4277891_4279754	Akr1c12	6.156409066	11.18582703	0.951670564	105.1896307	0.039512756	0.002999802	0.269017677
chr13_4608145_4609754	Akr1e1	16.39334018	9.610342843	2.654840975	112.5130233	0.853052041	0.009644989	0.864947866
chr13_5860075_5867697	1700016G22Rik	554.9742085	10.09679517	2.013880062	2610.934701	0.817480204	0.009292516	0.833338618
chr13_6547948_6549403	Pitrm1	19.5934307	12.22616875	1.700236046	79.30904637	0.208915517	0.003542433	0.317679984
chr13_6645986_6649547	Pfkp	71.70326636	11.08366874	19.35501831	355.0700168	0.372209245	0.004663203	0.41818892
chr13_8869421_8872316	Wdr37	80.71057681	10.67443097	0.792340056	415.7715854	0.010847203	0.002809574	0.251958306
chr13_8884576_8888709	Idi1	90.36579031	10.95586533	1.149379817	514.3621939	0.07571666	0.003034327	0.272113824
chr13_8994525_8997254	Gtpbp4	100.8540237	10.99385143	0.652382594	489.8211373	0.022321488	0.002962406	0.265664064
chr13_9093012_9100447	Larp4b	189.4710929	11.06517546	1.322046772	929.5599385	0.104781283	0.003048531	0.273387593
chr13_9275946_9278273	Dip2c	42.3696389	11.59657924	0.189933597	228.9035678	0.162535653	0.003136141	0.281244305
chr13_9762340_9765847	Zmynd11	191.1074919	11.17263682	0.900435124	723.7714197	0.027622029	0.002999802	0.269017677
chr13_10358535_10361629	Chrm3	30.61223555	10.76261665	0.199533935	169.0678165	0.160625083	0.003132851	0.280949289
chr13_12256454_12258441	Mtr	21.84246774	11.09361469	20.32545008	133.8764986	0.20331771	0.00351338	0.315074588
chr13_12394411_12396830	Heatr1	21.63895211	10.9890611	1.910414398	182.9244562	0.253901911	0.003817426	0.34234095
chr13_12459270_12462313	Lgals8	68.14849559	9.84806371	0.569469062	413.3188271	0.04924819	0.003029888	0.271715716
chr13_12519035_12520768	Edaradd	9.911613722	11.8914684	0.489073692	90.8547911	0.074405133	0.003034327	0.272113824
chr13_12565100_12567467	Ero1lb	13.41479125	10.50647931	20.281717	126.4078604	0.212836195	0.003564791	0.319684989
chr13_13589526_13591540	Lyst	24.84736411	13.63391187	0.654913596	139.0366987	0.021721982	0.002962406	0.265664064
chr13_13953239_13956290	B3galnt2	49.94768323	10.87429571	1.070527247	282.3545943	0.067025648	0.003031006	0.271815974
chr13_14038325_14041210	Tbce	77.46475466	10.92100751	1.669563836	397.086339	0.149396844	0.003108708	0.27878421
chr13_14061614_14066491	Arid4b	149.8614176	10.40523802	0.940706938	745.1243442	0.036969527	0.002999802	0.269017677
chr13_14611634_14614400	Psma2	80.32331267	11.1566654	1.098355003	478.4510827	0.07344791	0.003031006	0.271815974
chr13_14629201_14631837	AW209491	38.80454788	12.50556154	0.696268432	187.9483323	0.011923656	0.002819423	0.252841584
chr13_16011569_16013254	Inhba	11.1037756	10.34884151	20.09246195	70.47602911	0.253296731	0.003812636	0.341911397
