Chromosome,Start,End,Name,Start_b,End_b,Name_b,Strand,Distance
chr1,164702476,164704923,773,164794732,164796732,Dpt,+,89810
chr1,164711842,164714638,774,164794732,164796732,Dpt,+,80095
chr1,164895692,164897963,775,164861121,164863121,LOC433374,+,32572
chr1,164898079,164900732,776,164935510,164937510,Xcl1,-,34779
chr1,164955864,164958115,777,164935510,164937510,Xcl1,-,18355
chr1,165190462,165195884,778,165194433,165196433,Sft2d2,-,0
chr1,165234956,165238111,779,165236958,165238958,Tiprl,-,0
chr1,165458338,165464085,780,165459208,165461208,Brp44,+,0
chr1,165593814,165595848,781,165634541,165636541,Mpzl1,-,38694
chr1,165631019,165635812,782,165634541,165636541,Mpzl1,-,0
chr1,165641032,165644067,783,165634541,165636541,Mpzl1,-,4492
chr1,165762762,165765672,784,165761780,165763780,Creg1,+,0
chr1,165770965,165773091,785,165761780,165763780,Creg1,+,7186
chr1,165844206,165846124,786,165786681,165788681,Cd247,+,55526
chr1,165995410,166004206,787,166002634,166004634,Pou2f1,-,0
chr1,166046954,166049905,788,166002634,166004634,Pou2f1,-,42321
chr1,166128832,166134175,789,166127898,166129898,Dusp27,-,0
chr1,166135109,166140554,790,166128460,166130460,Gpa33,+,4650
chr1,166151053,166156173,791,166128460,166130460,Gpa33,+,20594
chr1,166377904,166382117,792,166377167,166379167,Tada1,+,0
chr1,166408639,166410689,793,166409828,166411828,Pogk,-,0
chr1,167282703,167285944,794,167285127,167287127,Uck2,-,0
chr1,167306737,167310292,795,167306670,167308670,Tmco1,+,0
chr1,167339405,167340950,796,167347991,167349991,Aldh9a1,+,7042
chr1,167349005,167356402,797,167347991,167349991,Aldh9a1,+,0
chr1,167374571,167375730,798,167393797,167395797,Mgst3,-,18068
chr1,167389119,167395552,799,167393797,167395797,Mgst3,-,0
chr1,168425971,168433245,800,168432258,168434258,Pbx1,-,0
chr1,168708056,168710324,801,168432258,168434258,Pbx1,-,273799
chr1,169529940,169532764,802,169531464,169533464,Nuf2,-,0
chr1,169916374,169920228,803,169926939,169928939,1700084C01Rik,+,6712
chr1,169966889,169970814,804,169967409,169969409,3110045C21Rik,+,0
chr1,170172481,170177153,805,170174946,170176946,Uap1,-,0
chr1,170213828,170216010,806,170215393,170217393,Uhmk1,-,0
chr1,170254883,170256192,807,170275324,170277324,Sh2d1b1,+,19133
chr1,170454146,170458972,808,170589849,170591849,Nos1ap,-,130878
chr1,170477314,170484095,809,170589849,170591849,Nos1ap,-,105755
chr1,170586886,170591156,810,170589849,170591849,Nos1ap,-,0
chr1,170814951,170816799,811,170867771,170869771,Atf6,-,50973
chr1,170865854,170869421,812,170867771,170869771,Atf6,-,0
chr1,170881737,170887027,813,170885540,170887540,Dusp12,-,0
chr1,171036559,171038895,814,171016926,171018926,Fcgr4,+,17634
chr1,171043773,171045801,815,171059403,171061403,Fcgr3,-,13603
chr1,171063528,171067473,816,171059403,171061403,Fcgr3,-,2126
chr1,171070259,171073666,817,171059403,171061403,Fcgr3,-,8857
chr1,171077391,171081291,818,171059403,171061403,Fcgr3,-,15989
chr1,171101728,171103624,819,171119661,171121661,1700009P17Rik,+,16038
chr1,171110536,171112535,820,171119661,171121661,1700009P17Rik,+,7127
chr1,171113073,171114914,821,171119661,171121661,1700009P17Rik,+,4748
chr1,171148643,171151519,822,171148713,171150713,Mpz,+,0
chr1,171168291,171170677,823,171150603,171152603,Sdhc,-,15689
chr1,171213055,171215584,824,171211970,171213970,Nr1i3,+,0
chr1,171220761,171223916,825,171222514,171224514,Tomm40l,-,0
chr1,171245321,171248393,826,171247112,171249112,Ndufs2,-,0
chr1,171269352,171272657,827,171268328,171270328,B4galt3,+,0
chr1,171279530,171282470,828,171281186,171283186,Ppox,-,0
chr1,171286425,171288709,829,171287961,171289961,Usp21,-,0
chr1,171293348,171295655,830,171294982,171296982,Ufc1,-,0
chr1,171326966,171331575,831,171327145,171329145,Dedd,+,0
chr1,171343624,171347488,832,171343699,171345699,Pfdn2,+,0
chr1,171369649,171371123,833,171368173,171370173,Pvrl4,+,0
chr1,171410615,171413197,834,171409681,171411681,Usf1,+,0
chr1,171417711,171420264,835,171417033,171419033,Tstd1,+,0
chr1,171436540,171443703,836,171435561,171437561,F11r,+,0
chr1,171477530,171478968,837,171501478,171503478,Alyref2,+,22511
chr1,171501557,171505120,838,171501478,171503478,Alyref2,+,0
chr1,172026435,172027919,839,172027268,172029268,Vangl2,-,0
chr1,172079970,172085971,840,172080529,172082529,Copa,+,0
chr1,172126006,172128883,841,172124755,172126755,Pex19,+,0
chr1,172147188,172150725,842,172146015,172148015,Dcaf8,+,0
chr1,172205544,172207209,843,172206781,172208781,Pea15a,-,0
chr1,172309516,172313728,844,172310407,172312407,Igsf8,+,0
chr1,172375687,172378030,845,172374531,172376531,Pigm,+,0
chr1,172411300,172414277,846,172374531,172376531,Pigm,+,34770
chr1,172430969,172433453,847,172473360,172475360,Slamf9,+,39908
chr1,172460949,172464401,848,172473360,172475360,Slamf9,+,8960
chr1,172481005,172489025,849,172480213,172482213,Igsf9,+,0
chr1,172498998,172504048,850,172498246,172500246,Tagln2,+,0
chr1,172509854,172511348,851,172519130,172521130,Ccdc19,+,7783
chr1,172549213,172551358,852,172550806,172552806,4933439K11Rik,-,0
chr1,172561610,172563984,853,172553938,172555938,Vsig8,+,5673
chr1,172631859,172633792,854,172632974,172634974,Dusp23,-,0
chr1,175623518,175626563,855,175625635,175627635,Fh1,-,0
chr1,175690946,175693998,856,175692590,175694590,Opn3,-,0
chr1,175880157,175881786,857,175878778,175880778,Exo1,+,0
chr1,176813007,176815497,858,176812812,176814812,Sdccag8,+,0
chr1,176996032,176998865,859,176836133,176838133,Hmga2-ps1,-,157900
chr1,177257551,177259338,860,177248767,177250767,Akt3,-,6785
chr1,177440586,177446737,861,177442661,177444661,Zfp238,+,0
chr1,177458290,177459702,862,177442661,177444661,Zfp238,+,13630
chr1,177554893,177559128,863,177642943,177644943,2310043L19Rik,-,83816
chr1,177710428,177712780,864,177727814,177729814,1700016C15Rik,+,15035
chr1,177740169,177743207,865,177727814,177729814,1700016C15Rik,+,10356
chr1,177792901,177797427,866,177796509,177798509,Adss,-,0
chr1,177982659,177984869,867,177989435,177991435,Gm16432,+,4567
chr1,178186526,178190174,868,178185417,178187417,Pppde1,+,0
chr1,178274567,178277527,869,178317153,178319153,Fam36a,+,39627
chr1,178316112,178322982,870,178317153,178319153,Fam36a,+,0
chr1,178331577,178339071,871,178337784,178339784,Hnrnpu,-,0
chr1,178368163,178370067,872,178337784,178339784,Hnrnpu,-,28380
chr1,178404929,178407443,873,178403881,178405881,Efcab2,+,0
chr1,179516270,179518604,874,179518003,179520003,Smyd3,-,0
chr1,179544130,179548645,875,179544529,179546529,Cnst,+,0
chr1,179559014,179561265,876,179546267,179548267,Tfb2m,-,10748
chr1,179579681,179583478,877,179546267,179548267,Tfb2m,-,31415
chr1,179667031,179669496,878,179666231,179668231,Sccpdh,+,0
chr1,179801044,179805060,879,179804015,179806015,Ahctf1,-,0
chr1,179958512,179962834,880,179959089,179961089,Cdc42bpa,+,0
chr1,180175777,180177440,881,180196020,180198020,Adck3,-,18581
chr1,180190380,180196756,882,180196020,180198020,Adck3,-,0
chr1,180224884,180227191,883,180196020,180198020,Adck3,-,26865
chr1,180253492,180257655,884,180256300,180258300,Psen2,-,0
chr1,180264692,180266345,885,180256300,180258300,Psen2,-,6393
chr1,180301504,180303480,886,180328476,180330476,Itpkb,+,24997
chr1,180329985,180332917,887,180328476,180330476,Itpkb,+,0
chr1,180363756,180366047,888,180330549,180332549,Gm5069,-,31208
chr1,180385901,180389067,889,180330549,180332549,Gm5069,-,53353
chr1,180405907,180409231,890,180330549,180332549,Gm5069,-,73359
chr1,180568299,180570424,891,180566975,180568975,Parp1,+,0
chr1,180639713,180642999,892,180639334,180641334,Lin9,+,0
chr1,180725046,180731537,893,180724043,180726043,Acbd3,+,0
chr1,180756060,180759289,894,180724043,180726043,Acbd3,+,30018
chr1,180767233,180769350,895,180724043,180726043,Acbd3,+,41191
chr1,180776603,180784079,896,180813603,180815603,H3f3a,-,29525
chr1,180808567,180815582,897,180813603,180815603,H3f3a,-,0
chr1,180849992,180853827,898,180849151,180851151,BC031781,+,0
chr1,180903425,180905775,899,180902274,180904274,Pycr2,+,0
chr1,180935899,180937672,900,180933039,180935039,Lefty1,+,861
chr1,180940293,180944241,901,180940518,180942518,Tmem63a,+,0
chr1,181015844,181017747,902,181017495,181019495,Ephx1,-,0
chr1,181142479,181149419,903,181144157,181146157,Nvl,-,0
chr1,181150507,181153541,904,181148931,181150931,Cnih4,+,0
chr1,181208891,181213660,905,181211978,181213978,Wdr26,-,0
chr1,181255621,181259075,906,181211978,181213978,Wdr26,-,41644
chr1,181284897,181286997,907,181350628,181352628,Cnih3,+,63632
chr1,181533677,181535731,908,181511451,181513451,Ccdc121,-,20227
chr1,181742694,181744181,909,181842401,181844401,Lbr,-,98221
chr1,181839312,181843996,910,181842401,181844401,Lbr,-,0
chr1,181851824,181854113,911,181842401,181844401,Lbr,-,7424
chr1,181863690,181866641,912,181842401,181844401,Lbr,-,19290
chr1,182124454,182126378,913,182122737,182124737,Srp9,+,0
chr1,182139245,182140827,914,182122737,182124737,Srp9,+,14509
chr1,182280757,182283682,915,182282759,182284759,Degs1,-,0
chr1,182339379,182342422,916,182341606,182343606,Fbxo28,-,0
chr1,182407957,182411516,917,182407167,182409167,Trp53bp2,+,0
chr1,182516579,182518140,918,182517483,182519483,Capn2,-,0
chr1,182564112,182565988,919,182563007,182565007,Capn8,+,0
chr1,182629493,182630263,920,182563007,182565007,Capn8,+,64487
chr1,182954376,182955659,921,182952788,182954788,Tlr5,+,0
chr1,182959224,182960873,922,182952788,182954788,Tlr5,+,4437
chr1,183046818,183048999,923,182952788,182954788,Tlr5,+,92031
chr1,183137327,183139446,924,183221529,183223529,Disp1,-,82084
chr1,183220450,183221925,925,183221529,183223529,Disp1,-,0
chr1,183295240,183300042,926,183295060,183297060,Aida,+,0
chr1,183344016,183347262,927,183369565,183371565,Mia3,-,22304
chr1,183367863,183370360,928,183369565,183371565,Mia3,-,0
chr1,183388260,183390197,929,183386885,183388885,Taf1a,+,0
chr1,183438404,183441077,930,183416503,183418503,Hhipl2,+,19902
chr1,184032597,184035903,931,184032461,184034461,Dusp10,+,0
chr1,184274637,184277992,932,184033998,184035998,1700056E22Rik,-,238640
chr1,184825737,184828806,933,184822488,184824488,Mir1981,-,1250
chr1,184836257,184840795,934,184845847,184847847,Mosc2,-,5053
chr1,184841700,184847538,935,184845847,184847847,Mosc2,-,0
chr1,184850893,184855188,936,184845847,184847847,Mosc2,-,3047
chr1,184857382,184862652,937,184845847,184847847,Mosc2,-,9536
chr1,184871144,184872930,938,184883036,184885036,C130074G19Rik,-,10107
chr1,184880650,184883786,939,184883036,184885036,C130074G19Rik,-,0
chr1,185202686,185206093,940,185202168,185204168,Rab3gap2,+,0
chr1,185251626,185254758,941,185240975,185242975,Mir664,+,8652
chr1,185269944,185272565,942,185240975,185242975,Mir664,+,26970
chr1,185280066,185285712,943,185311319,185313319,Mir194-1,+,25608
chr1,185310302,185316203,944,185311319,185313319,Mir194-1,+,0
chr1,185327760,185329955,945,185329401,185331401,Iars2,-,0
chr1,185331271,185334736,946,185329401,185331401,Iars2,-,0
chr1,185361536,185365531,947,185361095,185363095,Eprs,+,0
chr1,185424052,185426227,948,185441819,185443819,9630028B13Rik,-,15593
chr1,185431180,185433902,949,185441819,185443819,9630028B13Rik,-,7918
chr1,185447498,185450879,950,185452848,185454848,Slc30a10,+,1970
chr1,185453963,185456344,951,185452848,185454848,Slc30a10,+,0
chr1,185515046,185517225,952,185495306,185497306,5033404E19Rik,+,17741
chr1,185610494,185612344,953,185535336,185537336,Mir297c,+,73159
chr1,186116322,186117687,954,186117310,186119310,Lyplal1,-,0
chr1,186704044,186706071,955,186705992,186707992,Tgfb2,-,0
chr1,186747786,186750463,956,186749358,186751358,Rrp15,-,0
chr1,186760606,186760814,957,186749358,186751358,Rrp15,-,9249
chr1,187068858,187069492,958,187123138,187125138,1700007P06Rik,+,53647
chr1,187214817,187216754,959,187213511,187215511,Gpatch2,+,0
chr1,187225611,187229539,960,187215446,187217446,Spata17,-,8166
chr1,187608413,187610470,961,187607006,187609006,Esrrg,+,0
chr1,187650952,187652951,962,187622235,187624235,Mir5111,+,26718
chr1,187661640,187664942,963,187622235,187624235,Mir5111,+,37406
chr1,187996782,187998760,964,188008990,188010990,9330162B11Rik,-,10231
chr1,187999398,188000975,965,188008990,188010990,9330162B11Rik,-,8016
chr1,189005664,189008493,966,189007840,189009840,Kctd3,-,0
chr1,189685639,189689253,967,189688086,189690086,Cenpf,-,0
chr1,189920754,189923178,968,189922288,189924288,Smyd2,-,0
chr1,190168086,190171295,969,190170680,190172680,Prox1,-,0
chr1,190300433,190300666,970,190170680,190172680,Prox1,-,127754
chr1,190302778,190303934,971,190170680,190172680,Prox1,-,130099
chr1,190830656,190834235,972,190911770,190913770,Rps6kc1,-,77536
chr1,190868024,190872878,973,190911770,190913770,Rps6kc1,-,38893
chr1,190880042,190882530,974,190911770,190913770,Rps6kc1,-,29241
chr1,190902482,190903219,975,190911770,190913770,Rps6kc1,-,8552
chr1,190910624,190913652,976,190911770,190913770,Rps6kc1,-,0
chr1,190919770,190921216,977,190923108,190925108,Angel2,+,1893
chr1,190926784,190932489,978,190923108,190925108,Angel2,+,1677
chr1,190976998,190979633,979,190979296,190981296,Vash2,-,0
chr1,191023238,191028664,980,191023351,191025351,A230020J21Rik,+,0
chr1,191061832,191064401,981,191061021,191063021,Nsl1,+,0
chr1,191070484,191073955,982,191062932,191064932,Tatdn3,-,5553
chr1,191179450,191187184,983,191183333,191185333,Atf3,-,0
chr1,191192704,191195236,984,191183333,191185333,Atf3,-,7372
chr1,191223492,191225833,985,191183333,191185333,Atf3,-,38160
chr1,191277015,191278997,986,191318118,191320118,Nenf,-,39122
chr1,191282474,191285301,987,191318118,191320118,Nenf,-,32818
chr1,191312197,191313489,988,191318118,191320118,Nenf,-,4630
chr1,191317233,191318500,989,191318118,191320118,Nenf,-,0
chr1,191325505,191328902,990,191323965,191325965,Tmem206,+,0
chr1,191392534,191398647,991,191397041,191399041,Ppp2r5a,-,0
chr1,191497094,191499731,992,191573734,191575734,Ints7,+,74004
chr1,191573052,191577560,993,191573734,191575734,Ints7,+,0
chr1,191639212,191641300,994,191575534,191577534,Dtl,-,61679
chr1,191644387,191647491,995,191575534,191577534,Dtl,-,66854
chr1,191716618,191722352,996,191716024,191718024,Lpgat1,+,0
chr1,191801602,191803908,997,191819473,191821473,Nek2,+,15566
chr1,191820723,191822940,998,191819473,191821473,Nek2,+,0
chr1,191840355,191842380,999,191819473,191821473,Nek2,+,18883
chr1,191905567,191911901,1000,191904781,191906781,Slc30a1,+,0
chr1,191988982,191990882,1001,191998634,192000634,Mir3473c,-,7753
chr1,192091277,192093352,1002,192092564,192094564,Traf5,-,0
chr1,192135379,192139642,1003,192134898,192136898,Gm10516,+,0
chr1,192453685,192454515,1004,192188872,192190872,Kcnh1,+,262814
chr1,192660399,192660607,1005,192771219,192773219,Hhat,-,110613
chr1,192769701,192771874,1006,192771219,192773219,Hhat,-,0
chr1,192854443,192856102,1007,192855752,192857752,Sertad4,-,0
chr1,193128431,193132931,1008,193130251,193132251,Diexf,-,0
chr1,193152306,193158177,1009,193151112,193153112,Irf6,+,0
chr1,193169003,193176383,1010,193171469,193173469,A130010J15Rik,+,0
chr1,193180364,193182499,1011,193171469,193173469,A130010J15Rik,+,6896
chr1,193227448,193228252,1012,193201546,193203546,Traf3ip3,-,23903
chr1,193298355,193304014,1013,193299994,193301994,Lamb3,+,0
chr1,193326402,193328239,1014,193299994,193301994,Lamb3,+,24409
chr1,194618714,194623039,1015,194617829,194619829,Plxna2,+,0
chr1,194659008,194663056,1016,194617829,194619829,Plxna2,+,39180
chr1,194878802,194880455,1017,194936821,194938821,Cd34,+,56367
chr1,194975551,194978437,1018,194976959,194978959,Gm16897,-,0
chr1,194991912,194996241,1019,194976959,194978959,Gm16897,-,12954
chr1,195016329,195018238,1020,195015399,195017399,A330023F24Rik,+,0
chr1,195091425,195093144,1021,195092248,195094248,Cd46,-,0
chr1,195129873,195132214,1022,195131570,195133570,Cr1l,-,0
chr1,195241033,195242393,1023,195176715,195178715,Cr2,-,62319
chr1,195279223,195279374,1024,195176715,195178715,Cr2,-,100509
chr10,3109133,3110572,1025,3133193,3135193,B020014A21Rik,-,22622
chr10,3110917,3117477,1026,3133193,3135193,B020014A21Rik,-,15717
chr10,3739921,3741490,1027,3738377,3740377,Plekhg1,+,0
chr10,3972409,3974505,1028,3971075,3973075,Mthfd1l,+,0
chr10,3977737,3979746,1029,3971075,3973075,Mthfd1l,+,4663
chr10,4385687,4390828,1030,4388108,4390108,Zbtb2,-,0
chr10,4430460,4434158,1031,4430605,4432605,1700052N19Rik,+,0
chr10,4611145,4613121,1032,4610046,4612046,Esr1,+,0
chr10,4614156,4614701,1033,4610046,4612046,Esr1,+,2111
chr10,4631696,4633091,1034,4610046,4612046,Esr1,+,19651
chr10,5803375,5808560,1035,5805465,5807465,Fbxo5,-,0
chr10,5822499,5825948,1036,5823943,5825943,Mtrf1l,-,0
chr10,6962885,6963004,1037,7023185,7025185,Ipcef1,-,60182
chr10,7137588,7143325,1038,7212237,7214237,Cnksr3,-,68913
chr10,7157956,7160390,1039,7212237,7214237,Cnksr3,-,51848
chr10,7209608,7214256,1040,7212237,7214237,Cnksr3,-,0
chr10,7390407,7391834,1041,7473477,7475477,Ulbp1,-,81644
chr10,7661716,7664980,1042,7661371,7663371,A630066F11Rik,+,0
chr10,7666928,7668488,1043,7665504,7667504,Nup43,+,0
chr10,7679012,7683470,1044,7679209,7681209,Lats1,+,0
chr10,7725389,7728118,1045,7724000,7726000,Katna1,+,0
chr10,7779296,7781802,1046,7780917,7782917,BC013529,-,0
chr10,7791559,7794586,1047,7790894,7792894,Ppil4,+,0
chr10,7831344,7834420,1048,7830470,7832470,Zc3h12d,+,0
chr10,7838564,7840518,1049,7834381,7836381,Mir5104,+,2184
chr10,7840613,7842841,1050,7834381,7836381,Mir5104,+,4233
chr10,7860733,7862726,1051,7834381,7836381,Mir5104,+,24353
chr10,7863583,7865395,1052,7834381,7836381,Mir5104,+,27203
chr10,7952365,7957673,1053,7956123,7958123,Tab2,-,0
chr10,8884628,8887824,1054,8886070,8888070,Sash1,-,0
chr10,9675929,9677869,1055,9675208,9677208,Samd5,-,0
chr10,9897760,9902467,1056,9901040,9903040,Stxbp5,-,0
chr10,10556963,10558609,1057,10558207,10560207,Rab32,-,0
chr10,11149164,11151378,1058,11147430,11149430,Shprh,+,0
chr10,11279673,11282909,1059,11279330,11281330,Fbxo30,+,0
chr10,11342501,11344638,1060,11341445,11343445,Epm2a,+,0
chr10,11492044,11492250,1061,11341445,11343445,Epm2a,+,148600
chr10,12546215,12547733,1062,12861735,12863735,Utrn,-,314003
chr10,12547758,12550099,1063,12861735,12863735,Utrn,-,311637
chr10,12851922,12854451,1064,12861735,12863735,Utrn,-,7285
chr10,12866283,12870482,1065,12861735,12863735,Utrn,-,2549
chr10,12921416,12924022,1066,12923127,12925127,B230208H11Rik,-,0
chr10,12963524,12964879,1067,12964259,12966259,Stx11,-,0
chr10,13007664,13010059,1068,13006450,13008450,Sf3b5,+,0
chr10,13191752,13193889,1069,13193137,13195137,Ltv1,-,0
chr10,13473001,13475621,1070,13474396,13476396,Phactr2,-,0
chr10,13499854,13502823,1071,13499028,13501028,Fuca2,+,0
chr10,13551927,13554326,1072,13550907,13552907,Adat2,+,0
chr10,13867587,13870193,1073,13868830,13870830,Aig1,-,0
chr10,13963831,13968761,1074,13964379,13966379,Hivep2,+,0
chr10,13981947,13984511,1075,13964379,13966379,Hivep2,+,15569
chr10,14085441,14086877,1076,13964379,13966379,Hivep2,+,119063
chr10,14544408,14546293,1077,14545036,14547036,Gpr126,-,0
chr10,14703263,14706264,1078,14703609,14705609,1700016L04Rik,+,0
chr10,17273766,17275978,1079,17095782,17097782,Gm20125,-,175985
chr10,17574692,17576977,1080,17721228,17723228,Cited2,+,144252
chr10,17645589,17647274,1081,17721228,17723228,Cited2,+,73955
chr10,17650507,17655332,1082,17721228,17723228,Cited2,+,65897
chr10,17721088,17728266,1083,17721228,17723228,Cited2,+,0
chr10,17945865,17948897,1084,17948067,17950067,Heca,-,0
chr10,18021348,18023703,1085,18023252,18025252,3110003A17Rik,-,0
chr10,18054921,18057441,1086,18053940,18055940,Reps1,+,0
chr10,18233700,18235673,1087,18234981,18236981,Ccdc28a,-,0
chr10,18317848,18320046,1088,18234981,18236981,Ccdc28a,-,80868
chr10,18369991,18372597,1089,18405675,18407675,Nhsl1,+,33079
chr10,18393861,18395716,1090,18405675,18407675,Nhsl1,+,9960
chr10,18405999,18409045,1091,18405675,18407675,Nhsl1,+,0
chr10,18462320,18465021,1092,18405675,18407675,Nhsl1,+,54646
chr10,18467514,18473178,1093,18405675,18407675,Nhsl1,+,59840
chr10,18545017,18546536,1094,18546076,18548076,Hebp2,-,0
chr10,18742166,18744345,1095,18743758,18745758,D10Bwg1379e,-,0
chr10,18843363,18848107,1096,18843071,18845071,Perp,+,0
chr10,18994745,18996842,1097,19015410,19017410,Tnfaip3,-,18569
chr10,19006734,19010348,1098,19015410,19017410,Tnfaip3,-,5063
chr10,19011536,19016656,1099,19015410,19017410,Tnfaip3,-,0
chr10,19042713,19045703,1100,19015410,19017410,Tnfaip3,-,25304
chr10,19061425,19063374,1101,19015410,19017410,Tnfaip3,-,44016
chr10,19098603,19100477,1102,19139749,19141749,Gm20139,+,39273
chr10,19162209,19164140,1103,19139749,19141749,Gm20139,+,20461
chr10,19185115,19189361,1104,19139749,19141749,Gm20139,+,43367
chr10,19525491,19527084,1105,19589958,19591958,Ifngr1,+,62875
chr10,19531538,19534425,1106,19589958,19591958,Ifngr1,+,55534
chr10,19589029,19597393,1107,19589958,19591958,Ifngr1,+,0
chr10,19906435,19908914,1108,19907674,19909674,Pex7,-,0
chr10,19932674,19936915,1109,19932526,19934526,Map3k5,+,0
chr10,20147647,20151542,1110,20146920,20148920,Mtap7,+,0
chr10,20167168,20171227,1111,20146920,20148920,Mtap7,+,18249
chr10,20200912,20205982,1112,20201854,20203854,4930405J17Rik,-,0
chr10,20219008,20221598,1113,20206439,20208439,Gm6251,+,10570
chr10,20310280,20315015,1114,20310469,20312469,Bclaf1,+,0
chr10,20346749,20348906,1115,20345819,20347819,Fam54a,+,0
chr10,20724170,20725867,1116,20725068,20727068,Pde7b,-,0
chr10,20951612,20953494,1117,20950547,20952547,Ahi1,+,0
chr10,21090215,21093957,1118,21160984,21162984,Myb,-,67028
chr10,21100449,21102989,1119,21160984,21162984,Myb,-,57996
chr10,21156817,21162418,1120,21160984,21162984,Myb,-,0
chr10,21188019,21189477,1121,21160984,21162984,Myb,-,25036
chr10,21295265,21299095,1122,21293979,21295979,Hbs1l,+,0
chr10,21303618,21306484,1123,21293979,21295979,Hbs1l,+,7640
chr10,21464900,21466428,1124,21375300,21377300,Aldh8a1,+,87601
chr10,21490355,21493810,1125,21591145,21593145,1700020N01Rik,+,97336
chr10,21550412,21555784,1126,21591145,21593145,1700020N01Rik,+,35362
chr10,21569186,21573103,1127,21591145,21593145,1700020N01Rik,+,18043
chr10,21609800,21611556,1128,21591145,21593145,1700020N01Rik,+,16656
chr10,21684623,21688327,1129,21688845,21690845,Gm5420,+,519
chr10,21993305,21996294,1130,22068079,22070079,4930444G20Rik,-,71786
chr10,22034633,22034843,1131,22068079,22070079,4930444G20Rik,-,33237
chr10,22141874,22143396,1132,22149270,22151270,E030030I06Rik,-,5875
chr10,22147878,22151126,1133,22149270,22151270,E030030I06Rik,-,0
chr10,22729608,22732577,1134,22731447,22733447,Tbpl1,-,0
chr10,23076568,23077957,1135,22820128,22822128,Tcf21,-,254441
chr10,23784617,23789272,1136,23785451,23787451,Snora33,-,0
chr10,23795949,23799043,1137,23794986,23796986,1110021L09Rik,+,0
chr10,23811725,23813939,1138,23794986,23796986,1110021L09Rik,+,14740
chr10,23836062,23837844,1139,23849462,23851462,Vnn3,+,11619
chr10,23894031,23897905,1140,23892688,23894688,Vnn1,+,0
chr10,23988573,23988692,1141,23985646,23987646,Taar6,-,928
chr10,24107202,24109711,1142,24109534,24111534,Taar9,-,0
chr10,24130129,24133701,1143,24147317,24149317,Stx7,+,13617
chr10,24148833,24152904,1144,24147317,24149317,Stx7,+,0
chr10,24628064,24631295,1145,24593442,24595442,Ctgf,+,32623
chr10,24637805,24639964,1146,24593442,24595442,Ctgf,+,42364
chr10,24710700,24713149,1147,24712102,24714102,Enpp1,-,0
chr10,24753076,24755447,1148,24712102,24714102,Enpp1,-,38975
chr10,24833510,24837012,1149,24836195,24838195,Enpp3,-,0
chr10,24869334,24871590,1150,24867986,24869986,Med23,+,0
chr10,25117757,25119926,1151,25299163,25301163,Akap7,-,179238
chr10,25191276,25192890,1152,25299163,25301163,Akap7,-,106274
chr10,25194422,25201642,1153,25299163,25301163,Akap7,-,97522
chr10,25295725,25298260,1154,25299163,25301163,Akap7,-,904
chr10,25359109,25362410,1155,25357798,25359798,Epb4.1l2,+,0
chr10,25426330,25428541,1156,25357798,25359798,Epb4.1l2,+,66533
chr10,25519140,25521344,1157,25536272,25538272,2010003K15Rik,-,14929
chr10,25533962,25537181,1158,25536272,25538272,2010003K15Rik,-,0
chr10,26372742,26376702,1159,26375185,26377185,L3mbtl3,-,0
chr10,26771809,26774949,1160,26770512,26772512,Arhgap18,+,0
chr10,26797993,26801385,1161,26770512,26772512,Arhgap18,+,25482
chr10,28073707,28077981,1162,28072820,28074820,Ptprk,+,0
chr10,29311955,29315085,1163,29311166,29313166,Echdc1,+,0
chr10,29359360,29363391,1164,29362442,29364442,Rnf146,-,0
chr10,29970582,29971426,1165,30200540,30202540,Cenpw,-,229115
chr10,30199463,30200959,1166,30200540,30202540,Cenpw,-,0
chr10,30599181,30601454,1167,30600749,30602749,Trmt11,-,0
chr10,30616433,30619436,1168,30618366,30620366,Hint3,-,0
chr10,30654266,30656738,1169,30618366,30620366,Hint3,-,33901
chr10,30801779,30804144,1170,30803107,30805107,Ncoa7,-,0
chr10,31312599,31314991,1171,31311405,31313405,Hddc2,+,0
chr10,31444981,31446469,1172,31445921,31447921,Tpd52l1,-,0
chr10,31606996,31610331,1173,31609725,31611725,Rnf217,-,0
chr10,33949304,33951878,1174,33951212,33953212,Zufsp,-,0
chr10,34017922,34020928,1175,34019616,34021616,Rwdd1,-,0
chr10,34280531,34284923,1176,34280190,34282190,Tspyl1,+,0
chr10,34417080,34419332,1177,34418528,34420528,Nt5dc1,-,0
chr10,34482647,34486342,1178,34481400,34483400,Frk,+,0
chr10,34507177,34509563,1179,34481400,34483400,Frk,+,23778
chr10,34539907,34543207,1180,34481400,34483400,Frk,+,56508
chr10,36917813,36918329,1181,36972544,36974544,Hdac2,+,54216
chr10,36973608,36976030,1182,36972544,36974544,Hdac2,+,0
chr10,37135462,37141890,1183,37138926,37140926,Marcks,-,0
chr10,37820150,37820799,1184,37138926,37140926,Marcks,-,679225
chr10,39133217,39135472,1185,39132023,39134023,Tube1,+,0
chr10,39170471,39172238,1186,39163794,39165794,Wisp3,-,4678
chr10,39611972,39617487,1187,39610934,39612934,Traf3ip2,+,0
chr10,39716602,39716807,1188,39730160,39732160,Rev3l,+,13354
chr10,39730302,39734973,1189,39730160,39732160,Rev3l,+,0
chr10,39897667,39899864,1190,39899238,39901238,AA474331,-,0
chr10,39905529,39910726,1191,39899238,39901238,AA474331,-,4292
chr10,39924608,39927537,1192,39926923,39928923,2010001E11Rik,-,0
