chr	chromStart	chromEnd	name
chr13	48540592	48547560	4305
chr13	48551408	48553518	4306
chr13	48624780	48626446	4307
chr13	48730723	48732394	4308
chr13	48853180	48854522	4309
chr13	48868629	48873410	4310
chr13	48877337	48879652	4311
chr13	48957940	48959789	4312
chr13	48963848	48969982	4313
chr13	49131111	49133729	4314
chr13	49145170	49148383	4315
chr13	49185903	49188834	4316
chr13	49212363	49217052	4317
chr13	49340449	49342602	4318
chr13	49420005	49423673	4319
chr13	49651487	49655137	4320
chr13	49680514	49683608	4321
chr13	50417040	50419340	4322
chr13	50957357	50959069	4323
chr13	51098546	51102529	4324
chr13	51152202	51154804	4325
chr13	51170669	51172363	4326
chr13	51202299	51203427	4327
chr13	51635816	51638179	4328
chr13	51643643	51648550	4329
chr13	51650572	51653144	4330
chr13	51792096	51793986	4331
chr13	51844517	51849802	4332
chr13	51975351	51977341	4333
chr13	52035360	52037963	4334
chr13	52154991	52156898	4335
chr13	52582503	52585499	4336
chr13	52817977	52819707	4337
chr13	52829901	52832603	4338
chr13	52891385	52893156	4339
chr13	52928121	52930347	4340
chr13	52977539	52983133	4341
chr13	53247159	53249263	4342
chr13	53269573	53270401	4343
chr13	53284521	53286606	4344
chr13	53308703	53310631	4345
chr13	53315938	53317838	4346
chr13	53376044	53378182	4347
chr13	53413504	53415846	4348
chr13	54070924	54075758	4349
chr13	54078729	54081437	4350
chr13	54301883	54304338	4351
chr13	54467580	54469662	4352
chr13	54502986	54505486	4353
chr13	54563550	54566929	4354
chr13	54574227	54576553	4355
chr13	54589035	54592743	4356
chr13	54608058	54612293	4357
chr13	54621023	54623565	4358
chr13	54683841	54690189	4359
chr13	54691297	54697222	4360
chr13	54700247	54705994	4361
chr13	54736653	54739394	4362
chr13	54789140	54790578	4363
chr13	55098655	55101084	4364
chr13	55104457	55106946	4365
chr13	55152276	55154330	4366
chr13	55171101	55172673	4367
chr13	55181510	55183066	4368
chr13	55187441	55191744	4369
chr13	55210013	55217091	4370
chr13	55313364	55316660	4371
chr13	55318242	55324490	4372
chr13	55328960	55330857	4373
chr13	55358838	55363553	4374
chr13	55369422	55371172	4375
chr13	55390558	55393126	4376
chr13	55443899	55447811	4377
chr13	55463636	55465426	4378
chr13	55470806	55473275	4379
chr13	55512058	55513986	4380
chr13	55535445	55537459	4381
chr13	55568936	55572644	4382
chr13	55592498	55595076	4383
chr13	55598969	55602022	4384
chr13	55621811	55624731	4385
chr13	55634099	55636763	4386
chr13	55691828	55695455	4387
chr13	55713058	55716388	4388
chr13	55726602	55728523	4389
chr13	55827088	55832073	4390
chr13	55847321	55849130	4391
chr13	56133202	56136588	4392
chr13	56437761	56441003	4393
chr13	56456482	56459265	4394
chr13	56522262	56523400	4395
chr13	56594631	56597139	4396
chr13	56608730	56613383	4397
chr13	56628888	56632336	4398
chr13	56702120	56706157	4399
chr13	58112478	58114031	4400
chr13	58124975	58130330	4401
chr13	58157092	58158982	4402
chr13	58174893	58177080	4403
chr13	58180457	58184886	4404
chr13	58211680	58217111	4405
chr13	58272933	58275122	4406
chr13	58358125	58359999	4407
chr13	58363756	58366921	4408
chr13	58372027	58373943	4409
chr13	58382262	58387092	4410
chr13	58399028	58405030	4411
chr13	58608824	58611204	4412
chr13	59584006	59587675	4413
chr13	59653200	59656097	4414
chr13	59667367	59670174	4415
chr13	59672094	59676453	4416
chr13	59766382	59771926	4417
chr13	59818889	59825713	4418
chr13	59831717	59833426	4419
chr13	59834519	59837451	4420
chr13	59841912	59843249	4421
chr13	60676342	60676996	4422
chr13	61803578	61805254	4423
chr13	62015259	62016947	4424
chr13	62129181	62130877	4425
chr13	62382258	62383889	4426
chr13	62465374	62467607	4427
chr13	62557490	62559246	4428
chr13	62623210	62624789	4429
chr13	62651683	62653867	4430
chr13	62683738	62685681	4431
chr13	62759751	62761412	4432
chr13	62784934	62786511	4433
chr13	62854942	62860113	4434
chr13	62886603	62889103	4435
chr13	62907017	62908965	4436
chr13	62964044	62965859	4437
chr13	63071408	63073486	4438
chr13	63149832	63152793	4439
chr13	63238738	63245167	4440
chr13	63272696	63275530	4441
chr13	63430443	63432541	4442
chr13	63561891	63569015	4443
chr13	63813748	63816793	4444
chr13	64128500	64130275	4445
chr13	64151305	64155002	4446
chr13	64161004	64163474	4447
chr13	64247632	64250359	4448
chr13	64273903	64276056	4449
chr13	64310993	64313643	4450
chr13	64343305	64345081	4451
chr13	64369452	64371422	4452
chr13	64431707	64433520	4453
chr13	65111593	65113756	4454
chr13	65239822	65242838	4455
chr13	65277558	65279946	4456
chr13	66902763	66906568	4457
chr13	66931516	66935914	4458
chr13	67059890	67062050	4459
chr13	67080189	67082392	4460
chr13	67107231	67109704	4461
chr13	67127560	67129302	4462
chr13	67172402	67174369	4463
chr13	67194084	67195538	4464
chr13	67267802	67269999	4465
chr13	67304920	67307319	4466
chr13	67331140	67333512	4467
chr13	67358967	67361358	4468
chr13	67374716	67376307	4469
chr13	67398681	67400507	4470
chr13	67420394	67422355	4471
chr13	67450451	67452602	4472
chr13	67483014	67484942	4473
chr13	67499273	67500974	4474
chr13	67524714	67527336	4475
chr13	67551688	67553909	4476
chr13	67608362	67611218	4477
chr13	67636050	67638790	4478
chr13	67681813	67684522	4479
chr13	67722991	67725375	4480
chr13	67727917	67730054	4481
chr13	67753912	67755803	4482
chr13	67779083	67780575	4483
chr13	67813297	67815200	4484
chr13	67830314	67831873	4485
chr13	67890364	67893531	4486
chr13	68580874	68583640	4487
chr13	69530752	69536617	4488
chr13	69562225	69565356	4489
chr13	69568490	69570079	4490
chr13	69610414	69613705	4491
chr13	69809224	69811874	4492
chr13	70634659	70638773	4493
chr13	72639031	72640528	4494
chr13	73264909	73266329	4495
chr13	73326738	73329315	4496
chr13	73330397	73333098	4497
chr13	73466588	73468263	4498
chr13	73602820	73605932	4499
chr13	73626321	73627838	4500
chr13	73659093	73661569	4501
chr13	73694340	73702017	4502
chr13	73710838	73715497	4503
chr13	73731695	73737711	4504
chr13	73761869	73768974	4505
chr13	73936529	73939146	4506
chr13	73969774	73972902	4507
chr13	74008051	74012492	4508
chr13	74023808	74028424	4509
chr13	74061131	74063256	4510
chr13	74098696	74103483	4511
chr13	74120607	74123551	4512
chr13	74138271	74140915	4513
chr13	74147144	74149540	4514
chr13	74207138	74209878	4515
chr13	74300753	74303157	4516
chr13	74314336	74318563	4517
chr13	74347497	74351689	4518
chr13	74389846	74391214	4519
chr13	74461651	74463800	4520
chr13	74492730	74495118	4521
chr13	74521739	74523585	4522
chr13	74528041	74531534	4523
chr13	74563053	74564877	4524
chr13	74616527	74618412	4525
chr13	74638478	74641046	4526
chr13	74768846	74772517	4527
chr13	74805447	74809536	4528
chr13	74957216	74960909	4529
chr13	75089276	75091430	4530
chr13	75224091	75228596	4531
chr13	75706655	75711383	4532
chr13	75751221	75753404	4533
chr13	75797159	75799374	4534
chr13	75839141	75846521	4535
chr13	75942310	75944675	4536
chr13	76017189	76019743	4537
chr13	76097496	76100071	4538
chr13	77132845	77136300	4539
chr13	77438526	77439475	4540
chr13	77708092	77710680	4541
chr13	78162760	78164308	4542
chr13	80882157	80888234	4543
chr13	80962280	80963780	4544
chr13	81064332	81066808	4545
chr13	81135308	81137503	4546
chr13	81656137	81659767	4547
chr13	81709356	81712857	4548
chr13	81782140	81785088	4549
chr13	84221097	84224788	4550
chr13	84348046	84350112	4551
chr13	85126459	85127765	4552
chr13	85189006	85190705	4553
chr13	85286508	85291655	4554
chr13	86045192	86047153	4555
chr13	89739275	89741162	4556
chr13	90088608	90092919	4557
chr13	90922055	90925138	4558
chr13	91223180	91224873	4559
chr13	91370255	91372492	4560
chr13	91459938	91462342	4561
chr13	91740078	91744734	4562
chr13	91805948	91809095	4563
chr13	92040970	92043204	4564
chr13	92129080	92132486	4565
chr13	92353137	92356568	4566
chr13	92483319	92484818	4567
chr13	92529479	92532453	4568
chr13	92609291	92613727	4569
chr13	92844182	92846109	4570
chr13	93143536	93145185	4571
chr13	93189022	93193199	4572
chr13	93237327	93240983	4573
chr13	93302560	93306497	4574
chr13	93341907	93343967	4575
chr13	93496765	93500819	4576
chr13	93612966	93615585	4577
chr13	93770845	93773231	4578
chr13	93941205	93941358	4579
chr13	94057254	94058855	4580
chr13	94158752	94163592	4581
chr13	94173143	94178801	4582
chr13	94179294	94183377	4583
chr13	94190503	94194740	4584
chr13	94252536	94253982	4585
chr13	94283035	94286538	4586
chr13	94357705	94360952	4587
chr13	94364429	94366491	4588
chr13	94381324	94383260	4589
chr13	94788257	94791100	4590
chr13	94836509	94839808	4591
chr13	94975360	94978327	4592
chr13	95031973	95034093	4593
chr13	95222121	95223560	4594
chr13	95248913	95250802	4595
chr13	95324165	95329092	4596
chr13	95373219	95376152	4597
chr13	95520495	95526381	4598
chr13	95617636	95619075	4599
chr13	95825696	95827846	4600
chr13	95837176	95838341	4601
chr13	95841630	95845335	4602
chr13	95859223	95861515	4603
chr13	95888705	95893043	4604
chr13	95950193	95952484	4605
chr13	95989590	95989745	4606
chr13	96387558	96390505	4607
chr13	96431340	96434535	4608
chr13	96540900	96544837	4609
chr13	96569585	96571373	4610
chr13	96667102	96672116	4611
chr13	96923403	96928053	4612
chr13	97006926	97009061	4613
chr13	97136710	97139385	4614
chr13	97175101	97177447	4615
chr13	97190197	97190927	4616
chr13	97196357	97199094	4617
chr13	97204574	97206581	4618
chr13	97237086	97244388	4619
chr13	97252899	97255069	4620
chr13	97294554	97296921	4621
chr13	97297806	97301498	4622
chr13	97451573	97454273	4623
chr13	97545809	97547392	4624
chr13	97847969	97849337	4625
chr13	97976157	97978164	4626
chr13	98092420	98094559	4627
chr13	98182738	98184223	4628
chr13	98203800	98208284	4629
chr13	98261141	98264833	4630
chr13	98311101	98318251	4631
chr13	98587282	98590118	4632
chr13	98637868	98639296	4633
chr13	98691912	98696866	4634
chr13	98812863	98817141	4635
chr13	98889054	98892314	4636
chr13	98922555	98927520	4637
chr13	98944123	98945591	4638
chr13	98954654	98956785	4639
chr13	99343324	99346307	4640
chr13	99352236	99354629	4641
chr13	99790634	99791310	4642
chr13	100013986	100016927	4643
chr13	100101125	100104978	4644
chr13	100107101	100108941	4645
chr13	100124031	100126579	4646
chr13	100199406	100203088	4647
chr13	100242827	100248271	4648
chr13	100259143	100260871	4649
chr13	100312616	100318768	4650
chr13	100329969	100332294	4651
chr13	100401125	100404040	4652
chr13	100449732	100453980	4653
chr13	100491042	100495314	4654
chr13	100516063	100519792	4655
chr13	100530765	100537301	4656
chr13	100542079	100545875	4657
chr13	100549396	100554597	4658
chr13	100574821	100577964	4659
chr13	100592330	100595141	4660
chr13	100605198	100607746	4661
chr13	100614582	100618291	4662
chr13	100650023	100653253	4663
chr13	100668592	100671450	4664
chr13	100728743	100731849	4665
chr13	100741761	100745524	4666
chr13	100774588	100777221	4667
chr13	100783762	100787027	4668
chr13	100830252	100833959	4669
chr13	100842301	100844620	4670
chr13	101481060	101482808	4671
chr13	101597039	101598425	4672
chr13	101692784	101695886	4673
chr13	101735309	101737512	4674
chr13	101762160	101769553	4675
chr13	101801060	101802272	4676
chr13	102063916	102066448	4677
chr13	102897548	102900220	4678
chr13	102903740	102907290	4679
chr13	103772200	103775531	4680
chr13	103909179	103912454	4681
chr13	103915770	103923055	4682
chr13	103973506	103975092	4683
chr13	103976347	103979739	4684
chr13	104022383	104026456	4685
chr13	104027196	104030856	4686
chr13	104034583	104038793	4687
chr13	104108288	104110873	4688
chr13	104176188	104180211	4689
chr13	104226270	104230442	4690
chr13	104284936	104287898	4691
chr13	104815772	104819010	4692
chr13	105053922	105055882	4693
chr13	105293380	105295808	4694
chr13	106935573	106937664	4695
chr13	106945895	106949585	4696
chr13	106997253	106999653	4697
chr13	107018981	107023429	4698
chr13	107033995	107036595	4699
chr13	107837081	107839043	4700
chr13	107845437	107848383	4701
chr13	107887756	107892510	4702
chr13	108042993	108046805	4703
chr13	108157376	108160422	4704
chr13	108211217	108216922	4705
chr13	108228690	108231130	4706
chr13	108315160	108317337	4707
chr13	108495639	108500463	4708
chr13	109211172	109213514	4709
chr13	109228835	109231188	4710
chr13	109259396	109263277	4711
chr13	109268286	109270163	4712
chr13	109274295	109277356	4713
chr13	109439778	109442222	4714
chr13	109500681	109504574	4715
chr13	109545918	109548057	4716
chr13	109684557	109688939	4717
chr13	109691984	109696260	4718
chr13	109821077	109824474	4719
chr13	109901899	109903796	4720
chr13	110394153	110396895	4721
chr13	110602920	110603463	4722
chr13	110743857	110744677	4723
chr13	111483390	111491216	4724
chr13	111517427	111521350	4725
chr13	111596985	111599397	4726
chr13	111600460	111602237	4727
chr13	111621319	111624644	4728
chr13	111684983	111688691	4729
chr13	111724214	111726551	4730
chr13	111794252	111798905	4731
chr13	111802134	111810731	4732
chr13	111947848	111949618	4733
chr13	111962749	111964558	4734
chr13	111978338	111979937	4735
chr13	112100192	112101807	4736
chr13	112463027	112465751	4737
chr13	112577853	112578545	4738
chr13	112659933	112661787	4739
chr13	112800583	112802812	4740
chr13	112925135	112929166	4741
chr13	113012692	113014097	4742
chr13	113601812	113603925	4743
chr13	113613958	113619772	4744
chr13	113793471	113796085	4745
chr13	114385912	114388832	4746
chr13	114458405	114461236	4747
chr13	114469069	114470936	4748
chr13	114801320	114805477	4749
chr13	114808564	114810363	4750
chr13	114816614	114820411	4751
chr13	114851830	114853889	4752
chr13	114922081	114924566	4753
chr13	114927790	114932788	4754
chr13	115088798	115091860	4755
chr13	115100005	115102627	4756
chr13	115742124	115742734	4757
chr13	116192560	116193296	4758
chr13	117023766	117026012	4759
chr13	118385576	118387882	4760
chr13	118408886	118409050	4761
chr13	119406642	119410215	4762
chr13	119427211	119431708	4763
chr13	119461699	119464575	4764
chr13	119486412	119489615	4765
chr13	119595397	119604406	4766
chr13	119612738	119617933	4767
chr13	119623355	119627790	4768
chr13	119631285	119633046	4769
chr13	119689044	119695412	4770
chr13	119788360	119792551	4771
chr14	3545446	3546217	4772
chr14	4968831	4969627	4773
chr14	5811953	5813571	4774
chr14	6286624	6288195	4775
chr14	6636945	6637655	4776
chr14	7773138	7775295	4777
chr14	7790646	7792881	4778
chr14	7807121	7809889	4779
chr14	7815257	7822018	4780
chr14	7823797	7827817	4781
chr14	7832125	7834189	4782
chr14	7870294	7871993	4783
chr14	7898587	7901245	4784
chr14	7951026	7956467	4785
chr14	8002226	8004678	4786
chr14	8005757	8006445	4787
chr14	8015231	8019154	4788
chr14	8079968	8082225	4789
chr14	8097005	8101515	4790
chr14	8145038	8147933	4791
chr14	8171168	8174107	4792
chr14	8213299	8217207	4793
chr14	8256884	8259573	4794
chr14	8286202	8287233	4795
chr14	8355841	8358958	4796
chr14	8361681	8363356	4797
chr14	8365259	8369359	4798
chr14	8375246	8380307	4799
chr14	10451876	10454453	4800
chr14	10479995	10482773	4801
chr14	10567258	10569818	4802
chr14	10895364	10895522	4803
chr14	11160690	11162744	4804
chr14	11552143	11557358	4805
chr14	11577422	11580054	4806
chr14	12283713	12285489	4807
chr14	12537307	12538066	4808
chr14	13958538	13963377	4809
chr14	14011201	14015428	4810
chr14	14065540	14069537	4811
chr14	14119144	14121277	4812
chr14	14345438	14346949	4813
chr14	14702213	14704618	4814
chr14	16242568	16244854	4815
chr14	16247033	16251492	4816
chr14	16363381	16367870	4817
chr14	17658896	17662617	4818
chr14	17783435	17786703	4819
chr14	18236868	18240120	4820
chr14	18268240	18272477	4821
chr14	18330128	18332409	4822
chr14	18892857	18894565	4823
chr14	19278091	19278252	4824
chr14	19415303	19419833	4825
chr14	19584294	19586013	4826
chr14	19610878	19611052	4827
chr14	19706681	19709863	4828
chr14	19750236	19752327	4829
chr14	19822284	19824996	4830
chr14	20031787	20032983	4831
chr14	20080307	20084181	4832
chr14	20176634	20182439	4833
chr14	20222592	20226216	4834
chr14	20227296	20231961	4835
chr14	20294061	20295718	4836
chr14	20345856	20350109	4837
chr14	20386996	20390135	4838
chr14	20392725	20394709	4839
chr14	20477531	20480607	4840
chr14	20544609	20547354	4841
chr14	20639728	20642896	4842
chr14	20660377	20662633	4843
chr14	20667111	20669184	4844
chr14	20672896	20678513	4845
chr14	20694339	20699020	4846
chr14	20701017	20704270	4847
chr14	20706435	20710134	4848
chr14	20732067	20735270	4849
chr14	20792422	20795038	4850
chr14	20928175	20931668	4851
chr14	21051037	21054437	4852
chr14	21074250	21077799	4853
chr14	21086121	21087730	4854
chr14	21095388	21098098	4855
chr14	21497941	21502031	4856
chr14	21749596	21755860	4857
chr14	21766153	21767450	4858
chr14	21788597	21792103	4859
chr14	21805489	21811173	4860
chr14	21830442	21833991	4861
chr14	21843032	21849137	4862
chr14	21984770	21986778	4863
chr14	21986975	21987937	4864
chr14	21992997	21996076	4865
chr14	22019141	22020853	4866
chr14	23785319	23788071	4867
chr14	24003294	24005337	4868
chr14	24243296	24246522	4869
chr14	24485260	24487712	4870
chr14	24490309	24494419	4871
chr14	24778496	24780004	4872
chr14	25107790	25109503	4873
chr14	25205393	25209503	4874
chr14	25306264	25308585	4875
chr14	25317055	25318767	4876
chr14	25377429	25379278	4877
chr14	25450505	25467409	4878
chr14	25472497	25475580	4879
chr14	25478252	25482668	4880
chr14	25505576	25508717	4881
chr14	25606204	25608564	4882
chr14	25692493	25696125	4883
chr14	25754029	25755575	4884
chr14	25767753	25769388	4885
chr14	25824619	25827255	4886
chr14	25841493	25847694	4887
chr14	25866076	25869865	4888
chr14	25926168	25928594	4889
chr14	26065953	26067870	4890
chr14	26155727	26157530	4891
chr14	26205520	26207382	4892
chr14	26296151	26298356	4893
chr14	26532318	26535580	4894
chr14	26578254	26580926	4895
chr14	26636167	26641205	4896
chr14	26666063	26671305	4897
chr14	26968333	26971710	4898
chr14	27038673	27040532	4899
chr14	27113918	27117140	4900
chr14	27130081	27132460	4901
chr14	27173990	27176337	4902
chr14	27229152	27231554	4903
chr14	27294943	27297564	4904
chr14	27335323	27338412	4905
chr14	27428223	27430451	4906
chr14	27507272	27509461	4907
chr14	27562009	27563532	4908
chr14	27577725	27580818	4909
chr14	27621775	27624232	4910
chr14	27665928	27668886	4911
chr14	28398025	28400791	4912
chr14	29967079	29971139	4913
chr14	29978017	29979861	4914
chr14	30008490	30013151	4915
chr14	30405326	30406768	4916
chr14	30478845	30481622	4917
chr14	30547661	30554162	4918
chr14	30559965	30562773	4919
chr14	30621440	30627320	4920
chr14	30632694	30638248	4921
chr14	30653187	30655684	4922
chr14	30714662	30717608	4923
chr14	30824887	30826865	4924
chr14	30950509	30952471	4925
chr14	30999606	31002932	4926
chr14	31016705	31020805	4927
chr14	31127917	31129768	4928
chr14	31158811	31161071	4929
chr14	31204823	31207779	4930
chr14	31249635	31253049	4931
chr14	31335661	31338601	4932
chr14	31434971	31436791	4933
chr14	31492699	31497431	4934
chr14	31639685	31642514	4935
chr14	31660806	31662852	4936
chr14	31828508	31831530	4937
chr14	31929245	31931388	4938
chr14	32083986	32087213	4939
chr14	32158983	32163392	4940
chr14	32199912	32203945	4941
chr14	32512849	32515092	4942
chr14	32775149	32776575	4943
chr14	33443903	33447465	4944
chr14	34272620	34276067	4945
chr14	34302026	34304281	4946
chr14	34309054	34315958	4947
chr14	34361699	34364724	4948
chr14	34499010	34504188	4949
chr14	34547767	34552454	4950
chr14	34583400	34590736	4951
chr14	34623276	34624434	4952
chr14	34660898	34663223	4953
chr14	34669505	34676731	4954
chr14	34761779	34765153	4955
chr14	34768297	34770523	4956
chr14	34773051	34774633	4957
chr14	36917492	36920419	4958
chr14	36932365	36934480	4959
chr14	36966725	36970502	4960
chr14	37132606	37136340	4961
chr14	37856046	37856194	4962
chr14	40946826	40949456	4963
chr14	40964527	40968147	4964
chr14	41011109	41014977	4965
chr14	43924929	43926320	4966
chr14	45218637	45221642	4967
chr14	45315452	45319502	4968
chr14	45328827	45331764	4969
chr14	45350352	45353084	4970
chr14	45378108	45379968	4971
chr14	45386111	45390012	4972
chr14	45655475	45659562	4973
chr14	45812397	45813187	4974
chr14	46013583	46019631	4975
chr14	46083717	46085122	4976
chr14	46760359	46761871	4977
chr14	46786719	46789593	4978
chr14	46820201	46822793	4979
chr14	46830691	46833499	4980
chr14	46881674	46883816	4981
chr14	47187483	47190205	4982
chr14	47208516	47210144	4983
chr14	47274916	47279260	4984
chr14	47295817	47301224	4985
chr14	47345971	47347722	4986
chr14	47353207	47354795	4987
chr14	47363194	47368087	4988
chr14	47372684	47378001	4989
chr14	47383479	47388054	4990
chr14	47417063	47419071	4991
chr14	47472119	47475816	4992
chr14	47487934	47491189	4993
chr14	47495558	47497971	4994
chr14	47514132	47516542	4995
chr14	47567068	47569103	4996
chr14	47575062	47577471	4997
chr14	47624980	47626329	4998
chr14	47629124	47629679	4999
chr14	47648409	47651490	5000
chr14	48118894	48122386	5001
chr14	48204741	48207865	5002
chr14	48445588	48448452	5003
chr14	49063474	49068466	5004
chr14	49171011	49176003	5005
chr14	50061270	50063351	5006
chr14	50784200	50786462	5007
chr14	50806603	50809101	5008
chr14	50811947	50814385	5009
chr14	50855072	50857134	5010
chr14	50868666	50871479	5011
chr14	50874542	50876568	5012
chr14	50895308	50897624	5013
chr14	50923351	50926363	5014
chr14	50928113	50932176	5015
chr14	50943725	50949028	5016
chr14	50955581	50959831	5017
chr14	51062447	51066456	5018
chr14	51080088	51081948	5019
chr14	51082397	51084946	5020
chr14	51087792	51093219	5021
chr14	51094631	51099513	5022
chr14	51146289	51149211	5023
chr14	51883690	51886453	5024
chr14	51912304	51914507	5025
chr14	51984264	51985753	5026
chr14	52013537	52018172	5027
chr14	52018616	52021265	5028
chr14	52099411	52105704	5029
chr14	52118450	52120240	5030
chr14	52194527	52198631	5031
chr14	52243067	52246728	5032
chr14	52254552	52258581	5033
chr14	52278060	52281156	5034
chr14	52303648	52305774	5035
chr14	52315347	52316907	5036
chr14	54226070	54230045	5037
chr14	54251553	54255620	5038
chr14	54258009	54261810	5039
chr14	54295820	54297763	5040
chr14	54360064	54362831	5041
chr14	54400211	54403912	5042
chr14	54404993	54411710	5043
chr14	54426044	54428199	5044
chr14	54430137	54433396	5045
chr14	54463174	54466054	5046
chr14	54475193	54476972	5047
chr14	54515701	54517608	5048
chr14	54552500	54555411	5049
chr14	54575554	54578860	5050
chr14	54602476	54604258	5051
chr14	54605060	54606818	5052
chr14	54616807	54618613	5053
chr14	54640637	54642176	5054
chr14	54652229	54654784	5055
chr14	54683851	54690102	5056
chr14	54713809	54715601	5057
chr14	54734900	54737501	5058
chr14	54779458	54782579	5059
chr14	54863051	54865035	5060
chr14	54875281	54878253	5061
chr14	54882527	54885226	5062
chr14	54892955	54896638	5063
chr14	54912069	54913587	5064
chr14	55013767	55016653	5065
chr14	55090805	55092758	5066
chr14	55093941	55097144	5067
chr14	55104890	55107668	5068
chr14	55113701	55115818	5069
chr14	55161643	55164684	5070
chr14	55459598	55461259	5071
chr14	55467913	55471378	5072
chr14	55477802	55481249	5073
chr14	55539677	55542035	5074
chr14	55558849	55562016	5075
chr14	55577393	55579966	5076
chr14	55583681	55587050	5077
chr14	55588955	55596124	5078
chr14	55602598	55606347	5079
chr14	55634567	55636315	5080
chr14	55641608	55646347	5081
chr14	55657640	55661147	5082
chr14	55669350	55673436	5083
chr14	55680002	55682761	5084
chr14	55720756	55723580	5085
chr14	55742909	55747396	5086
chr14	55754438	55760858	5087
chr14	55787726	55789434	5088
chr14	55795131	55796535	5089
chr14	55814766	55815915	5090
chr14	55822322	55824249	5091
chr14	55881396	55887407	5092
chr14	55898778	55901269	5093
chr14	56570659	56571899	5094
chr14	56574564	56577023	5095
chr14	56604370	56606135	5096
chr14	56667223	56669901	5097
chr14	56693927	56694145	5098
chr14	56775886	56779584	5099
chr14	56808531	56813523	5100
chr14	56885102	56888418	5101
chr14	57102504	57105430	5102
chr14	57229527	57231734	5103
chr14	57366224	57368202	5104
chr14	57385010	57388685	5105
chr14	57394906	57399942	5106
chr14	57423032	57424890	5107
chr14	57524078	57525947	5108
chr14	57570681	57572774	5109
chr14	57663304	57666411	5110
chr14	57729335	57731656	5111
chr14	57744187	57748186	5112
chr14	57796483	57800915	5113
chr14	57825257	57828231	5114
chr14	57881247	57884207	5115
chr14	57888520	57890611	5116
chr14	57909651	57911951	5117
chr14	57995814	57999668	5118
chr14	58069835	58077297	5119
chr14	58658591	58658942	5120
chr14	58845338	58847643	5121
chr14	59200025	59204946	5122
chr14	59437974	59442382	5123
chr14	59595960	59598883	5124
chr14	59624665	59628600	5125
chr14	59758597	59761558	5126
chr14	59773540	59775528	5127
chr14	60170063	60173545	5128
chr14	60176208	60180870	5129
chr14	60249732	60253149	5130
chr14	60264786	60267491	5131
chr14	60284802	60287543	5132
chr14	60633756	60636958	5133
chr14	60701843	60705524	5134
chr14	60784240	60785919	5135
chr14	61043091	61047376	5136
chr14	61359440	61362579	5137
chr14	61437587	61440917	5138
chr14	61553692	61558034	5139
chr14	61598863	61600533	5140
chr14	61645173	61650837	5141
chr14	61680028	61684484	5142
chr14	62331136	62333596	5143
chr14	62758902	62763247	5144
chr14	62836432	62839927	5145
chr14	63121846	63126995	5146
chr14	63131742	63133333	5147
chr14	63163927	63166621	5148
chr14	63174025	63179204	5149
chr14	63192843	63194840	5150
chr14	63230749	63233281	5151
chr14	63239640	63247132	5152
chr14	63254985	63256707	5153
chr14	63269106	63272090	5154
chr14	63325390	63327273	5155
chr14	63541981	63544739	5156
chr14	63605524	63608656	5157
chr14	63859348	63861853	5158
chr14	64438961	64443129	5159
chr14	64627240	64629031	5160
chr14	64631841	64636013	5161
chr14	64651654	64658593	5162
chr14	64688154	64689835	5163
chr14	64947446	64951772	5164
chr14	65096201	65099385	5165
chr14	65149013	65150882	5166
chr14	65261571	65263255	5167
chr14	65331435	65332900	5168
chr14	65342635	65345453	5169
chr14	65357106	65360154	5170
chr14	65373470	65377478	5171
chr14	65591326	65594162	5172
chr14	65805493	65807271	5173
chr14	65833260	65833960	5174
chr14	65836600	65839245	5175
chr14	66082939	66084746	5176
chr14	66088024	66091616	5177
chr14	66122477	66124950	5178
chr14	66278880	66281365	5179
chr14	66866913	66870007	5180
chr14	67006784	67010257	5181
chr14	67066387	67073076	5182
chr14	67145976	67147646	5183
chr14	67158418	67160746	5184
chr14	67174857	67177186	5185
chr14	67187921	67189748	5186
chr14	67713037	67718758	5187
chr14	67851082	67852787	5188
chr14	67875502	67878930	5189
chr14	67930724	67935092	5190
chr14	68233495	68233634	5191
chr14	68459773	68462957	5192
chr14	69161632	69162786	5193
chr14	69255173	69258154	5194
chr14	69269276	69271061	5195
chr14	69275339	69278402	5196
chr14	69279595	69286317	5197
chr14	69300703	69303597	5198
chr14	69312818	69315858	5199
chr14	69321325	69323116	5200
chr14	69336085	69338444	5201
chr14	69472610	69476238	5202
chr14	69486345	69489019	5203
chr14	69493780	69495657	5204
chr14	69498557	69504774	5205
chr14	69530555	69534323	5206
chr14	69539531	69541888	5207
chr14	69554826	69556595	5208
chr14	69706329	69707981	5209
chr14	69730425	69734657	5210
chr14	69766849	69769165	5211
chr14	69804081	69806488	5212
chr14	69822801	69824426	5213
chr14	69860705	69862435	5214
chr14	70055328	70057654	5215
chr14	70099140	70102167	5216
chr14	70152282	70154530	5217
chr14	70158492	70160997	5218
chr14	70172554	70178677	5219
chr14	70205636	70208987	5220
chr14	70288280	70290618	5221
chr14	70340647	70343119	5222
chr14	70345884	70352667	5223
chr14	70442019	70444499	5224
chr14	70517639	70521294	5225
chr14	70544584	70547778	5226
chr14	70553417	70555830	5227
chr14	70576806	70579212	5228
chr14	70598045	70600739	5229
chr14	70658295	70660709	5230
chr14	70764668	70768518	5231
chr14	72600325	72604421	5232
chr14	72681354	72683640	5233
chr14	72706934	72711642	5234
chr14	73106297	73108559	5235
chr14	73116470	73118627	5236
