tracking_id	q13_FPKM	q14_FPKM	q15_FPKM	q16_FPKM	q13_FPKMr	q14_FPKMr	q15_FPKMr	q16_FPKMr
2610528E23Rik	1.17756	1.31509	1.23193	1.12329	1.17756	1.31509	1.23193	1.12329
2610528J11Rik	42.3423	39.7021	49.2751	33.67	42.3423	39.7021	49.2751	33.67
2700007P21Rik	1.59722	2.27791	1.82969	1.82253	1.59722	2.27791	1.82969	1.82253
2700023E23Rik	2.00661	0.644083	1.22825	1.46938	2.00661	0.644083	1.22825	1.46938
2700029M09Rik	6.16924	5.81081	4.25862	4.60421	6.16924	5.81081	4.25862	4.60421
2700038G22Rik	1.50953	2.09906	1.33427	1.89252	1.50953	2.09906	1.33427	1.89252
2700046A07Rik	0.0256023	0	0	0	0.0256023	0	0	0
2700046G09Rik	0.48156	1.25554	0.827658	0.64147	0.48156	1.25554	0.827658	0.64147
2700049A03Rik	1.72079	1.80081	1.39246	1.65535	1.72079	1.80081	1.39246	1.65535
2700050L05Rik	4.02439	4.9212	4.78723	4.47796	4.02439	4.9212	4.78723	4.47796
2700054A10Rik	0.529697	1.13244	0.486952	0.824318	0.529697	1.13244	0.486952	0.824318
2700060E02Rik	30.023	21.7016	19.9114	20.2262	30.023	21.7016	19.9114	20.2262
2700062C07Rik	4.78742	3.15516	2.67414	2.69154	4.78742	3.15516	2.67414	2.69154
2700069I18Rik	0	0	0	0	0	0	0	0
2700070H01Rik	0.128191	0.216627	0.110161	0.246093	0.128191	0.216627	0.110161	0.246093
2700078E11Rik	11.8995	9.43913	10.1488	10.5876	11.8995	9.43913	10.1488	10.5876
2700081L22Rik	0.118073	0.319246	0	0.388576	0.118073	0.319246	0	0.388576
2700081O15Rik	1.11305	1.07282	1.04506	1.37929	1.11305	1.07282	1.04506	1.37929
2700086A05Rik	0	0.106351	0	0	0	0.106351	0	0
2700089E24Rik	9.19204	6.37269	6.77599	6.83994	9.19204	6.37269	6.77599	6.83994
2700089I24Rik	0	0	0	0	0	0	0	0
2700090O03Rik	1.17222	1.23257	0	0.571522	1.17222	1.23257	0	0.571522
2700094K13Rik	5.86689	6.09021	4.18372	8.73445	5.86689	6.09021	4.18372	8.73445
2700097O09Rik	5.78778	5.16469	5.95188	6.2189	5.78778	5.16469	5.95188	6.2189
2700099C18Rik	1.52474	1.93638	0.476469	1.67264	1.52474	1.93638	0.476469	1.67264
2810001G20Rik	2.06385	2.88634	1.5901	2.57632	2.06385	2.88634	1.5901	2.57632
2810002D19Rik	2.28286	1.8308	1.79553	2.07984	2.28286	1.8308	1.79553	2.07984
2810002N01Rik	9.58097	11.7109	8.44491	8.05599	9.58097	11.7109	8.44491	8.05599
2810004N23Rik	5.66872	6.18762	5.26835	4.2839	5.66872	6.18762	5.26835	4.2839
2810006K23Rik	2.60125	2.48348	2.63661	2.20055	2.60125	2.48348	2.63661	2.20055
2810007J24Rik	0	0	0	0	0	0	0	0
2810008D09Rik	4.40718	10.5543	8.22387	7.18292	4.40718	10.5543	8.22387	7.18292
2810008M24Rik	18.7805	19.3137	18.9781	15.1496	18.7805	19.3137	18.9781	15.1496
2810011L19Rik	0	0	0	0	0	0	0	0
2810013P06Rik	4.76608	5.01551	4.65424	4.42629	4.76608	5.01551	4.65424	4.42629
2810021B07Rik	6.46003	4.97503	5.80924	4.67323	6.46003	4.97503	5.80924	4.67323
2810021J22Rik	0.841556	0.881719	0.849749	0.865484	0.841556	0.881719	0.849749	0.865484
2810025M15Rik	1.7001	0.946389	1.54692	1.64559	1.7001	0.946389	1.54692	1.64559
2810029C07Rik	0.0564565	0.114486	0.0970317	0.0928987	0.0564565	0.114486	0.0970317	0.0928987
2810030E01Rik	0.0948719	0.0320644	0.0611461	0.143102	0.0948719	0.0320644	0.0611461	0.143102
2810032G03Rik	0	0	0.161396	0	0	0	0.161396	0
2810046L04Rik	4.37274	4.32432	4.38572	4.61289	4.37274	4.32432	4.38572	4.61289
2810047C21Rik1	0.411903	0.278427	0.235979	0.338892	0.411903	0.278427	0.235979	0.338892
2810049E08Rik	0	0	0	0	0	0	0	0
2810055F11Rik	0.131704	0.311588	0.0565897	0.180598	0.131704	0.311588	0.0565897	0.180598
2810055G20Rik	0.0167441	0.0905455	0	0.0183682	0.0167441	0.0905455	0	0.0183682
2810403A07Rik	11.9356	15.0378	16.4777	14.9333	11.9356	15.0378	16.4777	14.9333
2810403D21Rik	0.185616	0.16729	0.106339	0	0.185616	0.16729	0.106339	0
2810404M03Rik	0	0	0	0	0	0	0	0
2810405F15Rik	0.0367583	0	0	0	0.0367583	0	0	0
2810405K02Rik	63.0943	73.6239	77.1424	65.9316	63.0943	73.6239	77.1424	65.9316
2810407C02Rik	35.2753	22.3984	23.4549	21.0235	35.2753	22.3984	23.4549	21.0235
2810408A11Rik	1.51301	3.45453	2.31148	1.95484	1.51301	3.45453	2.31148	1.95484
2810408I11Rik	1.46552	0.52833	0.503757	1.50049	1.46552	0.52833	0.503757	1.50049
2810408M09Rik	1.18765	1.32461	0.918549	1.49828	1.18765	1.32461	0.918549	1.49828
2810410L24Rik	1.67698	1.60031	1.24331	1.94785	1.67698	1.60031	1.24331	1.94785
2810417H13Rik	9.31817	7.36879	8.62951	8.36119	9.31817	7.36879	8.62951	8.36119
2810422J05Rik	12.5701	17.8531	17.1489	16.2575	12.5701	17.8531	17.1489	16.2575
2810422O20Rik	0.867591	0.746391	1.22002	0.692177	0.867591	0.746391	1.22002	0.692177
2810428I15Rik	12.5294	14.264	13.7895	14.8298	12.5294	14.264	13.7895	14.8298
2810429I04Rik	0	0	0	0.14364	0	0	0	0.14364
2810432D09Rik	5.08095	3.38164	5.77697	5.40228	5.08095	3.38164	5.77697	5.40228
2810432L12Rik	7.49389	7.94637	8.75946	7.8896	7.49389	7.94637	8.75946	7.8896
2810433D01Rik	0.0437818	0.177566	0	0.192114	0.0437818	0.177566	0	0.192114
2810442I21Rik	0.269186	0.523126	0.202409	0.387576	0.269186	0.523126	0.202409	0.387576
2810442N19Rik	0.346819	0.281319	0	0.228275	0.346819	0.281319	0	0.228275
2810453I06Rik	2.28696	2.34366	3.02211	2.58095	2.28696	2.34366	3.02211	2.58095
2810454H06Rik	0.489593	0.229113	0.258912	0.26854	0.489593	0.229113	0.258912	0.26854
2810459M11Rik	2.46218	2.11384	1.3836	2.04445	2.46218	2.11384	1.3836	2.04445
2810468N07Rik	0.172823	0.17523	0	0.236983	0.172823	0.17523	0	0.236983
2810471M01Rik	0	0	0	0	0	0	0	0
2810474O19Rik	19.2236	13.3969	14.7387	14.8289	19.2236	13.3969	14.7387	14.8289
2900002K06Rik	0.780484	0.422063	0.536673	0.513885	0.780484	0.422063	0.536673	0.513885
2900005J15Rik	0.351075	1.02226	0.324904	0.859132	0.351075	1.02226	0.324904	0.859132
2900006K08Rik	0.099463	0.100848	0.213684	0.136388	0.099463	0.100848	0.213684	0.136388
2900008C10Rik	0.128379	0.173556	0	0.469448	0.128379	0.173556	0	0.469448
2900009J06Rik	0	0	0	0	0	0	0	0
2900010M23Rik	20.1354	20.6678	24.9937	22.0884	20.1354	20.6678	24.9937	22.0884
2900011O08Rik	0	0	0	0.0251806	0	0	0	0.0251806
2900026A02Rik	60.1938	76.2296	68.9951	63.6034	60.1938	76.2296	68.9951	63.6034
2900041M22Rik	0	0	0	0	0	0	0	0
2900052N01Rik	0.0829294	0	0.0712654	0.0909732	0.0829294	0	0.0712654	0.0909732
2900053A13Rik	13.1642	12.6539	12.9041	11.1465	13.1642	12.6539	12.9041	11.1465
2900055J20Rik	0	0	0	0	0	0	0	0
2900056M20Rik	0.295487	0.299602	0.16928	0.32416	0.295487	0.299602	0.16928	0.32416
2900057B20Rik	0.122058	0.247515	0.209781	0.0669484	0.122058	0.247515	0.209781	0.0669484
2900060B14Rik	2.28406	1.88701	1.74472	1.5312	2.28406	1.88701	1.74472	1.5312
2900064A13Rik	20.3739	15.1991	16.7727	14.9001	20.3739	15.1991	16.7727	14.9001
2900076A07Rik	1.75608	1.65151	1.96837	1.7589	1.75608	1.65151	1.96837	1.7589
2900079G21Rik	0	0	0	0	0	0	0	0
2900092C05Rik	0	0	0	0	0	0	0	0
2900092D14Rik	0	0	0	0	0	0	0	0
2900092E17Rik	8.6391	8.91164	11.8221	10.1508	8.6391	8.91164	11.8221	10.1508
2900093L17Rik	0	0	0	0	0	0	0	0
2900097C17Rik	35.4716	32.4221	28.864	30.4066	35.4716	32.4221	28.864	30.4066
3000002C10Rik	1.15187	0.809752	0.475132	0.960332	1.15187	0.809752	0.475132	0.960332
3010001F23Rik	0	0.0990738	0	0	0	0.0990738	0	0
3010026O09Rik	1.42837	0.929748	2.09124	1.74102	1.42837	0.929748	2.09124	1.74102
3100003L05Rik	0.108217	0.146299	0.371986	0.118714	0.108217	0.146299	0.371986	0.118714
3110001D03Rik	14.9741	9.47294	8.74364	8.73975	14.9741	9.47294	8.74364	8.73975
3110001I22Rik	3.72411	3.65723	3.44184	3.23743	3.72411	3.65723	3.44184	3.23743
3110002H16Rik	10.134	10.5439	13.2283	10.8074	10.134	10.5439	13.2283	10.8074
3110003A17Rik	27.6953	17.613	14.787	15.2807	27.6953	17.613	14.787	15.2807
3110007F17Rik	0.277065	0	0.357144	0.303939	0.277065	0	0.357144	0.303939
3110009E18Rik	1.37208	1.29268	0.719066	1.01284	1.37208	1.29268	0.719066	1.01284
3110009F21Rik	0	0	0	0	0	0	0	0
3110015C05Rik	0	0	0	0	0	0	0	0
3110021A11Rik	0.320297	0.541263	0.137624	0.175682	0.320297	0.541263	0.137624	0.175682
3110021N24Rik	2.36609	3.61414	2.58783	2.2585	2.36609	3.61414	2.58783	2.2585
3110035E14Rik	0.049625	0.089451	0	0.145169	0.049625	0.089451	0	0.145169
3110039I08Rik	0	0.384801	0	0.104082	0	0.384801	0	0.104082
3110039M20Rik	0	0	0	0	0	0	0	0
3110040N11Rik	3.41991	3.80145	4.96347	4.33521	3.41991	3.80145	4.96347	4.33521
3110043O21Rik	2.88414	2.82962	2.03944	3.01925	2.88414	2.82962	2.03944	3.01925
3110045C21Rik	0.585069	0.575241	0.548487	0.641818	0.585069	0.575241	0.548487	0.641818
3110047P20Rik	0.0118323	0	0.0203361	0	0.0118323	0	0.0203361	0
3110052M02Rik	1.244	0.928974	0.407249	0.740814	1.244	0.928974	0.407249	0.740814
3110056K07Rik	4.11539	5.04311	5.7757	4.01899	4.11539	5.04311	5.7757	4.01899
3110056O03Rik	5.18533	4.20604	4.58333	3.85991	5.18533	4.20604	4.58333	3.85991
3110057O12Rik	6.04151	4.02543	5.52553	4.35522	6.04151	4.02543	5.52553	4.35522
3110062M04Rik	12.8433	6.76142	13.1594	16.478	12.8433	6.76142	13.1594	16.478
3110070M22Rik	0.375152	0.79698	0.644774	0.293957	0.375152	0.79698	0.644774	0.293957
3110079O15Rik	0.389074	1.05198	0.33435	0.640218	0.389074	1.05198	0.33435	0.640218
3110082D06Rik	0	0	0	0.00808886	0	0	0	0.00808886
3110082I17Rik	1.02288	1.48921	1.62279	0.949464	1.02288	1.48921	1.62279	0.949464
3110082J24Rik	0	0	0	0	0	0	0	0
3110099E03Rik	0	0	0	0	0	0	0	0
3200001D21Rik	0.142505	0.192653	0	0.156328	0.142505	0.192653	0	0.156328
3200002M19Rik	7.51192	8.23715	12.7673	6.40931	7.51192	8.23715	12.7673	6.40931
3230401D17Rik	17.6201	15.4539	15.4547	15.0959	17.6201	15.4539	15.4547	15.0959
3300002I08Rik	0.897273	1.0614	2.12045	0.984304	0.897273	1.0614	2.12045	0.984304
3300005D01Rik	5.2756	11.1415	9.06283	6.32562	5.2756	11.1415	9.06283	6.32562
3425401B19Rik	0.00922871	0.0124763	0.0158614	0.0101239	0.00922871	0.0124763	0.0158614	0.0101239
3632451O06Rik	0.77606	0.970471	0.600217	0.681067	0.77606	0.970471	0.600217	0.681067
3632454L22Rik	0.071831	0.220587	0.0511379	0.402292	0.071831	0.220587	0.0511379	0.402292
3830403N18Rik	0.30364	0	0	0	0.30364	0	0	0
3830406C13Rik	7.54407	3.8441	4.60244	4.7	7.54407	3.8441	4.60244	4.7
3830408C21Rik	0.204148	0.394269	0	0.255942	0.204148	0.394269	0	0.255942
3830417A13Rik	0	0	0	0	0	0	0	0
3830431G21Rik	0.0445402	0.0401427	0.102068	0.114008	0.0445402	0.0401427	0.102068	0.114008
3930402G23Rik	0.0560204	0.47965	0.0962822	0.0614541	0.0560204	0.47965	0.0962822	0.0614541
4430402I18Rik	0.329576	0.205641	0.130718	0.166866	0.329576	0.205641	0.130718	0.166866
4632411B12Rik	11.6575	16.0589	15.9678	14.1714	11.6575	16.0589	15.9678	14.1714
4632415K11Rik	3.08266	2.36531	2.57749	2.81044	3.08266	2.36531	2.57749	2.81044
4632415L05Rik	2.85102	3.37678	2.75357	3.00301	2.85102	3.37678	2.75357	3.00301
4632427E13Rik	9.63373	11.7215	13.43	12.2121	9.63373	11.7215	13.43	12.2121
4632428C04Rik	0.266389	0.390143	0.305228	0.365284	0.266389	0.390143	0.305228	0.365284
4632428N05Rik	2.73061	2.18308	2.59322	3.42682	2.73061	2.18308	2.59322	3.42682
4632434I11Rik	0.957861	0.4522	0.391971	0.45033	0.957861	0.4522	0.391971	0.45033
4732415M23Rik	0	0.21537	0	0	0	0.21537	0	0
4732416N19Rik	0.287895	0.389207	0.494806	0.31582	0.287895	0.389207	0.494806	0.31582
4732418C07Rik	27.6475	15.9209	22.5171	18.533	27.6475	15.9209	22.5171	18.533
4732456N10Rik	0.0211871	0	0	0.0232421	0.0211871	0	0	0.0232421
4732471D19Rik	1.73024	1.9468	2.12408	2.66436	1.73024	1.9468	2.12408	2.66436
4732471J01Rik	1.08614	1.46836	1.31177	1.06268	1.08614	1.46836	1.31177	1.06268
4732490B19Rik	0.132123	0.119078	0.0378466	0.217407	0.132123	0.119078	0.0378466	0.217407
4732491K20Rik	0.498426	0.426755	0.742425	0.528545	0.498426	0.426755	0.742425	0.528545
4831426I19Rik	1.58808	1.53176	2.08959	1.98113	1.58808	1.53176	2.08959	1.98113
4831440E17Rik	0.760767	0.655845	0.530592	0.701513	0.760767	0.655845	0.530592	0.701513
4832428D23Rik	0.0165751	0.0448158	0.0284876	0.0545483	0.0165751	0.0448158	0.0284876	0.0545483
4833403I15Rik	0	0	0	0.0538597	0	0	0	0.0538597
4833412C05Rik	0.112703	0.152364	0.0968517	0.0618176	0.112703	0.152364	0.0968517	0.0618176
4833417C18Rik	0.26624	0.0599884	0.457586	0.292064	0.26624	0.0599884	0.457586	0.292064
4833418N02Rik	2.75923	3.83103	2.5634	3.27229	2.75923	3.83103	2.5634	3.27229
4833419F23Rik	0	0.0990738	0	0	0	0.0990738	0	0
4833420G17Rik	13.0419	13.2115	9.82185	12.0621	13.0419	13.2115	9.82185	12.0621
4833422C13Rik	0.492914	0.614607	0.780906	0.816436	0.492914	0.614607	0.780906	0.816436
4833423E24Rik	0.033372	0.0902313	0	0	0.033372	0.0902313	0	0
4833424O15Rik	0.0770722	0.0694628	0	0.0140913	0.0770722	0.0694628	0	0.0140913
4833427F10Rik	0.155626	0.0525979	0.0668687	0.0853606	0.155626	0.0525979	0.0668687	0.0853606
4833427G06Rik	0	0	0	0	0	0	0	0
4833428L15Rik	0	0	0	0	0	0	0	0
4833439L19Rik	76.0992	73.2649	77.4012	66.0166	76.0992	73.2649	77.4012	66.0166
4833442J19Rik	6.62735	6.15521	7.88961	6.47137	6.62735	6.15521	7.88961	6.47137
4921501E09Rik	0	0	0	0	0	0	0	0
4921504E06Rik	0	0	0	0	0	0	0	0
4921506M07Rik	1.08595	1.67783	1.46648	1.40401	1.08595	1.67783	1.46648	1.40401
4921507L20Rik	0.881542	0.695194	0.757554	0.926754	0.881542	0.695194	0.757554	0.926754
4921507P07Rik	0.115905	0.0313384	0.0398411	0.0508588	0.115905	0.0313384	0.0398411	0.0508588
4921508A21Rik	3.24022	4.08562	4.87284	3.17855	3.24022	4.08562	4.87284	3.17855
4921508D12Rik	0	0	0	0	0	0	0	0
4921509C19Rik	0	0	0	0	0	0	0	0
4921509O07Rik	0	0	0	0	0	0	0	0
4921510H08Rik	0	0	0	0	0	0	0	0
4921511C10Rik	0.824854	1.53993	2.09276	1.42192	0.824854	1.53993	2.09276	1.42192
4921511C20Rik	0	0	0	0	0	0	0	0
4921511H03Rik	0	0	0	0	0	0	0	0
4921511I17Rik	0.348089	0.176468	0.149565	0.477315	0.348089	0.176468	0.149565	0.477315
4921511M17Rik	0	0	0	0	0	0	0	0
4921513D23Rik	17.8512	13.0537	16.1584	14.9409	17.8512	13.0537	16.1584	14.9409
4921513I03Rik	0.108097	0	0.123858	0.0395274	0.108097	0	0.123858	0.0395274
4921515E04Rik	0	0	0	0.0257321	0	0	0	0.0257321
4921515J06Rik	0.21906	0.12692	0.268928	0.205978	0.21906	0.12692	0.268928	0.205978
4921517D21Rik	0.0781109	0.0351995	0.0447498	0.0714061	0.0781109	0.0351995	0.0447498	0.0714061
4921517D22Rik	0	0	0	0	0	0	0	0
4921517L17Rik	0.285634	0.386149	0.178516	0.683648	0.285634	0.386149	0.178516	0.683648
4921523A10Rik	1.21683	1.0869	0.336112	0.786611	1.21683	1.0869	0.336112	0.786611
4921524J17Rik	2.45216	3.02682	3.48157	2.826	2.45216	3.02682	3.48157	2.826
4921524L21Rik	0	0	0.199817	0	0	0	0.199817	0
4921525B02Rik	0.222204	0.300399	0.117508	0.168755	0.222204	0.300399	0.117508	0.168755
4921525O09Rik	0	0.0434844	0.0276413	0	0	0.0434844	0.0276413	0
4921528I01Rik	0	0	0	0	0	0	0	0
4921528O07Rik	0	0	0	0	0	0	0	0
4921530D09Rik	0	0	0	0	0	0	0	0
4921530L18Rik	1.08322	0.675881	0.57284	0.822661	1.08322	0.675881	0.57284	0.822661
4921530L21Rik	0	0	0	0	0	0	0	0
4921531C22Rik	0.813223	1.53131	1.24793	1.43373	0.813223	1.53131	1.24793	1.43373
4921531P14Rik	0	0	0	0	0	0	0	0
4921533I20Rik	0	0	0	0	0	0	0	0
4921536K21Rik	0.265829	0.497596	0.0702893	0.314045	0.265829	0.497596	0.0702893	0.314045
4921539E11Rik	0	0	0	0	0	0	0	0
4922501C03Rik	2.13091	2.47486	2.7135	2.39073	2.13091	2.47486	2.7135	2.39073
4922501L14Rik	0	0.0369959	0.0470336	0.0300202	0	0.0369959	0.0470336	0.0300202
4922502D21Rik	0	0	0	0	0	0	0	0
4922502H24Rik	0	0	0	0	0	0	0	0
4922502N22Rik	0	0	0	0	0	0	0	0
4922505E12Rik	0	0	0	0	0	0	0	0
4922505G16Rik	0.0606108	0.102425	0.104172	0.0498673	0.0606108	0.102425	0.104172	0.0498673
4930401C15Rik	0	0	0	0	0	0	0	0
4930401O10Rik	0.0851979	0.230359	0	0	0.0851979	0.230359	0	0
4930401O12Rik	0	0	0	0	0	0	0	0
4930402F06Rik	0	0	0	0	0	0	0	0
4930402F11Rik	0	0	0	0	0	0	0	0
4930402H24Rik	5.48516	5.47729	3.74952	4.35335	5.48516	5.47729	3.74952	4.35335
4930403N07Rik	0.101735	0.165043	0	0.0223206	0.101735	0.165043	0	0.0223206
4930404A05Rik	0	0	0	0	0	0	0	0
4930404A10Rik	0	0	0	0	0	0	0	0
4930404H11Rik	0.0882503	0	0	0	0.0882503	0	0	0
4930404H21Rik	0.0697566	0	0	0	0.0697566	0	0	0
4930404I05Rik	0.576393	0.779227	0.550359	0.210767	0.576393	0.779227	0.550359	0.210767
4930404N11Rik	3.03954	3.28733	4.87578	5.00154	3.03954	3.28733	4.87578	5.00154
4930405A10Rik	0	0.0868065	0	0.140877	0	0.0868065	0	0.140877
4930405A21Rik	0.187977	0.254126	0.107692	0.274946	0.187977	0.254126	0.107692	0.274946
4930405D11Rik	0	0	0	0	0	0	0	0
4930405J17Rik	2.57906	2.85271	3.22373	3.60082	2.57906	2.85271	3.22373	3.60082
4930405P13Rik	0.327211	0.663536	0.281189	0.807635	0.327211	0.663536	0.281189	0.807635
4930406D18Rik	0.102158	0	0	0	0.102158	0	0	0
4930407I10Rik	0	0	0	0	0	0	0	0
4930408F14Rik	0	0	0	0	0	0	0	0
4930412B13Rik	0	0	0	0	0	0	0	0
4930412C18Rik	0.0262032	0.0531362	0.0225177	0.0143724	0.0262032	0.0531362	0.0225177	0.0143724
4930412F15Rik	0	0	0	0	0	0	0	0
4930412O13Rik	0.0128621	0	0	0.0141097	0.0128621	0	0	0.0141097
4930413E15Rik	0	0	0	0	0	0	0	0
4930413F20Rik	0.333156	0.225198	0.477163	0.182736	0.333156	0.225198	0.477163	0.182736
4930413G21Rik	3.63323	2.95823	2.05783	3.03452	3.63323	2.95823	2.05783	3.03452
4930413M19Rik	0	0	0	0	0	0	0	0
4930414L22Rik	2.60005	2.35622	3.14283	2.3821	2.60005	2.35622	3.14283	2.3821
4930414N06Rik	1.22781	0.497965	0.211024	0.538762	1.22781	0.497965	0.211024	0.538762
4930415F15Rik	0	0	0	0	0	0	0	0
4930415L06Rik	0	0	0	0	0	0	0	0
4930415O20Rik	1.51694	2.23719	0.47403	1.36152	1.51694	2.23719	0.47403	1.36152
4930417G10Rik	0.22532	0.0761382	0.322653	0.164752	0.22532	0.0761382	0.322653	0.164752
4930417O13Rik	0.111429	0.150641	0	0	0.111429	0.150641	0	0
4930417O22Rik	0	0	0	0	0	0	0	0
4930419G24Rik	0	0	0	0	0	0	0	0
4930420K17Rik	52.9166	35.299	47.7014	47.3688	52.9166	35.299	47.7014	47.3688
4930422G04Rik	1.03728	1.12963	0.965665	0.900827	1.03728	1.12963	0.965665	0.900827
4930423M02Rik	0	0	0	0	0	0	0	0
4930425K10Rik	0	0	0	0	0	0	0	0
4930425O10Rik	0	0	0	0	0	0	0	0
4930426L09Rik	0.231429	0	0.198878	0.126938	0.231429	0	0.198878	0.126938
4930427A07Rik	2.34876	2.60374	2.34135	3.43544	2.34876	2.60374	2.34135	3.43544
4930428D18Rik	0	0	0	0	0	0	0	0
4930428E07Rik	0	0.281319	0	0.0760917	0	0.281319	0	0.0760917
4930428E23Rik	1.09646	0.673774	0.513949	0.437385	1.09646	0.673774	0.513949	0.437385
4930428G15Rik	0.658797	1.22462	0.849206	0.542023	0.658797	1.22462	0.849206	0.542023
4930428O21Rik	0.0321733	0.173981	0	0	0.0321733	0.173981	0	0
4930429B21Rik	0.198052	0.152998	0.0486273	0.248299	0.198052	0.152998	0.0486273	0.248299
4930429D17Rik	0	0	0	0	0	0	0	0
4930429F11Rik	0	0	0	0	0	0	0	0
4930429F24Rik	0.413284	0.152378	0	0.0824311	0.413284	0.152378	0	0.0824311
4930430A15Rik	0	0	0	0	0	0	0	0
4930430D24Rik	0	0	0	0	0	0	0	0
4930430F08Rik	0.735552	0.482131	0.34478	0.611286	0.735552	0.482131	0.34478	0.611286
4930430F21Rik	0	0	0	0	0	0	0	0
4930430J02Rik	0	0	1.76958	0.677682	0	0	1.76958	0.677682
4930431A04Rik	0.677582	0.305342	0.776374	0.123884	0.677582	0.305342	0.776374	0.123884
4930431P03Rik	0.071287	0.0642488	0.0408404	0.0521344	0.071287	0.0642488	0.0408404	0.0521344
4930432J09Rik	0	0	0	0.0184876	0	0	0	0.0184876
4930432K09Rik	0	0	0	0	0	0	0	0
4930432K21Rik	0.0225914	0.0916388	0.0776672	0.0991469	0.0225914	0.0916388	0.0776672	0.0991469
4930432M17Rik	0	0	0	0.0588554	0	0	0	0.0588554
4930433B08Rik	0	0	0	0	0	0	0	0
4930433I11Rik	0	0	0	0	0	0	0	0
4930433N12Rik	0.0839811	0	0	0	0.0839811	0	0	0
4930434J06Rik	0	0	0	0	0	0	0	0
4930435E12Rik	0	0	0.219122	0	0	0	0.219122	0
4930438E09Rik	0	0	0	0	0	0	0	0
4930440C22Rik	0	0	0	0	0	0	0	0
4930441J16Rik	0	0	0	0	0	0	0	0
4930441O14Rik	0.237269	0.123371	0.0313688	0.120131	0.237269	0.123371	0.0313688	0.120131
4930442J19Rik	0	0	0	0.0429858	0	0	0	0.0429858
4930442L01Rik	3.82409	7.2305	6.61843	7.45128	3.82409	7.2305	6.61843	7.45128
4930443G12Rik	0.0370625	0	0.0636994	0	0.0370625	0	0.0636994	0
4930443O20Rik	0.518898	0.539616	0.686023	0.919524	0.518898	0.539616	0.686023	0.919524
4930444A02Rik	1.27801	1.62958	1.14818	1.37011	1.27801	1.62958	1.14818	1.37011
4930444F02Rik	0	0.0279576	0	0.0680581	0	0.0279576	0	0.0680581
4930444G20Rik	0.283814	0.767378	0.270995	0.242155	0.283814	0.767378	0.270995	0.242155
4930444M15Rik	0	0.0919124	0	0.0372909	0	0.0919124	0	0.0372909
4930444P10Rik	0	0	0	0	0	0	0	0
4930447A16Rik	0.520991	0.352163	0.447713	0.714403	0.520991	0.352163	0.447713	0.714403
4930447C04Rik	0	0	0	0	0	0	0	0
4930447J18Rik	0	0	0	0	0	0	0	0
4930447K03Rik	0	0	0	0	0	0	0	0
4930447N08Rik	1.40424	1.54684	0.80449	1.31223	1.40424	1.54684	0.80449	1.31223
4930448C13Rik	0	0	0	0	0	0	0	0
4930448F12Rik	0	0	0	0	0	0	0	0
4930448H16Rik	0	0	0	0	0	0	0	0
4930448I06Rik	0	0	0	0	0	0	0	0
4930448I18Rik	0	0	0.323026	0	0	0	0.323026	0
4930448K20Rik	0	0	0	0	0	0	0	0
4930449E01Rik	0	0	0	0	0	0	0	0
4930449E18Rik	2.97144	3.65191	4.64274	3.85232	2.97144	3.65191	4.64274	3.85232
4930449I24Rik	0	0	0	0	0	0	0	0
4930451C15Rik	0.0511463	0.0345708	0.0439519	0.0561078	0.0511463	0.0345708	0.0439519	0.0561078
4930451I11Rik	0	0.250154	0	0	0	0.250154	0	0
4930452A19Rik	0	0	0	0	0	0	0	0
4930452B06Rik	0.193786	0.366772	0.299754	0.340132	0.193786	0.366772	0.299754	0.340132
4930452G13Rik	0	0	0	0	0	0	0	0
4930452N14Rik	0	0	0	0	0	0	0	0
4930453H23Rik	0	0	0	0.0357847	0	0	0	0.0357847
4930453N24Rik	11.4137	9.49551	7.62034	10.1129	11.4137	9.49551	7.62034	10.1129
4930455B14Rik	0	0	0	0	0	0	0	0
4930455C13Rik	5.85877	6.60041	9.23046	4.41859	5.85877	6.60041	9.23046	4.41859
4930455C21Rik	8.72839	8.94799	8.92838	8.15756	8.72839	8.94799	8.92838	8.15756
4930455D15Rik	0	0	0	0	0	0	0	0
4930455F16Rik	0	0	0	0	0	0	0	0
4930455F23Rik	2.42348	2.76316	3.3623	2.85073	2.42348	2.76316	3.3623	2.85073
4930455H04Rik	0	0.0588228	0	0.0477315	0	0.0588228	0	0.0477315
4930455J16Rik	0	0	0	0	0	0	0	0
4930456L15Rik	0	0	0	0	0	0	0	0
4930458L03Rik	0	0	0	0	0	0	0	0
4930459L07Rik	0	0	0	0	0	0	0	0
4930461G14Rik	0	0	0	0	0	0	0	0
4930465A12Rik	0	0	0	0	0	0	0	0
4930465K10Rik	0.0935494	0.189705	0	0	0.0935494	0.189705	0	0
4930465M20Rik	0	0	0	0.0437868	0	0	0	0.0437868
4930467D21Rik	0.0353631	0	0	0.0387932	0.0353631	0	0	0.0387932
4930467E23Rik	0	0.027981	0	0	0	0.027981	0	0
4930467K11Rik	0	0	0	0	0	0	0	0
4930468A15Rik	0	0	0	0	0	0	0	0
4930469G21Rik	0	0	0	0	0	0	0	0
4930470H14Rik	62.1772	93.7078	74.4995	72.6372	62.1772	93.7078	74.4995	72.6372
4930470P17Rik	0	0	0	0	0	0	0	0
4930471C04Rik	0	0	0	0	0	0	0	0
4930471G03Rik	0.428166	0.14471	0	0.117424	0.428166	0.14471	0	0.117424
