peak	chr	chromStart	chromEnd	Name	Start_b	End_b	gene	Strand	Distance	CV_amplitude	CV_phase	CV_mean	CV_pvalue	CV_qvalue	CV_fdr_BH	GF_amplitude	GF_phase	GF_mean	GF_pvalue	GF_qvalue	GF_fdr_BH
chr14_121796591_121800135	chr14	121796591	121800135	5739	121797734	121799734	Dock9	-	0	26.89057643	14.32185451	109.3220465	0.112874078	0.003564484	0.191216653	46.33461366	1.237324129	125.7911247	0.741642258	0.54144548	0.894427172
chr14_121877413_121880304	chr14	121877413	121880304	5741	121876606	121878606	Ubac2	+	0	23.92032915	9.455271027	120.8967274	0.377399074	0.007835124	0.420315075	41.04807712	1.49898582	136.3469576	0.772652133	0.54144548	0.894427172
chr14_122104955_122110823	chr14	122104955	122110823	5745	122105082	122107082	Tm9sf2	+	0	116.37914	11.05102278	339.8291864	0.012773832	0.001356542	0.07277167	102.228173	2.050196933	319.9817105	0.82000373	0.54144548	0.894427172
chr14_122533337_122535250	chr14	122533337	122535250	5746	122532328	122534328	Pcca	+	0	6.528153302	11.3743363	37.38666977	0.318028794	0.00687237	0.368668123	17.44604361	2.562829269	46.47734175	0.357481428	0.54144548	0.894427172
chr14_122910146_122913760	chr14	122910146	122913760	5747	122913165	122915165	A2ld1	-	0	44.0675755	14.54732983	127.7887825	0.02107973	0.001694892	0.090922427	44.96628155	1.395372339	129.1770598	0.761160403	0.54144548	0.894427172
chr14_122981662_122984270	chr14	122981662	122984270	5748	122983261	122985261	Tmtc4	-	0	26.07362617	11.24091605	103.557152	0.129194429	0.003824712	0.205176591	41.82042868	1.564279894	112.3711986	0.779412207	0.54144548	0.894427172
chr15_3269517_3275069	chr15	3269517	3275069	5751	3268767	3270767	Sepp1	+	0	65.53828488	12.75547243	197.3930527	0.000218246	0.000237153	0.012722045	83.49001487	1.18655829	227.92276	0.734814487	0.54144548	0.894427172
chr15_3581602_3583811	chr15	3581602	3583811	5752	3583230	3585230	Ghr	-	0	10.4586037	11.05827757	37.64646003	9.88529E-06	5.44862E-05	0.002922909	20.37767826	3.106373057	38.17233903	0.424894931	0.54144548	0.894427172
chr15_3977345_3981519	chr15	3977345	3981519	5754	3979573	3981573	Fbxo4	-	0	14.60665386	10.83041231	111.3664072	0.110124628	0.003514736	0.188547938	41.7228257	2.133425003	134.4689513	0.825523453	0.54144548	0.894427172
chr15_3994131_3997234	chr15	3994131	3997234	5755	3994039	3996039	A630020A06	+	0	30.46505483	12.32136703	115.7384128	0.059438311	0.002650807	0.142202494	34.5920489	2.491152338	111.1863898	0.845572456	0.54144548	0.894427172
chr15_4025726_4027966	chr15	4025726	4027966	5756	4024428	4026428	Oxct1	+	0	18.44506881	12.52282231	63.10965933	0.036922553	0.002165354	0.116160355	19.05726418	1.805195217	67.5235439	0.801493321	0.54144548	0.894427172
chr15_4032066_4034705	chr15	4032066	4034705	5757	4027406	4029406	BC037032	-	2661	12.70132607	12.93451879	52.62339047	0.011668482	0.001295154	0.069478499	24.40389472	0.815830581	58.85404687	0.675200156	0.54144548	0.894427172
chr15_5107288_5108826	chr15	5107288	5108826	5761	5108533	5110533	Card6	-	0	5.904653146	10.44075119	37.78617084	0.029969578	0.001979804	0.106206527	11.67284833	2.271356948	40.82618593	0.833918436	0.54144548	0.894427172
chr15_5115163_5118855	chr15	5115163	5118855	5762	5114613	5116613	Rpl37	+	0	31.34271567	13.41659484	137.9798922	0.040149696	0.002246506	0.120513784	51.2137179	1.496468648	145.4392835	0.772384289	0.54144548	0.894427172
chr15_5143079_5145528	chr15	5143079	5145528	5763	5141861	5143861	Prkaa1	+	0	15.77561626	10.56971015	59.78038212	0.060700221	0.002671857	0.143331699	21.486894	0.670256239	61.77063614	0.646291575	0.54144548	0.894427172
chr15_5184299_5187072	chr15	5184299	5187072	5764	5183560	5185560	Ttc33	+	0	32.29112418	11.19196837	106.4482282	0.026436328	0.001875771	0.100625702	43.16075187	1.606811654	112.6139553	0.783627426	0.54144548	0.894427172
chr15_5242918_5245567	chr15	5242918	5245567	5766	5243831	5245831	Ptger4	-	0	17.46460472	9.69667271	85.4469421	0.233653341	0.005505915	0.295364715	23.68776828	2.229395273	65.80289812	0.83145908	0.54144548	0.894427172
chr15_5488979_5493051	chr15	5488979	5493051	5768	5494318	5496318	5430437J10Rik	+	1268	12.05312847	16.56614716	52.79912547	0.156407311	0.004258975	0.228472644	45.33077579	2.582963128	86.40348033	0.361119116	0.54144548	0.894427172
chr15_6706864_6709819	chr15	6706864	6709819	5773	6706381	6708381	Rictor	+	0	23.18911653	9.090317791	97.67303409	0.151035312	0.004173908	0.223909178	28.0294292	2.686165498	104.8127887	0.854378542	0.54144548	0.894427172
chr15_8098118_8099559	chr15	8098118	8099559	5774	8099209	8101209	Wdr70	-	0	9.47689843	12.64498598	44.72598556	0.092989014	0.003227715	0.173150676	16.55107808	1.577571961	49.29513863	0.780745137	0.54144548	0.894427172
chr15_8108492_8110414	chr15	8108492	8110414	5775	8107313	8109313	Nup155	+	0	9.894351383	12.04354996	57.13385412	0.180002762	0.004631046	0.248432352	18.57221547	3.334855384	68.63493578	0.875628651	0.54144548	0.894427172
chr15_8168249_8169946	chr15	8168249	8169946	5776	8167106	8169106	2410089E03Rik	+	0	4.967350832	13.27219648	30.87833167	0.079365435	0.002986813	0.16022752	12.50483335	1.122745635	38.25549429	0.725815227	0.54144548	0.894427172
chr15_8441499_8447772	chr15	8441499	8447772	5778	8444463	8446463	Nipbl	-	0	95.41440957	10.63454505	322.1875808	0.010905115	0.001253999	0.067270769	121.6665689	2.006543272	357.3900333	0.816961611	0.54144548	0.894427172
chr15_9070153_9073504	chr15	9070153	9073504	5782	9069260	9071260	1110020G09Rik	+	0	20.25473115	12.26097204	81.60077732	0.119866357	0.003675005	0.19714555	28.06889543	1.211255501	81.80064414	0.73817191	0.54144548	0.894427172
chr15_9139328_9141795	chr15	9139328	9141795	5785	9138570	9140570	Lmbrd2	+	0	19.15790942	10.87448548	72.06185963	0.208004346	0.005087242	0.272904983	21.29799459	1.06330724	81.277568	0.716993758	0.54144548	0.894427172
chr15_10469227_10471610	chr15	10469227	10471610	5789	10470516	10472516	Dnajc21	-	0	33.3450458	10.51608575	92.77354609	0.028044852	0.001927263	0.103387987	34.567481	2.03207147	88.49969102	0.818753239	0.54144548	0.894427172
chr15_10484686_10487417	chr15	10484686	10487417	5790	10484034	10486034	Rad1	+	0	27.5660023	11.97085634	95.33977848	0.037360937	0.002181142	0.117007318	38.08503079	1.465885309	103.368046	0.769085856	0.54144548	0.894427172
chr15_10712868_10715921	chr15	10712868	10715921	5792	10712836	10714836	4930556M19Rik	+	0	11.88456601	10.36625705	52.92207748	0.020421417	0.001677212	0.089974019	38.23187902	1.192842984	93.12988994	0.735675361	0.54144548	0.894427172
chr15_10828976_10829988	chr15	10828976	10829988	5794	10827051	10829051	Gm19276	+	0	7.661347729	11.98811532	18.6825792	0.000119411	0.000186046	0.009980428	15.08943851	3.207031298	50.41065563	0.872268583	0.54144548	0.894427172
chr15_10980762_10982877	chr15	10980762	10982877	5797	10979756	10981756	Amacr	+	0	13.39787675	13.74456963	61.95402149	0.082137101	0.003038789	0.163015754	17.92188183	2.111099563	69.65514977	0.824077863	0.54144548	0.894427172
chr15_11398408_11400623	chr15	11398408	11400623	5799	11399658	11401658	Tars	-	0	16.82944568	12.78152254	80.19544356	0.184807093	0.004710123	0.252674465	16.9248255	3.043669741	67.41087808	0.867429972	0.54144548	0.894427172
chr15_11994054_11996631	chr15	11994054	11996631	5800	11996007	11998007	Sub1	-	0	28.84641902	10.20224441	90.75905898	0.017268144	0.00155667	0.083507524	32.41224726	2.12704348	105.4042035	0.825112811	0.54144548	0.894427172
chr15_12116606_12120055	chr15	12116606	12120055	5801	12115851	12117851	Zfr	+	0	38.80472322	9.154917969	156.6683716	0.089504458	0.003167556	0.169923465	70.77780162	1.10489841	179.4157709	0.723211995	0.54144548	0.894427172
chr15_12203441_12209151	chr15	12203441	12209151	5803	12203094	12205094	Mtmr12	+	0	36.74301765	8.899960532	173.3352413	0.162051549	0.004349968	0.233353922	70.6740095	1.584399931	203.1265243	0.781424302	0.54144548	0.894427172
chr15_12319847_12324147	chr15	12319847	12324147	5805	12319496	12321496	Golph3	+	0	45.70436119	10.03420819	207.4744287	0.138096735	0.003974269	0.213199567	76.90291471	2.226209059	234.5667523	0.831269045	0.54144548	0.894427172
chr15_12823671_12825721	chr15	12823671	12825721	5807	12822815	12824815	Drosha	+	0	14.68685482	9.682912592	74.55481946	0.237372917	0.005567496	0.298668199	33.12316084	3.469534805	76.91817289	0.455028656	0.54144548	0.894427172
chr15_21114758_21115322	chr15	21114758	21115322	5811	21109452	21111452	Cdh12	+	3307	1.502646926	5.375403418	28.96416832	0.799483103	0.015073149	0.808598721	8.197301392	12.57775132	29.62033128	0.332773226	0.54144548	0.894427172
chr15_25621232_25624681	chr15	25621232	25624681	5814	25620550	25622550	Myo10	+	0	20.1373875	14.24890063	121.8606107	0.380671944	0.007888922	0.423201061	38.87263218	1.225760158	113.3088216	0.740112032	0.54144548	0.894427172
chr15_25983437_25987076	chr15	25983437	25987076	5821	25982366	25984366	Zfp622	+	0	50.45105077	11.04665769	152.4044369	0.029831891	0.001977664	0.106091726	50.57455221	2.036902814	174.64925	0.819088296	0.54144548	0.894427172
chr15_27465899_27467646	chr15	27465899	27467646	5822	27464677	27466677	Ank	+	0	12.80314669	11.48831182	39.92565917	0.030601265	0.001994894	0.107016023	11.56381518	1.947859995	49.9833125	0.812704263	0.54144548	0.894427172
chr15_27629140_27631484	chr15	27629140	27631484	5824	27630693	27632693	Fam105b	-	0	24.53776124	10.73539145	69.67468002	0.003187046	0.000738541	0.039619011	21.53271249	1.891148972	76.45954459	0.808398688	0.54144548	0.894427172
chr15_28023824_28026640	chr15	28023824	28026640	5826	28025848	28027848	Trio	-	0	16.84105593	9.911150118	70.31461471	0.11844951	0.00365123	0.195870171	28.28337712	3.459696584	80.43721352	0.453649916	0.54144548	0.894427172
chr15_31223712_31226025	chr15	31223712	31226025	5828	31222385	31224385	Dap	+	0	26.13869804	12.16633264	84.85282387	0.108983154	0.003494363	0.18745505	26.78198838	2.475321939	95.00702238	0.84479766	0.54144548	0.894427172
chr15_31527674_31532304	chr15	31527674	31532304	5830	31531037	31533037	2024-03-06 00:00:00	-	0	26.75572421	12.82369218	154.1379128	0.262948004	0.005988563	0.32125634	57.19842445	1.481808435	184.2537363	0.770813409	0.54144548	0.894427172
chr15_31567669_31572134	chr15	31567669	31572134	5833	31566912	31568912	Cmbl	+	0	39.46000058	10.59705087	154.6471464	0.031368028	0.002016111	0.108154225	48.12616611	1.676237696	162.3441259	0.790205171	0.54144548	0.894427172
chr15_31599747_31602979	chr15	31599747	31602979	5834	31600116	31602116	Fam173b	+	0	41.48067216	11.45700761	132.8877409	0.133020511	0.003889427	0.208648204	43.40172304	1.950520606	144.3001478	0.812901569	0.54144548	0.894427172
chr15_32242545_32246239	chr15	32242545	32246239	5836	32241932	32243932	Snord123	-	0	20.55876935	11.62142561	103.2485122	0.141869776	0.004032972	0.216348701	37.17643452	2.278915824	139.4831972	0.834353011	0.54144548	0.894427172
chr15_33082586_33084320	chr15	33082586	33084320	5838	33081129	33083129	Pgcp	+	0	21.09853691	10.60317676	52.94432307	0.002371229	0.000656095	0.035196216	11.63865899	1.961920375	53.53907429	0.81374229	0.54144548	0.894427172
chr15_34081763_34085552	chr15	34081763	34085552	5840	34080719	34082719	Mtdh	+	0	37.83077436	11.31377879	157.9208869	0.114662099	0.003593821	0.192790467	53.21388776	1.948674226	168.9623449	0.812764689	0.54144548	0.894427172
chr15_34236954_34239937	chr15	34236954	34239937	5841	34236026	34238026	Laptm4b	+	0	21.43016425	10.06521397	99.92867525	0.020951893	0.001691967	0.090765548	29.77207303	1.418090037	107.1702191	0.763763767	0.54144548	0.894427172
chr15_34441434_34444588	chr15	34441434	34444588	5843	34443233	34445233	Gm12191	-	0	24.95090864	13.17957958	135.0733674	0.337388649	0.007187977	0.385598856	39.68490462	2.561298882	126.615512	0.848893917	0.54144548	0.894427172
chr15_34494610_34496370	chr15	34494610	34496370	5844	34493311	34495311	Pop1	+	0	10.71848395	15.02266688	47.35394832	0.132962447	0.003888384	0.208592257	18.78774191	1.087764782	54.4141489	0.720676338	0.54144548	0.894427172
chr15_34677796_34679545	chr15	34677796	34679545	5845	34678706	34680706	Nipal2	-	0	17.11915799	9.015240723	55.57809679	0.013485395	0.001392432	0.074696979	12.67049928	1.21514346	51.27295634	0.738694239	0.54144548	0.894427172
chr15_35153587_35156505	chr15	35153587	35156505	5848	35155806	35157806	Stk3	-	0	15.99140203	14.03320328	68.27787148	0.17036112	0.004485934	0.240647822	27.09613054	1.216205774	83.02205526	0.738836664	0.54144548	0.894427172
chr15_35296039_35298499	chr15	35296039	35298499	5849	35294112	35296112	Osr2	+	0	71.4956304	11.0626499	211.1515185	0.00642098	0.000999827	0.053635713	47.11450828	3.418802906	184.5133517	0.87764705	0.54144548	0.894427172
chr15_35370491_35373295	chr15	35370491	35373295	5850	35369546	35371546	Vps13b	+	0	30.18434425	11.82440966	117.9963864	0.091920174	0.003212127	0.172314482	32.79593086	2.443546587	125.1393248	0.843213567	0.54144548	0.894427172
chr15_35662999_35665458	chr15	35662999	35665458	5852	35661047	35663047	Mir875	-	0	21.88368603	13.02690395	65.44932155	0.018154994	0.001592384	0.085423399	19.8337966	1.090280884	61.6920449	0.721050965	0.54144548	0.894427172
chr15_35936840_35938497	chr15	35936840	35938497	5854	35938246	35940246	Cox6c	-	0	14.84312769	9.400846768	85.62675084	0.227811759	0.005410115	0.290225513	20.38102648	2.539179975	76.1385079	0.847865946	0.54144548	0.894427172
chr15_36173085_36174872	chr15	36173085	36174872	5856	36172017	36174017	Polr2k	+	0	13.07320122	11.15820676	44.18591251	0.039830418	0.002236209	0.119961362	17.99630647	1.717499589	56.48482477	0.793944304	0.54144548	0.894427172
chr15_36281342_36284321	chr15	36281342	36284321	5858	36283147	36285147	Rnf19a	-	0	52.39174434	10.3584226	163.028391	0.030812813	0.002000775	0.107331557	55.47961439	2.492655053	177.4470013	0.845645513	0.54144548	0.894427172
chr15_36495866_36496974	chr15	36495866	36496974	5864	36496791	36498791	Ankrd46	-	0	11.31258163	11.9313308	37.26934801	0.164102312	0.004383711	0.235164079	12.30861263	2.071025089	41.13232176	0.821418934	0.54144548	0.894427172
chr15_36605937_36610443	chr15	36605937	36610443	5865	36608973	36610973	Pabpc1	-	0	49.68554996	10.59906177	176.6079402	0.023797215	0.001790386	0.096045199	65.81058034	1.498760848	172.4182088	0.772628217	0.54144548	0.894427172
chr15_36791142_36795335	chr15	36791142	36795335	5868	36796929	36798929	Ywhaz	-	1595	98.3635054	9.105053793	321.7346593	0.130833127	0.003851112	0.206592828	123.9873323	2.262791828	368.5380578	0.833422921	0.54144548	0.894427172
chr15_37003522_37008800	chr15	37003522	37008800	5880	37007402	37009402	Zfp706	-	0	62.51678912	11.9453441	228.4687479	0.099954331	0.003347356	0.179568837	84.31436671	1.363115574	234.2846299	0.757379808	0.54144548	0.894427172
chr15_37231645_37235069	chr15	37231645	37235069	5883	37231036	37233036	Grhl2	+	0	38.2899042	11.40491897	136.1126455	0.143680114	0.004056947	0.217634832	47.14416412	1.031588703	137.5117014	0.712105136	0.54144548	0.894427172
chr15_37959547_37961875	chr15	37959547	37961875	5886	37961055	37963055	Rrm2b	-	0	12.74955279	11.80471304	65.85559254	0.18743731	0.004751905	0.254915836	22.45009807	2.761932417	80.8147656	0.857456901	0.54144548	0.894427172
chr15_38076750_38079864	chr15	38076750	38079864	5887	38078853	38080853	Ubr5	-	0	21.8745372	9.777245324	112.5781356	0.30808616	0.006709838	0.359949134	26.93856844	1.683118392	98.16841609	0.790837318	0.54144548	0.894427172
chr15_38299264_38303329	chr15	38299264	38303329	5890	38300707	38302707	Klf10	-	0	36.83726808	9.177876211	181.692697	0.222774923	0.005327587	0.285798269	55.02428599	1.744407464	155.4306226	0.796317008	0.54144548	0.894427172
chr15_38514676_38520374	chr15	38514676	38520374	5899	38519266	38521266	Azin1	-	0	51.57287882	10.34699191	192.9981169	0.068786403	0.002813028	0.150904821	72.37936866	1.954443815	208.4015212	0.813191754	0.54144548	0.894427172
chr15_38660960_38663409	chr15	38660960	38663409	5901	38659904	38661904	Atp6v1c1	+	0	9.752095565	11.1079863	61.27242778	0.011987918	0.001312758	0.070422874	23.02327698	1.066894118	72.08739075	0.717538525	0.54144548	0.894427172
chr15_39005612_39007315	chr15	39005612	39007315	5903	39004280	39006280	Fzd6	+	0	16.93717657	10.40594429	46.50272034	0.007273731	0.001057438	0.056726235	19.82736821	1.375756915	55.9009901	0.758873318	0.54144548	0.894427172
chr15_39111441_39113719	chr15	39111441	39113719	5904	39110874	39112874	Dcaf13	+	0	14.62305748	9.18650599	77.77664573	0.479060025	0.00955124	0.512376046	28.54430081	1.705122499	91.21178021	0.792835644	0.54144548	0.894427172
chr15_39196814_39198866	chr15	39196814	39198866	5905	39196286	39198286	Rims2	+	0	5.746464618	9.258445267	28.7471112	0.430091121	0.008719997	0.467784049	14.58869056	2.514883434	43.67132445	0.348746185	0.54144548	0.894427172
chr15_39939038_39944994	chr15	39939038	39944994	5907	39943757	39945757	Lrp12	-	0	25.95391049	13.30734599	129.9361641	0.09278496	0.003224486	0.172977476	54.82724268	1.233933835	165.7720947	0.741195142	0.54144548	0.894427172
chr15_43280478_43283601	chr15	43280478	43283601	5910	43282736	43284736	Eif3e	-	0	28.3434619	12.24401014	91.22618165	0.070750761	0.002846144	0.152681322	30.05596008	2.05299678	98.28223777	0.820195316	0.54144548	0.894427172
chr15_43476971_43478333	chr15	43476971	43478333	5911	43475229	43477229	Ttc35	+	0	9.878519718	12.26777209	44.47234196	0.001335246	0.000500171	0.026831682	9.602515344	3.306349041	41.32218976	0.874909978	0.54144548	0.894427172
chr15_44426481_44430339	chr15	44426481	44430339	5913	44426111	44428111	Eny2	+	0	23.29246119	15.1737107	108.5816033	0.261156098	0.005957521	0.319591104	31.86331619	2.079893861	100.3795723	0.822014572	0.54144548	0.894427172
chr15_44618272_44620805	chr15	44618272	44620805	5914	44617641	44619641	Ebag9	+	0	21.69590555	12.41734158	105.7126692	0.337498313	0.007189431	0.385676865	27.73501075	2.440629138	103.9398267	0.843066165	0.54144548	0.894427172
chr15_51864394_51866384	chr15	51864394	51866384	5919	51865461	51867461	Eif3h	-	0	22.91949003	11.40424733	65.32778929	0.0371265	0.002173823	0.11661467	26.56212273	1.413361229	69.38169783	0.763225838	0.54144548	0.894427172
chr15_51877105_51878320	chr15	51877105	51878320	5920	51875441	51877441	Utp23	+	0	7.350063925	11.49337611	29.31744257	0.048471033	0.002425059	0.130092232	12.92274675	1.639325701	38.35361526	0.786753709	0.54144548	0.894427172
chr15_51989275_51992712	chr15	51989275	51992712	5921	51991760	51993760	Rad21	-	0	33.35681961	9.24859872	131.1226111	0.074364055	0.002908935	0.156049749	48.54512149	1.88386585	135.6438981	0.807831638	0.54144548	0.894427172
chr15_52711636_52713422	chr15	52711636	52713422	5922	52710445	52712445	Med30	+	0	12.11880273	8.761839256	51.86284164	0.106797354	0.003458741	0.185544072	24.15325081	0.753277434	64.17221441	0.663203773	0.54144548	0.894427172
chr15_53342653_53347341	chr15	53342653	53347341	5926	53346183	53348183	Ext1	-	0	20.0514052	11.49434735	125.9022012	0.086985918	0.0031246	0.167619084	49.57711297	1.125665531	133.7461846	0.726237475	0.54144548	0.894427172
chr15_54570783_54573444	chr15	54570783	54573444	5928	54569366	54571366	Mal2	+	0	37.57712846	9.396413669	132.9242199	0.064110673	0.002728118	0.146349806	36.07960336	2.663645046	116.245471	0.853428125	0.54144548	0.894427172
chr15_55071168_55073110	chr15	55071168	55073110	5929	55072152	55074152	Taf2	-	0	17.50534506	12.6150225	63.4726441	0.048652312	0.002428042	0.130252266	29.55347446	0.979414138	75.26751867	0.703778078	0.54144548	0.894427172
chr15_55089332_55091155	chr15	55089332	55091155	5930	55090478	55092478	Dscc1	-	0	9.359256362	12.03227909	46.91369112	0.195577912	0.004880255	0.261801189	14.47239617	1.446374841	45.77964664	0.766938345	0.54144548	0.894427172
chr15_55112309_55115806	chr15	55112309	55115806	5931	55110483	55112483	Deptor	+	0	13.53841616	13.01519427	101.4143194	0.614711528	0.011871201	0.63683034	61.41300381	3.434859423	115.2711295	0.45014875	0.54144548	0.894427172
chr15_55555597_55558531	chr15	55555597	55558531	5936	55555408	55557408	Mtbp	+	0	17.40453312	8.998687561	94.25144127	0.272113004	0.006143302	0.329557313	32.32478532	1.552476134	94.37086102	0.778216456	0.54144548	0.894427172
chr15_57692191_57697069	chr15	57692191	57697069	5938	57692667	57694667	Zhx2	+	0	45.94361774	9.181499981	182.5433703	0.009384231	0.001163732	0.062428368	75.30572704	2.287912451	231.0330306	0.834866936	0.54144548	0.894427172
chr15_57887697_57893349	chr15	57887697	57893349	5940	57892418	57894418	Derl1	-	0	34.87957585	13.16259328	176.1997878	0.071342259	0.00285703	0.153265322	52.55485058	2.818142025	193.8308832	0.859626304	0.54144548	0.894427172
chr15_57974780_57977789	chr15	57974780	57977789	5941	57983903	57985903	Fam83a	+	6115	22.99575161	11.84709096	94.07378303	0.098775548	0.003330363	0.17865724	37.4874067	0.675023779	102.8325837	0.647294465	0.54144548	0.894427172
chr15_58075205_58076670	chr15	58075205	58076670	5942	58076489	58078489	Zhx1	-	0	11.67888435	11.95334886	39.37550453	0.136026128	0.00394015	0.211369262	7.902104334	1.76093785	54.72156155	0.797749554	0.54144548	0.894427172
chr15_58133455_58135845	chr15	58133455	58135845	5943	58135082	58137082	Atad2	-	0	4.15548762	10.29963269	52.6815764	0.587475177	0.011403564	0.611743955	16.2270963	1.543313356	53.81629248	0.777280337	0.54144548	0.894427172
chr15_58140460_58142558	chr15	58140460	58142558	5944	58139436	58141436	Wdyhv1	+	0	11.05956315	10.84480222	65.04423129	0.488207705	0.009708403	0.520807074	25.62462586	1.47176881	75.65746187	0.769726785	0.54144548	0.894427172
chr15_58214025_58216133	chr15	58214025	58216133	5945	58214892	58216892	Fbxo32	-	0	15.63188912	9.925209659	42.38650405	0.000892247	0.000423264	0.022705972	26.81608515	2.468063474	50.19907099	0.34011874	0.54144548	0.894427172
chr15_58387774_58389771	chr15	58387774	58389771	5946	58389274	58391274	Anxa13	-	0	27.5860555	12.72760622	97.29660421	0.008379212	0.001120121	0.060088876	39.91619951	2.432776326	120.0045158	0.842667752	0.54144548	0.894427172
chr15_58414826_58417874	chr15	58414826	58417874	5950	58413468	58415468	D15Ertd621e	+	0	23.35729961	12.87429007	99.6480387	0.02531486	0.001835466	0.098463544	41.39085066	1.483748789	114.5267482	0.7710224	0.54144548	0.894427172
chr15_58822110_58823572	chr15	58822110	58823572	5952	58823427	58825427	Tmem65	-	0	15.72398159	10.84239987	40.19351413	0.022550032	0.001749433	0.093848303	13.99107195	2.986367683	52.21920495	0.405830989	0.54144548	0.894427172
chr15_58871921_58873797	chr15	58871921	58873797	5953	58870649	58872649	Trmt12	+	0	19.56771774	12.80605437	47.91346999	0.000307312	0.000263488	0.014134815	21.23790999	1.508827888	58.10827123	0.773694156	0.54144548	0.894427172
chr15_58887485_58891698	chr15	58887485	58891698	5954	58887229	58889229	Rnf139	+	0	47.38473883	10.37932718	163.4282283	0.048660533	0.002428103	0.130255554	66.37390386	1.722302551	185.1317263	0.794371574	0.54144548	0.894427172
chr15_58932455_58935240	chr15	58932455	58935240	5955	58931810	58933810	Ndufb9	+	0	37.1947383	12.52650084	147.7481887	0.112177733	0.003553157	0.190609031	51.82964015	1.973242689	151.6244678	0.814569864	0.54144548	0.894427172
chr15_59079947_59082782	chr15	59079947	59082782	5956	59082026	59084026	Mtss1	-	0	15.80041096	11.70380519	92.85415548	0.147378382	0.004121158	0.221079442	31.18501942	3.381474497	86.95257609	0.442524851	0.54144548	0.894427172
chr15_59314991_59317323	chr15	59314991	59317323	5957	59313092	59315092	Sqle	+	0	21.46106053	11.96603302	69.52132855	0.039893303	0.00223846	0.12008215	21.07421867	1.501224624	67.2049419	0.772889897	0.54144548	0.894427172
chr15_59373011_59375376	chr15	59373011	59375376	5958	59372198	59374198	Nsmce2	+	0	22.85171039	10.58390685	100.0289252	0.156134042	0.00425531	0.228276032	36.90968305	2.482876285	116.5426396	0.845168578	0.54144548	0.894427172
chr15_59646625_59654115	chr15	59646625	59654115	5972	59646654	59648654	Trib1	+	0	146.3617042	12.48958319	457.6655059	0.049859621	0.002453039	0.131593231	108.9004045	3.654124631	434.0115352	0.882574525	0.54144548	0.894427172
chr15_59798121_59800276	chr15	59798121	59800276	5975	59794959	59796959	Gm19510	-	1163	11.81803395	10.54816132	45.97393939	1.77279E-05	6.91679E-05	0.003710512	24.09332465	1.143239142	64.93108532	0.728757341	0.54144548	0.894427172
chr15_60820954_60825594	chr15	60820954	60825594	5978	60820965	60822965	9930014A18Rik	+	0	49.74178993	11.90749648	195.9735299	0.025153685	0.001830368	0.098190036	72.12688781	1.118827799	184.3785094	0.725247059	0.54144548	0.894427172
chr15_61983862_61988504	chr15	61983862	61988504	5981	61983341	61985341	Myc	+	0	40.37748863	12.09820941	143.0531772	0.018547179	0.001604426	0.086069416	38.55218671	1.65321515	118.4381934	0.78806447	0.54144548	0.894427172
chr15_64059545_64061088	chr15	64059545	64061088	5984	64060448	64062448	Fam49b	-	0	8.969109438	9.14379911	35.99719667	0.21029213	0.005123348	0.274841913	23.58573819	3.212111109	40.1692058	0.429258531	0.54144548	0.894427172
chr15_64917718_64922706	chr15	64917718	64922706	5989	64922296	64924296	Adcy8	-	0	35.76494282	11.80202687	109.868538	0.02296727	0.001762586	0.094553863	35.90610148	0.801440751	118.7962696	0.672495364	0.54144548	0.894427172
chr15_65786424_65789776	chr15	65786424	65789776	5991	65785041	65787041	Efr3a	+	0	21.09721288	9.410011019	112.568689	0.262974909	0.005988783	0.321268141	43.78826066	0.904423639	119.6679923	0.691158737	0.54144548	0.894427172
chr15_66576792_66578925	chr15	66576792	66578925	5993	66575572	66577572	Phf20l1	+	0	18.53823627	10.24380869	67.37519005	0.035998886	0.002142692	0.114944677	26.50427512	1.0017957	72.99517452	0.707394451	0.54144548	0.894427172
chr15_66967716_66970563	chr15	66967716	66970563	5994	66969641	66971641	Ndrg1	-	0	9.556165336	11.04558867	52.69907144	2.2013E-05	7.79991E-05	0.004184259	23.11116714	1.78066397	77.95454161	0.799434513	0.54144548	0.894427172
chr15_68257676_68260115	chr15	68257676	68260115	5998	68258856	68260856	Zfat	-	0	24.40461227	9.848810052	99.62397349	0.215644226	0.005212351	0.279616466	41.80215988	1.883559905	100.7981125	0.807807746	0.54144548	0.894427172
chr15_73059942_73062149	chr15	73059942	73062149	6000	73061204	73063204	Trappc9	-	0	11.67138561	12.37133147	72.10555894	0.022844251	0.001760447	0.094439127	27.15516943	1.997287755	86.15296065	0.81630312	0.54144548	0.894427172
chr15_73089390_73091749	chr15	73089390	73091749	6002	73088412	73090412	Chrac1	+	0	34.2231459	10.70891001	114.1582813	0.173139792	0.004523859	0.242682321	42.80484415	2.00655925	116.4563716	0.816962744	0.54144548	0.894427172
chr15_73182091_73186063	chr15	73182091	73186063	6005	73184947	73186947	Eif2c2	-	0	58.85925712	9.616032955	179.411976	0.014395841	0.00143347	0.076898447	66.49445472	1.201148711	179.2703505	0.736806236	0.54144548	0.894427172
chr15_73421134_73424853	chr15	73421134	73424853	6010	73423191	73425191	Ptk2	-	0	40.59109237	10.05358659	143.6073806	0.067578017	0.002787947	0.149559371	51.08775329	1.845652722	158.6518994	0.804802265	0.54144548	0.894427172
