tracking_id	q9_FPKM	q10_FPKM	q11_FPKM	q12_FPKM	q9_FPKM_rep	q10_FPKM_rep	q11_FPKM_rep	q12_FPKM_rep
Drd5	0	0	0	0	0	0	0	0
Drg1	25.1725	21.0029	18.0134	24.9879	25.1725	21.0029	18.0134	24.9879
Drg2	21.9001	15.8808	14.8855	17.3312	21.9001	15.8808	14.8855	17.3312
Drosha	6.93632	6.71573	6.79829	7.91307	6.93632	6.71573	6.79829	7.91307
Drp2	0.101152	0.0251243	0.121794	0.122829	0.101152	0.0251243	0.121794	0.122829
Dsc1	0	0	0	0	0	0	0	0
Dsc2	42.2568	44.7337	33.2665	53.317	42.2568	44.7337	33.2665	53.317
Dsc3	0	0	0.01349	0	0	0	0.01349	0
Dscam	0	0	0	0.0104018	0	0	0	0.0104018
Dscaml1	0	0	0.0102984	0	0	0	0.0102984	0
Dscc1	0.621864	0.15446	0.311987	0.205945	0.621864	0.15446	0.311987	0.205945
Dscr3	22.7232	25.2094	18.2715	22.718	22.7232	25.2094	18.2715	22.718
Dse	0.298514	0.466059	0.393664	0.263627	0.298514	0.466059	0.393664	0.263627
Dsel	0.061681	0.0612818	0.111402	0.0408543	0.061681	0.0612818	0.111402	0.0408543
Dsg1a	0	0	0	0	0	0	0	0
Dsg1b	0	0	0	0	0	0	0	0
Dsg1c	0	0	0	0	0	0	0	0
Dsg2	105.41	127.85	89.1351	130.278	105.41	127.85	89.1351	130.278
Dsg3	0	0.0654594	0.0176291	0.0193953	0	0.0654594	0.0176291	0.0193953
Dsg4	0.235724	0.286243	0.168195	0.346959	0.235724	0.286243	0.168195	0.346959
Dsn1	0.907865	0.368996	0.728756	0.437326	0.907865	0.368996	0.728756	0.437326
Dsp	27.9167	27.5002	25.67	45.398	27.9167	27.5002	25.67	45.398
Dspp	0	0	0.0162811	0	0	0	0.0162811	0
Dst	2.73267	3.99242	3.46436	3.42405	2.73267	3.99242	3.46436	3.42405
Dstn	1840.46	1788.13	1087.75	1381.33	1840.46	1788.13	1087.75	1381.33
Dstyk	0.429902	0.509788	0.589989	0.551118	0.429902	0.509788	0.589989	0.551118
Dtd1	1.11455	1.18644	1.53372	0.984296	1.11455	1.18644	1.53372	0.984296
Dtl	0.386014	0.0639193	0.27543	0.151511	0.386014	0.0639193	0.27543	0.151511
Dtna	0.014013	0.0139223	0.213719	0.0247505	0.014013	0.0139223	0.213719	0.0247505
Dtnb	0.70292	0.763185	0.713964	1.17824	0.70292	0.763185	0.713964	1.17824
Dtnbp1	16.6198	15.7406	13.1539	13.1	16.6198	15.7406	13.1539	13.1
Dtwd1	1.35733	0.74919	0.605302	0.998913	1.35733	0.74919	0.605302	0.998913
Dtwd2	0.355616	0.417553	0.155703	0.309028	0.355616	0.417553	0.155703	0.309028
Dtx1	1.099	1.33453	2.52892	2.30777	1.099	1.33453	2.52892	2.30777
Dtx2	2.37683	2.3916	2.4145	2.61643	2.37683	2.3916	2.4145	2.61643
Dtx3	5.27719	6.27205	8.94726	5.96712	5.27719	6.27205	8.94726	5.96712
Dtx3l	25.6989	21.049	20.3662	30.1947	25.6989	21.049	20.3662	30.1947
Dtx4	1.13966	1.10169	0.865373	1.79533	1.13966	1.10169	0.865373	1.79533
Dtymk	12.0857	9.1193	11.4775	7.7034	12.0857	9.1193	11.4775	7.7034
Dub1	0.105247	0.139421	0.168966	0.0309822	0.105247	0.139421	0.168966	0.0309822
Dub1a	0	0	0	0	0	0	0	0
Dub2a	0	0	0	0	0	0	0	0
Dub3	0	0	0	0	0	0	0	0
Duox1	0.863519	0.168222	0.353375	0.478494	0.863519	0.168222	0.353375	0.478494
Duox2	70.3406	28.7452	28.3187	68.4381	70.3406	28.7452	28.3187	68.4381
Duoxa1	1.12891	0.19793	0.319832	0.293227	1.12891	0.19793	0.319832	0.293227
Duoxa2	283.592	102.256	113.102	225.158	283.592	102.256	113.102	225.158
Dupd1	0	0	0	0	0	0	0	0
Dus1l	15.8047	11.4018	12.323	13.8687	15.8047	11.4018	12.323	13.8687
Dus2l	5.54531	5.14899	2.70406	3.79879	5.54531	5.14899	2.70406	3.79879
Dus3l	7.1902	6.33189	6.95223	6.81891	7.1902	6.33189	6.95223	6.81891
Dus4l	0.76831	0.490718	1.10131	0.581587	0.76831	0.490718	1.10131	0.581587
Dusp1	6.32016	10.351	7.13429	6.67167	6.32016	10.351	7.13429	6.67167
Dusp10	3.1464	3.29593	2.74528	3.14112	3.1464	3.29593	2.74528	3.14112
Dusp11	20.0739	19.6843	17.8034	17.5699	20.0739	19.6843	17.8034	17.5699
Dusp12	4.25744	12.5438	7.60101	3.63023	4.25744	12.5438	7.60101	3.63023
Dusp13	0.0992548	0.0986125	0.398025	0	0.0992548	0.0986125	0.398025	0
Dusp14	4.01981	7.57444	1.94718	3.18278	4.01981	7.57444	1.94718	3.18278
Dusp15	0	0	0	0	0	0	0	0
Dusp16	7.83801	8.76212	8.04071	6.51932	7.83801	8.76212	8.04071	6.51932
Dusp18	0.716371	0.346249	1.3055	0.666846	0.716371	0.346249	1.3055	0.666846
Dusp19	4.16042	3.11707	3.01114	4.21629	4.16042	3.11707	3.01114	4.21629
Dusp2	1.03211	0.784155	0.828491	0.589788	1.03211	0.784155	0.828491	0.589788
Dusp21	0	0	0	0	0	0	0	0
Dusp22	1.49109	1.52216	1.39786	1.46199	1.49109	1.52216	1.39786	1.46199
Dusp23	1.98229	3.65757	2.95511	3.25115	1.98229	3.65757	2.95511	3.25115
Dusp26	0	0	0.267918	0	0	0	0.267918	0
Dusp27	0.0224511	0	0.0180218	0.0594818	0.0224511	0	0.0180218	0.0594818
Dusp28	3.66941	3.44681	2.78482	3.53517	3.66941	3.44681	2.78482	3.53517
Dusp3	2.80862	3.47208	3.75179	4.07085	2.80862	3.47208	3.75179	4.07085
Dusp4	0.617442	0.575106	0.433675	0.408961	0.617442	0.575106	0.433675	0.408961
Dusp5	8.1322	12.1194	3.40897	4.54847	8.1322	12.1194	3.40897	4.54847
Dusp6	159.964	174.637	53.3162	136.887	159.964	174.637	53.3162	136.887
Dusp7	0.940826	1.13301	1.37312	0.85605	0.940826	1.13301	1.37312	0.85605
Dusp8	3.93819	3.7466	4.48836	3.28107	3.93819	3.7466	4.48836	3.28107
Dusp9	0.171823	0.990124	1.04823	0.0606968	0.171823	0.990124	1.04823	0.0606968
Dut	2.70841	2.19411	3.11061	1.89874	2.70841	2.19411	3.11061	1.89874
Dux	0	0	0	0	0	0	0	0
Duxbl	0	0	0	0	0	0	0	0
Dvl1	37.2038	30.8929	30.1267	34.5901	37.2038	30.8929	30.1267	34.5901
Dvl2	1.47601	1.77847	2.09233	2.57929	1.47601	1.77847	2.09233	2.57929
Dvl3	4.7422	4.89749	5.10889	6.75036	4.7422	4.89749	5.10889	6.75036
Dydc1	0	0	0	0	0	0	0	0
Dydc2	0	0	0	0	0	0	0	0
Dym	6.16795	6.65437	6.04459	7.38534	6.16795	6.65437	6.04459	7.38534
Dync1h1	30.984	33.7587	21.6678	33.7078	30.984	33.7587	21.6678	33.7078
Dync1i1	0.0349391	0.034713	0.0280435	0.0617222	0.0349391	0.034713	0.0280435	0.0617222
Dync1i2	36.7982	36.5639	31.622	36.7038	36.7982	36.5639	31.622	36.7038
Dync1li1	14.1531	18.9039	15.9504	18.1277	14.1531	18.9039	15.9504	18.1277
Dync1li2	7.3363	7.17344	6.32402	7.41912	7.3363	7.17344	6.32402	7.41912
Dync2h1	0.118261	0.123679	0.0849369	0.10444	0.118261	0.123679	0.0849369	0.10444
Dync2li1	0.152968	0.303956	0.491158	0.135091	0.152968	0.303956	0.491158	0.135091
Dynll1	32.5388	28.1054	37.7195	40.3722	32.5388	28.1054	37.7195	40.3722
Dynll2	88.497	71.2339	61.5173	65.9473	88.497	71.2339	61.5173	65.9473
Dynlrb1	202.569	178.521	183.846	183.79	202.569	178.521	183.846	183.79
Dynlrb2	0	0	0	0	0	0	0	0
Dynlt1a	16.9056	17.4301	14.7226	13.0989	16.9056	17.4301	14.7226	13.0989
Dynlt1b	0.456374	0.906841	0.366337	0.537384	0.456374	0.906841	0.366337	0.537384
Dynlt1c	7.22485	4.37689	4.38497	5.91363	7.22485	4.37689	4.38497	5.91363
Dynlt1f	0.307535	0.305545	0.493719	0.543178	0.307535	0.305545	0.493719	0.543178
Dynlt3	6.55944	6.16708	6.85555	7.42572	6.55944	6.16708	6.85555	7.42572
Dyrk1a	17.7553	18.407	12.9386	17.602	17.7553	18.407	12.9386	17.602
Dyrk1b	7.05778	8.86356	5.6254	7.95884	7.05778	8.86356	5.6254	7.95884
Dyrk2	12.9169	13.0097	9.76285	13.0145	12.9169	13.0097	9.76285	13.0145
Dyrk3	0.918697	1.55168	1.17992	0.649063	0.918697	1.55168	1.17992	0.649063
Dyrk4	0.0459102	0	0.110558	0.0405447	0.0459102	0	0.110558	0.0405447
Dysf	0.665592	0.99193	1.06856	0.916976	0.665592	0.99193	1.06856	0.916976
Dytn	0	0	0	0	0	0	0	0
Dyx1c1	0	0	0.077659	0	0	0	0.077659	0
Dzip1	0.160551	0.299085	0.3383	0.336745	0.160551	0.299085	0.3383	0.336745
Dzip1l	0.16117	0.0457505	0.480529	0.122001	0.16117	0.0457505	0.480529	0.122001
Dzip3	0.502527	0.378617	0.403232	0.474076	0.502527	0.378617	0.403232	0.474076
E030002O03Rik	0	0	0	0	0	0	0	0
E030003E18Rik	0	0.0969286	0	0	0	0.0969286	0	0
E030010A14Rik	20.0973	5.43533	3.873	21.4728	20.0973	5.43533	3.873	21.4728
E030011O05Rik	0.154039	0	0.370948	0.272073	0.154039	0	0.370948	0.272073
E030013I19Rik	0.033387	0	0.0268002	0.0589702	0.033387	0	0.0268002	0.0589702
E030018B13Rik	0	0	0.0850954	0	0	0	0.0850954	0
E030019B06Rik	0	0	0	0	0	0	0	0
E030019B13Rik	0	0	0	0	0	0	0	0
E030024N20Rik	0.556875	0.553271	0.681692	0.35655	0.556875	0.553271	0.681692	0.35655
E030025P04Rik	0	0	0	0	0	0	0	0
E030030I06Rik	3.4796	2.98617	3.03336	3.66926	3.4796	2.98617	3.03336	3.66926
E030044B06Rik	0	0	0	0	0	0	0	0
E130003G02Rik	0.701441	1.14038	1.35645	0.957353	0.701441	1.14038	1.35645	0.957353
E130006D01Rik	0	0	0	0	0	0	0	0
E130008D07Rik	0.0266813	0.0197219	0.0637365	0	0.0266813	0.0197219	0.0637365	0
E130012A19Rik	0.52459	1.12258	1.29568	0.463282	0.52459	1.12258	1.29568	0.463282
E130018N17Rik	0	0	0	0	0	0	0	0
E130102H24Rik	1.26647	1.88741	2.1603	1.11846	1.26647	1.88741	2.1603	1.11846
E130112N10Rik	0.149759	0.14879	0.240473	0.132257	0.149759	0.14879	0.240473	0.132257
E130114P18Rik	0	0	0	0	0	0	0	0
E130201H02Rik	0	0	0	0	0	0	0	0
E130203B14Rik	0.608075	0.771957	0.867751	0.38784	0.608075	0.771957	0.867751	0.38784
E130215H24Rik	0	0.350202	0.565886	0.103763	0	0.350202	0.565886	0.103763
E130218I03Rik	0.32282	0.641466	0.777401	2.1354	0.32282	0.641466	0.777401	2.1354
E130303B06Rik	1.52109	0.795392	1.54231	0.70701	1.52109	0.795392	1.54231	0.70701
E130304F04Rik	0.0439802	0.0655434	0.0529553	0.0971007	0.0439802	0.0655434	0.0529553	0.0971007
E130304I02Rik	0	0	0	0	0	0	0	0
E130306D19Rik	7.26491	6.25551	7.14376	5.45349	7.26491	6.25551	7.14376	5.45349
E130307A14Rik	0.352776	0.350493	0.188785	0.311547	0.352776	0.350493	0.188785	0.311547
E130308A19Rik	0.810158	0.81963	1.23219	0.945102	0.810158	0.81963	1.23219	0.945102
E130309D02Rik	4.29151	3.74571	4.89362	4.42752	4.29151	3.74571	4.89362	4.42752
E130309D14Rik	0.067726	0.0448585	0.0543646	0.0398739	0.067726	0.0448585	0.0543646	0.0398739
E130309F12Rik	0	0	0.0193448	0	0	0	0.0193448	0
E130310I04Rik	3.44832	2.19323	2.76778	3.25799	3.44832	2.19323	2.76778	3.25799
E130311K13Rik	0.513731	0.319004	0.515473	0.39698	0.513731	0.319004	0.515473	0.39698
E130317F20Rik	0.151723	0.125617	0.24358	0.133991	0.151723	0.125617	0.24358	0.133991
E230008N13Rik	0	0.0349282	0.0423299	0.0155235	0	0.0349282	0.0423299	0.0155235
E230016K23Rik	0.297757	0.220782	0.273145	0.300523	0.297757	0.220782	0.273145	0.300523
E230016M11Rik	4.24201	6.62288	6.72179	8.02768	4.24201	6.62288	6.72179	8.02768
E230019M04Rik	0	0	0	0	0	0	0	0
E230025N22Rik	0.14207	0.0941004	0.152055	0.334577	0.14207	0.0941004	0.152055	0.334577
E230029C05Rik	0.0766966	0.0381001	0	0.0338665	0.0766966	0.0381001	0	0.0338665
E2f1	0.684449	0.415567	0.763078	0.503715	0.684449	0.415567	0.763078	0.503715
E2f2	13.8977	3.53178	3.43024	5.87792	13.8977	3.53178	3.43024	5.87792
E2f3	2.55797	2.71549	2.41898	1.68653	2.55797	2.71549	2.41898	1.68653
E2f4	25.71	24.9241	22.9865	24.2303	25.71	24.9241	22.9865	24.2303
E2f5	6.16665	5.68518	5.93115	8.09534	6.16665	5.68518	5.93115	8.09534
E2f6	2.96742	1.11037	1.9489	2.58659	2.96742	1.11037	1.9489	2.58659
E2f7	0.178862	0.0484648	0.169679	0.0430795	0.178862	0.0484648	0.169679	0.0430795
E2f8	0.786893	0.415332	0.730345	0.325748	0.786893	0.415332	0.730345	0.325748
E330009D11	0	0	0	0	0	0	0	0
E330009J07Rik	0.147364	0.0976071	0.118291	0.0867613	0.147364	0.0976071	0.118291	0.0867613
E330011O21Rik	3.12099	2.75626	1.57739	2.04166	3.12099	2.75626	1.57739	2.04166
E330012B07Rik	0	0	0	0	0	0	0	0
E330013P04Rik	0	0	0	0	0	0	0	0
E330013P06	1.41529	1.62816	7.235	1.18411	1.41529	1.62816	7.235	1.18411
E330014E10Rik	0	0	0	0	0	0	0	0
E330016A19Rik	0.24846	0.291734	0.271966	0.179527	0.24846	0.291734	0.271966	0.179527
E330017A01Rik	0	0	0	0	0	0	0	0
E330017L17Rik	0	0.136589	0	0	0	0.136589	0	0
E330020D12Rik	4.15277	4.28833	2.86102	4.53376	4.15277	4.28833	2.86102	4.53376
E330021D16Rik	0	0	0.0428716	0.094333	0	0	0.0428716	0.094333
E330023G01	2.48399	2.00101	1.72448	1.95653	2.48399	2.00101	1.72448	1.95653
E330033B04Rik	0.592681	0.392564	0.391175	0.337312	0.592681	0.392564	0.391175	0.337312
E330033L03	0	0	0	0	0	0	0	0
E330034G19Rik	0	0	0	0.0588736	0	0	0	0.0588736
E430016F16Rik	0	0	0	0	0	0	0	0
E430018J23Rik	14.103	15.6217	11.7074	8.78022	14.103	15.6217	11.7074	8.78022
E430025E21Rik	6.4744	7.68327	4.51136	8.45749	6.4744	7.68327	4.51136	8.45749
E4f1	4.08989	3.52403	5.8978	5.01831	4.08989	3.52403	5.8978	5.01831
E530001F21Rik	0	0	0	0	0	0	0	0
E530011L22Rik	0.165978	0.247356	0.0888219	0.12215	0.165978	0.247356	0.0888219	0.12215
EU599041	0	0	0	0	0	0	0	0
Eaf1	13.0923	13.2187	10.7823	10.3797	13.0923	13.2187	10.7823	10.3797
Eaf2	2.19608	2.31219	2.54518	1.54312	2.19608	2.31219	2.54518	1.54312
Eapp	37.2955	39.599	33.9676	38.9993	37.2955	39.599	33.9676	38.9993
Ear1	0	0	0	0	0	0	0	0
Ear10	0	0	0	0	0	0	0	0
Ear11	0	0	0	0	0	0	0	0
Ear14	0	0	0	0	0	0	0	0
Ear2	0.504771	0	0.000349028	0.297186	0.504771	0	0.000349028	0.297186
Ear3	0	0	0.78024	0	0	0	0.78024	0
Ear4	0	0	0	0	0	0	0	0
Ear5	0	0	0	0	0	0	0	0
Ear6	0	0	0	0	0	0	0	0
Ear7	0	0	0	0	0	0	0	0
Ears2	2.97927	1.45403	2.47541	1.9387	2.97927	1.45403	2.47541	1.9387
Ebag9	7.07556	6.84148	6.33889	6.97394	7.07556	6.84148	6.33889	6.97394
Ebf1	0.0840719	0	0.134971	0.148493	0.0840719	0	0.134971	0.148493
Ebf2	0.0207192	0.0205851	0	0	0.0207192	0.0205851	0	0
Ebf3	0.0366007	0.054548	0.0881502	0.0323227	0.0366007	0.054548	0.0881502	0.0323227
Ebf4	0.0695662	0.034558	0.279209	0.122872	0.0695662	0.034558	0.279209	0.122872
Ebi3	0.710867	0.971117	1.35523	0.706262	0.710867	0.971117	1.35523	0.706262
Ebna1bp2	13.5058	9.36815	9.69221	11.8724	13.5058	9.36815	9.69221	11.8724
Ebp	46.9657	54.374	51.4173	54.8422	46.9657	54.374	51.4173	54.8422
Ebpl	8.06292	9.92239	7.86962	5.42137	8.06292	9.92239	7.86962	5.42137
Ecd	4.90309	2.91698	2.87524	4.40785	4.90309	2.91698	2.87524	4.40785
Ece1	13.4952	13.6849	12.2951	15.8907	13.4952	13.6849	12.2951	15.8907
Ece2	2.66387	2.65861	2.79166	2.35256	2.66387	2.65861	2.79166	2.35256
Ecel1	0	0	0.0276071	0	0	0	0.0276071	0
Ech1	276.666	300.197	211.818	266.433	276.666	300.197	211.818	266.433
Echdc1	1.44746	1.7849	1.28293	2.61731	1.44746	1.7849	1.28293	2.61731
Echdc2	8.29785	10.1434	11.8593	7.98677	8.29785	10.1434	11.8593	7.98677
Echdc3	0.2135	0.318178	0.428448	0.188548	0.2135	0.318178	0.428448	0.188548
Echs1	79.1926	76.4264	65.5505	68.9947	79.1926	76.4264	65.5505	68.9947
Eci1	26.2593	26.0894	26.5234	23.3616	26.2593	26.0894	26.5234	23.3616
Eci2	39.527	41.6061	33.1281	32.6158	39.527	41.6061	33.1281	32.6158
Eci3	35.5736	39.453	36.4036	44.8991	35.5736	39.453	36.4036	44.8991
Ecm1	9.42625	10.9159	12.811	12.2068	9.42625	10.9159	12.811	12.2068
Ecm2	0.075839	0.12558	0.101462	0.133952	0.075839	0.12558	0.101462	0.133952
Ecscr	2.93739	2.7301	3.4988	3.76563	2.93739	2.7301	3.4988	3.76563
Ecsit	11.0391	8.10954	9.07606	9.62903	11.0391	8.10954	9.07606	9.62903
Ect2	1.02018	0.720761	0.709718	0.961013	1.02018	0.720761	0.709718	0.961013
Ect2l	0	0	0	0	0	0	0	0
Eda	0	0	0.0438077	0.0160492	0	0	0.0438077	0.0160492
Eda2r	0	0	0.0303043	0.0166645	0	0	0.0303043	0.0166645
Edar	0.222015	0.0735259	0.0990078	0.0871413	0.222015	0.0735259	0.0990078	0.0871413
Edaradd	0	0	0.0174197	0	0	0	0.0174197	0
Edc3	7.10521	6.57051	5.857	6.34723	7.10521	6.57051	5.857	6.34723
Edc4	8.12909	6.88708	6.57183	7.96346	8.12909	6.88708	6.57183	7.96346
Eddm3b	0	0	0	0	0	0	0	0
Edem1	48.6972	47.5837	41.8281	47.6386	48.6972	47.5837	41.8281	47.6386
Edem2	39.6534	32.8715	34.0051	34.7292	39.6534	32.8715	34.0051	34.7292
Edem3	9.66978	9.72696	7.47179	7.28593	9.66978	9.72696	7.47179	7.28593
Edf1	994.86	1107.03	964.942	1011.03	994.86	1107.03	964.942	1011.03
Edil3	0.0167085	0.0165999	0.0134051	0.014752	0.0167085	0.0165999	0.0134051	0.014752
Edn1	0.360799	0.318635	0.160899	0.283229	0.360799	0.318635	0.160899	0.283229
Edn2	9.82993	20.025	23.5392	22.3228	9.82993	20.025	23.5392	22.3228
Edn3	30.2773	43.9175	40.9973	22.5111	30.2773	43.9175	40.9973	22.5111
Ednra	0.374009	1.08999	0.580429	0.462418	0.374009	1.08999	0.580429	0.462418
Ednrb	2.40379	2.01725	2.3417	2.60175	2.40379	2.01725	2.3417	2.60175
Eea1	1.54978	1.59554	1.61363	2.05298	1.54978	1.59554	1.61363	2.05298
Eed	8.27558	8.81915	6.97692	7.75754	8.27558	8.81915	6.97692	7.75754
Eef1a1	1545.9	1562.8	1309.51	1436.68	1545.9	1562.8	1309.51	1436.68
Eef1a2	0	0.0462827	0.149575	0	0	0.0462827	0.149575	0
Eef1b2	110.832	102.027	91.3966	72.1491	110.832	102.027	91.3966	72.1491
Eef1d	55.239	45.4879	38.5913	42.1047	55.239	45.4879	38.5913	42.1047
Eef1e1	8.95687	5.52346	5.20641	8.81929	8.95687	5.52346	5.20641	8.81929
Eef1g	200.789	154.741	146.491	148.187	200.789	154.741	146.491	148.187
Eef2	412.191	484.019	389.491	480.214	412.191	484.019	389.491	480.214
Eef2k	6.07712	6.83741	11.5841	11.7667	6.07712	6.83741	11.5841	11.7667
Eefsec	5.92626	6.43883	5.00746	6.85579	5.92626	6.43883	5.00746	6.85579
Eepd1	14.8691	21.8486	10.7643	11.0144	14.8691	21.8486	10.7643	11.0144
Efcab1	0	0	0	0	0	0	0	0
Efcab10	0	0	0	0	0	0	0	0
Efcab2	0.294021	0.328633	0.501531	0.389489	0.294021	0.328633	0.501531	0.389489
Efcab3	0	0	0	0	0	0	0	0
Efcab4a	15.5704	16.4472	13.0561	16.7155	15.5704	16.4472	13.0561	16.7155
Efcab4b	2.12455	0.959453	1.47285	0.682273	2.12455	0.959453	1.47285	0.682273
Efcab5	0.211922	0.153127	0.139183	0.255211	0.211922	0.153127	0.139183	0.255211
Efcab6	0	0	0.0314577	0	0	0	0.0314577	0
Efcab7	0.0531433	0.369596	0.511906	0.18773	0.0531433	0.369596	0.511906	0.18773
Efcab8	0.0682037	0.0677623	0	0	0.0682037	0.0677623	0	0
Efcab9	0	0.455849	0.368299	0	0	0.455849	0.368299	0
Efemp1	2.34194	2.4664	3.68462	2.68871	2.34194	2.4664	3.68462	2.68871
Efemp2	3.55496	3.47003	3.32196	2.57914	3.55496	3.47003	3.32196	2.57914
Efha1	66.7269	73.8232	54.4128	65.2244	66.7269	73.8232	54.4128	65.2244
Efha2	0.111953	0.0834216	0.0224666	0.074152	0.111953	0.0834216	0.0224666	0.074152
Efhb	1.11714	0.416217	0.644535	1.54153	1.11714	0.416217	0.644535	1.54153
Efhc1	0.0856263	0.0425361	0.0343667	0.113429	0.0856263	0.0425361	0.0343667	0.113429
Efhc2	0	0	0.0293007	0	0	0	0.0293007	0
Efhd1	0.160826	0.745666	0.430325	0.331405	0.160826	0.745666	0.430325	0.331405
Efhd2	283.491	311.02	229.017	265.985	283.491	311.02	229.017	265.985
Efna1	196.504	193.298	96.3281	144.487	196.504	193.298	96.3281	144.487
Efna2	0.222632	0.0442382	0.285935	0.0393226	0.222632	0.0442382	0.285935	0.0393226
Efna3	1.26219	1.50482	0.742995	1.2633	1.26219	1.50482	0.742995	1.2633
Efna4	1.78855	1.53187	2.67335	2.45098	1.78855	1.53187	2.67335	2.45098
Efna5	0.0172286	0.017117	0.124512	0.0152143	0.0172286	0.017117	0.124512	0.0152143
Efnb1	52.9028	62.5481	49.025	55.8707	52.9028	62.5481	49.025	55.8707
Efnb2	15.2096	18.1127	11.6905	19.3569	15.2096	18.1127	11.6905	19.3569
Efnb3	1.36711	1.32996	0.777323	1.45886	1.36711	1.32996	0.777323	1.45886
Efr3a	13.2373	15.8399	13.1276	16.0609	13.2373	15.8399	13.1276	16.0609
Efr3b	1.1081	1.75881	1.19322	0.441563	1.1081	1.75881	1.19322	0.441563
Efs	0.254675	0.177119	0.265761	0.314876	0.254675	0.177119	0.265761	0.314876
Eftud1	11.7639	12.9142	9.9486	11.8351	11.7639	12.9142	9.9486	11.8351
Eftud2	10.3696	7.9856	7.15669	7.97056	10.3696	7.9856	7.15669	7.97056
Egf	0.0188295	0.0748306	0.0151147	0.0498867	0.0188295	0.0748306	0.0151147	0.0498867
Egfbp2	0	0	0	0	0	0	0	0
Egfem1	0	0	0	0	0	0	0	0
Egfl6	0	0	0	0	0	0	0	0
Egfl7	7.55804	10.0809	12.9812	8.71458	7.55804	10.0809	12.9812	8.71458
Egfl8	3.07541	3.23524	2.25085	1.59764	3.07541	3.23524	2.25085	1.59764
Egflam	0.131201	0.297947	0.361086	0.182078	0.131201	0.297947	0.361086	0.182078
Egfr	2.41548	2.33207	1.73343	2.67792	2.41548	2.33207	1.73343	2.67792
Egln1	8.11011	8.23725	12.2116	9.55732	8.11011	8.23725	12.2116	9.55732
Egln2	47.5236	47.216	38.0754	36.1957	47.5236	47.216	38.0754	36.1957
Egln3	23.4216	31.1645	32.1424	20.7762	23.4216	31.1645	32.1424	20.7762
Egr1	3.67806	5.97159	2.88042	3.90841	3.67806	5.97159	2.88042	3.90841
Egr2	0.124252	0.277757	0.0498693	0.0822979	0.124252	0.277757	0.0498693	0.0822979
Egr3	0.212564	0.211188	0.341256	0.187722	0.212564	0.211188	0.341256	0.187722
Egr4	0	0	0	0	0	0	0	0
Ehbp1	0.377493	0.446489	0.497224	0.365125	0.377493	0.446489	0.497224	0.365125
Ehbp1l1	51.0609	50.7577	51.3491	52.5334	51.0609	50.7577	51.3491	52.5334
Ehd1	83.1379	104.63	106.449	88.0704	83.1379	104.63	106.449	88.0704
Ehd2	1.74289	1.91074	3.59408	2.09649	1.74289	1.91074	3.59408	2.09649
Ehd3	0.546162	0.443968	0.697473	0.657726	0.546162	0.443968	0.697473	0.657726
Ehd4	19.3437	15.9262	18.6848	16.512	19.3437	15.9262	18.6848	16.512
Ehf	10.0636	10.3039	10.9409	12.4171	10.0636	10.3039	10.9409	12.4171
Ehhadh	74.8214	81.7466	33.563	64.0796	74.8214	81.7466	33.563	64.0796
Ehmt1	3.5704	2.76033	3.47971	4.13744	3.5704	2.76033	3.47971	4.13744
Ehmt2	32.4019	33.8304	29.3311	38.325	32.4019	33.8304	29.3311	38.325
Ei24	37.6516	33.894	30.4974	37.8402	37.6516	33.894	30.4974	37.8402
Eid1	2.71387	2.40482	2.62004	2.75297	2.71387	2.40482	2.62004	2.75297
Eid2	0.316971	0.15746	0.254437	0.209945	0.316971	0.15746	0.254437	0.209945
Eid2b	0.231854	0.0767845	0.186112	0.27301	0.231854	0.0767845	0.186112	0.27301
Eid3	0.546754	0.775962	0.188045	0.138042	0.546754	0.775962	0.188045	0.138042
Eif1	444.17	517.077	443.93	465.423	444.17	517.077	443.93	465.423
Eif1a	42.8036	41.1569	24.8106	39.132	42.8036	41.1569	24.8106	39.132
Eif1ad	33.6697	32.3982	24.6862	26.2227	33.6697	32.3982	24.6862	26.2227
Eif1ax	29.3055	19.6473	20.4639	22.3036	29.3055	19.6473	20.4639	22.3036
Eif1b	14.1146	16.8998	15.0098	15.5547	14.1146	16.8998	15.0098	15.5547
Eif2a	17.1175	13.4264	9.66435	14.1406	17.1175	13.4264	9.66435	14.1406
Eif2ak1	26.5274	30.6044	24.232	29.732	26.5274	30.6044	24.232	29.732
Eif2ak2	9.79664	9.89856	7.74702	8.15575	9.79664	9.89856	7.74702	8.15575
Eif2ak3	11.0064	10.5978	10.7591	12.7896	11.0064	10.5978	10.7591	12.7896
Eif2ak4	0.728831	0.868704	0.804434	0.917206	0.728831	0.868704	0.804434	0.917206
Eif2b1	14.0552	8.89978	8.54121	11.6259	14.0552	8.89978	8.54121	11.6259
Eif2b2	24.7086	21.2465	17.4176	18.7749	24.7086	21.2465	17.4176	18.7749
Eif2b3	1.38454	1.07815	1.74216	1.10316	1.38454	1.07815	1.74216	1.10316
Eif2b4	15.7615	8.47137	10.3816	12.0502	15.7615	8.47137	10.3816	12.0502
Eif2b5	15.8649	12.3199	10.0123	14.1718	15.8649	12.3199	10.0123	14.1718
Eif2c1	1.68677	1.81241	1.49441	1.96412	1.68677	1.81241	1.49441	1.96412
Eif2c2	2.64999	3.30738	2.39089	3.259	2.64999	3.30738	2.39089	3.259
Eif2c3	0.322956	0.183352	0.194431	0.305585	0.322956	0.183352	0.194431	0.305585
