peak,chr,chromStart,chromEnd,Name,Start_b,End_b,Name_b,Strand,Distance,CV_amplitude,CV_phase,CV_mean,CV_pvalue,CV_qvalue,CV_fdr_BH,GF_amplitude,GF_phase,GF_mean,GF_pvalue,GF_qvalue,GF_fdr_BH
chr11_113197521_113202228,chr11,113197521,113202228,3344,113201838,113203838,2610035D17Rik,-,0,21.6534014992,13.1064733113,110.39845358,0.247457880803,0.00573240432814,0.307514703375,37.3389073296,1.47880304504,124.30629602,0.770489055315,0.541445479813,0.894427172188
chr11_113208451_113210381,chr11,113208451,113210381,3345,113209669,113211669,4732490B19Rik,-,0,16.3867707733,9.3583029207,73.7346731806,0.0808813618356,0.00301899638379,0.161953994225,20.637652784,3.32462402715,80.166121569,0.875372685502,0.541445479813,0.894427172188
chr11_113564875_113565964,chr11,113564875,113565964,3348,113565815,113567815,Slc39a11,-,0,7.78118328363,9.87281618239,31.7633093459,0.174702174283,0.00454927770692,0.244045901952,5.93867039646,2.84069028488,27.8280604083,0.860470178012,0.541445479813,0.894427172188
chr11_113630718_113633067,chr11,113630718,113633067,3349,113622257,113624257,Sstr2,+,6462,15.0186597334,14.1480615502,51.6908456528,0.145116347112,0.00408156976184,0.218955719585,28.4316230365,2.79617122291,54.4689145843,0.386318076081,0.541445479813,0.894427172188
chr11_113648509_113651457,chr11,113648509,113651457,3350,113647529,113649529,Cog1,+,0,20.2921816318,12.031972646,100.009473222,0.142241078492,0.00403772424537,0.216603627824,41.6482537047,1.50950016334,114.914925275,0.773765029815,0.541445479813,0.894427172188
chr11_113681185_113685537,chr11,113681185,113685537,3351,113682412,113684412,D11Wsu47e,+,0,27.7080891188,12.813272557,125.293313525,0.214986249275,0.00520266911503,0.279097069587,57.7235538037,0.94568906927,145.736051387,0.698200127133,0.541445479813,0.894427172188
chr11_113746934_113752820,chr11,113746934,113752820,3352,113751815,113753815,Cdc42ep4,-,0,48.0080601729,10.7928037445,197.276996359,0.155636046513,0.00424832328474,0.227901208632,88.3086587888,1.13507497752,219.378152217,0.727591250289,0.541445479813,0.894427172188
chr11_114668345_114671471,chr11,114668345,114671471,3353,114666543,114668543,Rpl38,+,0,24.0038035685,11.6470597716,97.9598912569,0.0542173978458,0.00255312862778,0.136962528759,35.7397571435,1.66782262411,110.789819045,0.789427298449,0.541445479813,0.894427172188
chr11_114675197_114677936,chr11,114675197,114677936,3354,114673468,114675468,Ttyh2,+,0,22.7305142077,11.7932410959,87.6407052027,0.0258907736316,0.00185789446448,0.0996667074484,29.1408227702,1.49304272318,95.3830214819,0.77201886593,0.541445479813,0.894427172188
chr11_115084533_115085692,chr11,115084533,115085692,3355,115089431,115091431,Rab37,+,3740,7.84842930655,7.35058474185,24.8743834411,0.000309764216412,0.000263638142307,0.0141428623121,9.02033451881,5.45461285034,36.0837728864,0.893150898679,0.541445479813,0.894427172188
chr11_115163233_115168620,chr11,115163233,115168620,3356,115161341,115163341,Slc9a3r1,+,0,107.401132312,10.9051176965,301.154886352,0.00640468686131,0.000998653532848,0.0535727466783,97.0498026816,3.51135721563,354.409761054,0.879709370243,0.541445479813,0.894427172188
chr11_115186336_115188192,chr11,115186336,115188192,3358,115185487,115187487,Tmem104,+,0,9.83190292987,9.73303256285,67.0823766243,0.502368552133,0.00994444378651,0.533469466945,25.2060460053,1.61280449708,83.7580063434,0.784209820239,0.541445479813,0.894427172188
chr11_115277108_115278422,chr11,115277108,115278422,3360,115276969,115278969,Fdxr,-,0,9.85880868689,9.6690008231,33.4466246192,0.000205675144817,0.000235709095858,0.0126446092331,16.392456279,1.69642629356,45.3175423818,0.792050096904,0.541445479813,0.894427172188
chr11_115373052_115375030,chr11,115373052,115375030,3362,115367719,115369719,C630004H02Rik,-,3334,7.81848748782,11.3025040733,25.0042141414,0.0399944104603,0.00224070604729,0.12020262634,15.46651123,0.703059348759,42.4413784996,0.653112840816,0.541445479813,0.894427172188
chr11_115403052_115405199,chr11,115403052,115405199,3363,115401766,115403766,Ict1,+,0,8.93203452328,8.12979195547,51.1313086186,0.358402458948,0.00752942063117,0.4039156032,29.8680883758,3.43592584293,69.4702340332,0.450299678078,0.541445479813,0.894427172188
chr11_115411561_115414809,chr11,115411561,115414809,3364,115418126,115420126,Kctd2,+,3318,20.7198780817,14.0307255493,92.5329229151,0.298516596848,0.00655737368286,0.35177016616,38.1920361136,1.30438399272,106.212630529,0.750234270671,0.541445479813,0.894427172188
chr11_115418243_115423038,chr11,115418243,115423038,3365,115418126,115420126,Kctd2,+,0,37.3059418782,9.58938429915,155.862072166,0.0565701177052,0.00259769146875,0.139353101377,69.3414823642,0.983535765208,175.95169202,0.704449108245,0.541445479813,0.894427172188
chr11_115431266_115435044,chr11,115431266,115435044,3366,115438545,115440545,4933422H20Rik,+,3502,8.94588928303,12.3684981125,52.9184471556,0.0347709415645,0.00210900747411,0.113137659295,28.5657237317,2.87949986503,71.0079046153,0.400350775211,0.541445479813,0.894427172188
chr11_115446011_115450332,chr11,115446011,115450332,3367,115448060,115450060,Mir3968,-,0,17.3543461067,12.2828772446,123.045451371,0.110071861874,0.00351385195847,0.188500510582,58.9761087784,1.66762402957,168.895553948,0.789408877229,0.541445479813,0.894427172188
chr11_115455125_115458241,chr11,115455125,115458241,3368,115460473,115462473,Slc16a5,+,2233,30.1022986363,10.9587457319,109.344499353,0.00778817701915,0.00109180974491,0.0585701096135,33.2361260673,2.57455761817,116.414758722,0.849501743733,0.541445479813,0.894427172188
chr11_115461700_115464229,chr11,115461700,115464229,3369,115460473,115462473,Slc16a5,+,0,41.3758969475,10.5986235792,131.670908056,0.0304576552044,0.00199139459133,0.1068283188,42.6976057056,2.90554074444,142.019006636,0.862815858839,0.541445479813,0.894427172188
chr11_115473079_115477803,chr11,115473079,115477803,3370,115473677,115475677,Armc7,+,0,10.6951921209,16.3723205077,90.9352876979,0.500540352795,0.00991447140102,0.531861598988,41.3675976336,0.699000906625,112.068506173,0.652278882467,0.541445479813,0.894427172188
chr11_115490094_115492561,chr11,115490094,115492561,3371,115491814,115493814,Nt5c,-,0,19.0230554043,9.89296124911,72.1371789706,0.000324502662512,0.000269858277055,0.014476541303,44.6820484502,3.26051202739,87.9592777202,0.436535618613,0.541445479813,0.894427172188
chr11_115509747_115514521,chr11,115509747,115514521,3372,115514370,115516370,Hn1,-,0,66.9015706994,13.3681602518,210.649584776,0.0572755687586,0.00261116295168,0.140075778781,97.2986071261,0.716542614351,228.635793294,0.655863488321,0.541445479813,0.894427172188
chr11_115534031_115537587,chr11,115534031,115537587,3373,115536230,115538230,Sumo2,-,0,21.9040725867,12.4990464913,113.862215376,0.352941835139,0.00743791728344,0.399006908135,36.8906655646,1.68351397009,118.358828933,0.790873554685,0.541445479813,0.894427172188
chr11_115563660_115565265,chr11,115563660,115565265,3374,115562444,115564444,Nup85,+,0,15.8975428246,8.85771686215,61.1057753099,0.144998713418,0.00408123631829,0.218937832013,23.5565349662,2.67826379333,72.0730505751,0.854046957663,0.541445479813,0.894427172188
chr11_115601920_115605377,chr11,115601920,115605377,3376,115602151,115604151,Mrps7,+,0,43.9228496964,11.8867331311,165.878857844,0.0596154966147,0.00265332457127,0.142337537931,69.7798770966,1.3083765811,179.044409235,0.7507310174,0.541445479813,0.894427172188
chr11_115611333_115614061,chr11,115611333,115614061,3377,115612969,115614969,Mif4gd,-,0,20.1953878926,12.2289401964,86.2989821825,0.0716851302151,0.0028621170996,0.153538208495,50.8471733823,3.30968849761,93.7206755982,0.443816209336,0.541445479813,0.894427172188
chr11_115706593_115709665,chr11,115706593,115709665,3379,115708597,115710597,Grb2,-,0,28.144182795,10.7355658996,121.219768855,0.16894813089,0.00446375295492,0.239457928523,47.0115235177,1.82435440604,142.507406369,0.803073570602,0.541445479813,0.894427172188
chr11_115715606_115718015,chr11,115715606,115718015,3380,115708597,115710597,Grb2,-,5010,6.18690014972,9.82009202946,46.5903600152,0.635052910811,0.0122218885912,0.655642943113,22.2472542717,2.8248300588,43.957642408,0.391180421159,0.541445479813,0.894427172188
chr11_115752294_115754960,chr11,115752294,115754960,3383,115763433,115765433,2310067B10Rik,+,8474,17.4466431396,13.1487978216,57.1359043361,0.00671304298637,0.00101704922589,0.0545595832243,32.9945329358,1.59024896773,90.3266705304,0.782003123332,0.541445479813,0.894427172188
chr11_115763378_115767683,chr11,115763378,115767683,3384,115763433,115765433,2310067B10Rik,+,0,41.1570833295,11.1637503882,168.926997833,0.0179994942949,0.00158581561418,0.0850710435428,77.2835315827,1.06807773323,206.910540996,0.717717933904,0.541445479813,0.894427172188
chr11_115811813_115814483,chr11,115811813,115814483,3386,115812739,115814739,Tsen54,+,0,26.2424668254,9.10979792999,95.4341020884,0.0594395143908,0.00265080720385,0.142202493811,40.7380755699,1.27415185035,120.431052468,0.746419466537,0.541445479813,0.894427172188
chr11_115822846_115828137,chr11,115822846,115828137,3387,115822058,115824058,Llgl2,+,0,28.4097131317,11.2304713453,202.655238713,0.21632905051,0.00522206335691,0.280137473263,75.5020274058,1.58949097797,232.871123706,0.781928266583,0.541445479813,0.894427172188
chr11_115909956_115914548,chr11,115909956,115914548,3391,115910017,115912017,1110017F19Rik,+,0,54.540019827,12.9196588927,196.68660376,0.0938269451798,0.00324157043377,0.173893974212,75.8631143986,1.56890282964,198.84149597,0.779877420823,0.541445479813,0.894427172188
chr11_115931899_115935224,chr11,115931899,115935224,3392,115931659,115933659,Sap30bp,+,0,31.7452324908,10.8655948937,99.4435160146,0.00322920445728,0.000741455489785,0.0397753633477,37.2199538801,1.26174525338,124.623415838,0.744826276992,0.541445479813,0.894427172188
chr11_115973672_115977763,chr11,115973672,115977763,3394,115972725,115974725,Itgb4,+,0,33.1840369532,9.24204343411,155.644600956,0.250733022244,0.00578550205329,0.310363129667,61.5046645291,2.25563913374,185.506237597,0.833006589382,0.541445479813,0.894427172188
chr11_116003917_116006905,chr11,116003917,116006905,3395,116012719,116014719,Galk1,-,5815,13.8659678783,13.7594559277,71.2888226244,0.00565652654049,0.000949757664085,0.0509497288801,31.243175177,0.673413301666,82.2654749235,0.646956129157,0.541445479813,0.894427172188
chr11_116011064_116012921,chr11,116011064,116012921,3396,116012719,116014719,Galk1,-,0,5.02608493465,11.0885420449,27.8269897753,0.468034482992,0.00936031027372,0.502133637573,17.0853896174,3.07302069994,39.4039379303,0.419664144189,0.541445479813,0.894427172188
chr11_116021472_116024757,chr11,116021472,116024757,3397,116024504,116026504,H3f3b,-,0,33.5969667144,8.40134035044,149.61014701,0.319192681397,0.00689250408011,0.369748228907,49.4496360046,2.32950041541,160.842641196,0.837196605555,0.541445479813,0.894427172188
chr11_116028992_116032136,chr11,116028992,116032136,3398,116028322,116030322,Unk,+,0,44.198386398,12.491431819,185.881212557,0.0906783098339,0.00318883289453,0.171064870086,63.2247442338,2.03239163365,187.877870668,0.818775481733,0.541445479813,0.894427172188
chr11_116077044_116078889,chr11,116077044,116078889,3400,116077961,116079961,Unc13d,-,0,9.36610574736,10.1783445075,43.4766626247,0.0450759215202,0.00236092414554,0.126651723561,19.1917299691,0.997109272335,47.8074939986,0.706642786097,0.541445479813,0.894427172188
chr11_116084649_116089650,chr11,116084649,116089650,3401,116086964,116088964,Wbp2,-,0,34.2568679575,14.0169659773,161.596354402,0.183442869387,0.00468932486633,0.251558728721,51.0147780328,2.94070397742,177.942417133,0.864038675208,0.541445479813,0.894427172188
chr11_116129741_116132185,chr11,116129741,116132185,3402,116131128,116133128,Trim65,-,0,46.769869385,10.9408343576,131.830326883,0.0310176665636,0.00200744208827,0.107689186418,34.5743260016,2.05061701819,113.797962264,0.820032502082,0.541445479813,0.894427172188
chr11_116137054_116138961,chr11,116137054,116138961,3403,116138868,116140868,Mrpl38,-,0,18.9954295944,14.985467559,51.7177185874,0.126608604597,0.00378477476954,0.203034158789,18.6913336842,0.841034578607,50.872756942,0.679860449948,0.541445479813,0.894427172188
chr11_116167233_116169017,chr11,116167233,116169017,3404,116168178,116170178,Fbf1,-,0,6.32376520665,10.081917687,32.3335060107,0.531182809066,0.0104443098376,0.5602847702,11.5089727846,1.03966397616,37.7296354399,0.713361985682,0.541445479813,0.894427172188
chr11_116194719_116200363,chr11,116194719,116200363,3405,116196855,116198855,2310004N24Rik,+,0,76.5744015293,12.8790260579,301.898734166,0.142321933995,0.00403813960345,0.216625909699,100.029267058,2.01731661969,300.136206074,0.817722088202,0.541445479813,0.894427172188
chr11_116207753_116212749,chr11,116207753,116212749,3406,116214002,116216002,Cdk3-ps,+,1254,56.6698602008,12.6508255907,193.960542962,0.0459342851008,0.00237606038267,0.127463706667,45.7399584647,2.58180660804,180.068298168,0.849831438307,0.541445479813,0.894427172188
chr11_116215478_116220877,chr11,116215478,116220877,3407,116214002,116216002,Cdk3-ps,+,0,26.7338701131,11.3216603584,133.458325312,0.0155929420184,0.00148868949641,0.0798607151031,49.0064102479,1.2573691854,151.323837584,0.744260429776,0.541445479813,0.894427172188
chr11_116236452_116238242,chr11,116236452,116238242,3408,116238091,116240091,Evpl,-,0,10.2668874008,13.8342901059,44.3547053621,0.222070031905,0.0053162987789,0.285192730391,13.9604726999,2.44057620698,53.3021605314,0.843063487404,0.541445479813,0.894427172188
chr11_116241312_116242826,chr11,116241312,116242826,3409,116238091,116240091,Evpl,-,1222,9.36129659735,9.7473353006,51.7231248684,0.036356496254,0.00215048860405,0.115362913593,23.1999727005,3.3158762327,55.2409340198,0.444724164369,0.541445479813,0.894427172188
chr11_116246212_116247613,chr11,116246212,116247613,3410,116238091,116240091,Evpl,-,6122,7.0006645466,10.0612953096,42.0995753407,0.00587976393496,0.000962623788231,0.0516399318253,14.5654799432,2.66218415714,50.3024607083,0.853365897336,0.541445479813,0.894427172188
chr11_116247659_116249038,chr11,116247659,116249038,3411,116238091,116240091,Evpl,-,7569,12.855932749,13.2177977112,42.463436958,0.000216623420572,0.000237152589699,0.0127220454283,14.408386481,1.55810372252,46.5181722378,0.778787969475,0.541445479813,0.894427172188
chr11_116272367_116275290,chr11,116272367,116275290,3412,116274217,116276217,Srp68,-,0,20.1476695923,12.6241246342,109.668041258,0.250192227543,0.00577686226768,0.309899648559,39.3604750112,1.41003732809,116.714867087,0.762846479565,0.541445479813,0.894427172188
chr11_116305470_116307746,chr11,116305470,116307746,3413,116306738,116308738,Exoc7,-,0,24.1201509249,14.5465891923,62.8938872397,0.019593305457,0.00164181840974,0.0880753122714,34.2740980007,1.03355608777,81.3494676178,0.712412120363,0.541445479813,0.894427172188
chr11_116428097_116429615,chr11,116428097,116429615,3415,116432094,116434094,Fam100b,+,2480,18.8545061218,13.9301488987,104.368924865,0.328201865393,0.00704020018214,0.377671383034,38.865741676,1.35367789109,95.5421373324,0.75625466713,0.541445479813,0.894427172188
chr11_116429675_116433366,chr11,116429675,116433366,3416,116432094,116434094,Fam100b,+,0,72.052783922,13.6944973437,256.897941548,0.117456009155,0.00363739593528,0.195128024485,82.8421689052,1.93960224225,233.577705495,0.812089242883,0.541445479813,0.894427172188
chr11_116434143_116435670,chr11,116434143,116435670,3417,116432213,116434213,Gm7367,+,0,13.8018870793,12.5409373374,97.4843114353,0.403298641489,0.00826753704925,0.443511842119,25.4600190838,2.4860798426,86.8491347606,0.845325220854,0.541445479813,0.894427172188
chr11_116487982_116492489,chr11,116487982,116492489,3418,116490346,116492346,Prpsap1,-,0,38.4737422658,11.2230681117,169.243868262,0.119189578829,0.00366558282067,0.196640109328,51.6239107429,2.24679964705,167.533532839,0.832488872696,0.541445479813,0.894427172188
chr11_116530671_116534967,chr11,116530671,116534967,3419,116529911,116531911,Sphk1,+,0,9.16005210898,9.22006142813,72.9939024787,0.53998622804,0.0105876915637,0.567976479725,57.3733738845,3.19802341605,114.943996247,0.427119881989,0.541445479813,0.894427172188
chr11_116622428_116624540,chr11,116622428,116624540,3420,116627019,116629019,Rhbdf2,-,2480,10.2595492335,9.86697269035,59.8150374508,0.104180917903,0.00341867314989,0.183394645501,26.6707950263,1.00484982061,70.6088912985,0.707882733014,0.541445479813,0.894427172188
chr11_116670827_116674676,chr11,116670827,116674676,3421,116669660,116671660,1810032O08Rik,+,0,33.3851674829,14.1157221164,100.690213122,0.0107108988375,0.00124241888109,0.0666495333923,33.9581645837,1.71456281661,98.5517288203,0.793682239519,0.541445479813,0.894427172188
chr11_116682020_116684583,chr11,116682020,116684583,3422,116672597,116674597,Snord1a,+,7424,16.497995808,11.7022569596,49.8159351352,0.00981527091679,0.00118508791203,0.0635740148254,18.8615930597,1.29109747696,53.54461815,0.748569408432,0.541445479813,0.894427172188
chr11_116692562_116695448,chr11,116692562,116695448,3423,116694660,116696660,St6galnac2,-,0,25.8505152683,13.8895018503,84.1118084501,0.155365083989,0.00424431530472,0.227686200633,32.7662902366,1.20949037365,89.0578237128,0.73793421881,0.541445479813,0.894427172188
chr11_116752470_116755522,chr11,116752470,116755522,3424,116750167,116752167,BC018473,+,304,7.78170126938,9.8824133087,56.5605266116,0.0479610801003,0.0024154154684,0.12957490937,18.8573509884,2.65215623823,45.2540385019,0.373480867199,0.541445479813,0.894427172188
chr11_116841239_116845568,chr11,116841239,116845568,3425,116841515,116843515,1110005A03Rik,+,0,37.044858853,10.0160546081,179.734530577,0.159171463409,0.00430096040375,0.230724925717,66.5811635192,1.42495635203,177.241998823,0.764541162623,0.541445479813,0.894427172188
chr11_116849732_116855392,chr11,116849732,116855392,3426,116852015,116854015,Mfsd11,+,0,63.6665964086,11.4942914418,263.327419356,0.133373802818,0.0038941822599,0.208903321188,86.0651079952,2.09661626936,285.104314593,0.823126495533,0.541445479813,0.894427172188
chr11_117076100_117077869,chr11,117076100,117077869,3427,117074783,117076783,2810008D09Rik,+,0,20.4613914391,11.2048283991,75.4453961562,0.068056589752,0.00279626476476,0.150005561449,17.0177672989,2.41351534785,71.3236317327,0.841680246297,0.541445479813,0.894427172188
chr11_117085781_117091002,chr11,117085781,117091002,3428,117074783,117076783,2810008D09Rik,+,8999,43.2041345179,14.1417585818,117.114804289,0.0165772663443,0.00153176907836,0.0821717183241,32.0424304132,1.31235098347,128.25175093,0.751223885326,0.541445479813,0.894427172188
chr11_117114031_117116974,chr11,117114031,117116974,3429,117113172,117115172,Sec14l1,+,0,22.9889269484,12.6741642086,110.886412894,0.0281094207632,0.00192788501528,0.103421348998,37.2985448539,1.52573141361,113.97892495,0.775464500591,0.541445479813,0.894427172188
chr11_117198787_117201005,chr11,117198787,117201005,3432,117197661,117199661,2024-09-09 00:00:00,+,0,25.7446061191,10.0608405172,90.8612176129,0.0729164213102,0.00288250571641,0.154631955392,33.7419202989,1.27135849931,91.8828627291,0.746062177789,0.541445479813,0.894427172188
chr11_117202741_117207169,chr11,117202741,117207169,3433,117197661,117199661,2024-09-09 00:00:00,+,3081,44.5109526771,11.1968907294,169.970068265,0.0909046789817,0.00319238262529,0.171255295315,56.9965898244,1.77785178308,165.334749093,0.799195918301,0.541445479813,0.894427172188
chr11_117598526_117599933,chr11,117598526,117599933,3437,117609247,117611247,2900041M22Rik,+,9315,7.65427240579,13.6064153012,33.7103143045,0.17577635908,0.00456498338573,0.244888432745,18.6074199273,3.02835082569,39.6905967072,0.412576643977,0.541445479813,0.894427172188
chr11_117653503_117656284,chr11,117653503,117656284,3438,117652289,117654289,Tnrc6c,+,0,17.0632687669,10.7700212041,69.7913091699,0.482916032589,0.0096174939635,0.515930250922,34.0825713379,0.953071718148,78.578025642,0.699434588978,0.541445479813,0.894427172188
chr11_117778236_117782446,chr11,117778236,117782446,3440,117780297,117782297,Tmc8,+,0,46.0527975633,10.6138742193,157.734430801,0.0878577131432,0.00313872376068,0.168376766709,58.2653830016,1.58908853457,172.670170488,0.781888503888,0.541445479813,0.894427172188
chr11_117789772_117793601,chr11,117789772,117793601,3441,117795660,117797660,6030468B19Rik,+,2060,44.6000895455,11.4396890837,152.500866438,0.103787160473,0.00341220115593,0.183047455528,59.5056153491,1.73322699435,172.659743537,0.795337319839,0.541445479813,0.894427172188
chr11_117808870_117811828,chr11,117808870,117811828,3442,117807667,117809667,Syngr2,+,0,19.6106040734,9.64522232584,107.43553272,0.250025475907,0.0057738817135,0.309739756796,51.2418340003,1.22050772796,133.20272937,0.739412156113,0.541445479813,0.894427172188
chr11_117827730_117830653,chr11,117827730,117830653,3443,117826014,117828014,Tk1,-,0,31.9404361018,12.8428223276,121.185138629,0.102742573499,0.00339457088851,0.182101680222,35.9308258695,2.30632263938,128.113322039,0.835907499656,0.541445479813,0.894427172188
chr11_117837926_117839932,chr11,117837926,117839932,3444,117847237,117849237,Birc5,+,7306,10.5626014727,14.1665041725,57.3932493056,0.0902369266205,0.00318112738598,0.170651508251,19.9585569996,2.09543007061,62.7724489793,0.82304809952,0.541445479813,0.894427172188
chr11_117844550_117850903,chr11,117844550,117850903,3445,117847237,117849237,Birc5,+,0,37.2753264236,11.6657141078,158.777415091,0.0249093467921,0.00182325153718,0.0978082883794,63.7681983394,1.12184253467,178.180247202,0.725684422496,0.541445479813,0.894427172188
chr11_117861206_117864555,chr11,117861206,117864555,3446,117858752,117860752,Cldn27,+,455,24.0618194359,10.36596534,83.870116839,0.141056735667,0.00401914964681,0.215607193895,38.5105143958,0.741503666329,102.894192434,0.660875417912,0.541445479813,0.894427172188
chr11_117871497_117873915,chr11,117871497,117873915,3447,117873526,117875526,Tha1,-,0,11.1110070858,6.77712958328,67.8895123209,0.310174924166,0.00674306508831,0.361731577498,22.9565305184,1.02870094499,65.8043052465,0.711653628927,0.541445479813,0.894427172188
chr11_117881824_117882891,chr11,117881824,117882891,3448,117873526,117875526,Tha1,-,6299,4.83148723262,13.111872157,22.9880696632,0.388528025293,0.00801870869442,0.430163450529,7.26332210878,2.00104657994,18.4515523328,0.816571122007,0.541445479813,0.894427172188
chr11_117967726_117971357,chr11,117967726,117971357,3451,117969366,117971366,Socs3,-,0,39.7469076442,8.52380998506,147.427814037,0.0178121296314,0.00157839938932,0.0846732003242,56.7170722484,1.06530165392,139.358757518,0.717296865244,0.541445479813,0.894427172188
chr11_117986113_117988602,chr11,117986113,117988602,3452,117984857,117986857,Pgs1,+,0,13.8222446461,12.769199624,76.1690222989,0.376010303535,0.00781329937796,0.419144272291,28.4781711403,0.825981276931,80.2412598604,0.677088791668,0.541445479813,0.894427172188
chr11_118246416_118250129,chr11,118246416,118250129,3458,118248592,118250592,Cyth1,-,0,33.8783257748,10.0062421242,148.198570017,0.183206164191,0.00468568859611,0.251363661085,66.9640370052,1.67340040519,182.263107286,0.789943484316,0.541445479813,0.894427172188
chr11_118288489_118291320,chr11,118288489,118291320,3459,118290244,118292244,Usp36,-,0,24.7415676411,11.7833977782,86.4654787962,0.104847195714,0.0034314572599,0.184080448799,35.5330321428,1.77379861083,98.7120839938,0.798851092871,0.541445479813,0.894427172188
chr11_118399316_118404547,chr11,118399316,118404547,3460,118401931,118403931,Lgals3bp,-,0,38.2744939095,12.0416067028,173.461259746,0.0463247748097,0.00238225852402,0.127796205823,64.3208495044,1.40998300463,203.8434112,0.762840271046,0.541445479813,0.894427172188
chr11_118406314_118411607,chr11,118406314,118411607,3461,118401931,118403931,Lgals3bp,-,2384,51.1974061032,10.8558972172,224.341564228,0.0425713575774,0.00230044672222,0.123407413525,98.530695278,1.70038539127,255.699813171,0.792408409309,0.541445479813,0.894427172188
chr11_118416400_118419151,chr11,118416400,118419151,3462,118419052,118421052,Cant1,-,0,53.2623277078,12.3502261204,172.205580792,0.0532559232097,0.00253431579434,0.135953314725,66.0358909917,1.26615217937,176.933557934,0.745394056359,0.541445479813,0.894427172188
chr11_118469258_118472393,chr11,118469258,118472393,3463,118474960,118476960,Engase,+,2568,34.2952724361,13.8348942611,99.1799086299,0.106459215642,0.00345555513924,0.185373179004,27.6594991136,0.977140697621,88.7318541402,0.703406960082,0.541445479813,0.894427172188
chr11_118476884_118478132,chr11,118476884,118478132,3464,118474960,118476960,Engase,+,0,10.2102399912,11.5456082372,41.0380697365,0.00488398260069,0.000883452349535,0.0473927817478,11.4772007157,1.71427253657,40.3711227728,0.793656302784,0.541445479813,0.894427172188
chr11_118988045_118989596,chr11,118988045,118989596,3465,118986188,118988188,Enpp7,+,0,11.0733362756,11.597022362,44.7926569119,0.118509726022,0.00365166617604,0.195893551235,17.6137535266,1.82150668363,62.4193588114,0.80284020985,0.541445479813,0.894427172188
chr11_119039882_119041105,chr11,119039882,119041105,3466,119040913,119042913,Cbx8,-,0,7.1977146617,10.4464969341,34.9982104337,0.470311295558,0.00939988955737,0.504256867369,9.08898283756,2.72334548238,35.691456207,0.855911766286,0.541445479813,0.894427172188
chr11_119052800_119053839,chr11,119052800,119053839,3467,119040913,119042913,Cbx8,-,9888,10.2733869566,12.0693306834,39.8073135669,0.101079741427,0.00336621304244,0.180580424197,19.6193326204,2.14067779038,49.6567975471,0.825987684739,0.541445479813,0.894427172188
chr11_119084694_119087072,chr11,119084694,119087072,3469,119086237,119088237,Cbx4,-,0,14.5452039728,12.5322243861,63.1703890734,0.22278702279,0.00532758666423,0.28579826875,33.0243560579,0.77223994891,76.5938267268,0.666906339838,0.541445479813,0.894427172188
chr11_119214936_119217071,chr11,119214936,119217071,3472,119226572,119228572,Ccdc40,+,9502,12.7281691142,11.0787425957,40.3677667027,0.0823309633506,0.00304146860551,0.163159516062,29.9009641737,3.31972097416,56.2651254577,0.445287400296,0.541445479813,0.894427172188
chr11_119267641_119268841,chr11,119267641,119268841,3473,119265967,119267967,Gaa,+,0,10.8955659601,10.7386549907,38.828544377,0.0258543202199,0.00185683709552,0.0996099849136,20.2144435979,1.19401397288,45.3846301477,0.735835268438,0.541445479813,0.894427172188
chr11_119298407_119301044,chr11,119298407,119301044,3475,119300043,119302043,Eif4a3,-,0,18.6960034036,9.25103068497,104.431663867,0.18644851501,0.00473617316611,0.254071904726,44.7739410944,1.28012176538,117.51820931,0.747180310606,0.541445479813,0.894427172188
chr11_119313068_119316150,chr11,119313068,119316150,3476,119312787,119314787,Card14,+,0,32.3374752723,13.5465822414,116.926659609,0.168239587912,0.00445210420938,0.238833031826,37.4311123458,1.19189863338,116.188139966,0.735546289581,0.541445479813,0.894427172188
chr11_119354594_119356331,chr11,119354594,119356331,3477,119353557,119355557,Slc26a11,+,0,12.8458426124,10.7824646417,48.4716059733,0.1629413844,0.00436673912641,0.234253623839,22.6456290691,1.24569067048,57.7093493434,0.742740311644,0.541445479813,0.894427172188
chr11_119389259_119395987,chr11,119389259,119395987,3478,119388472,119390472,Mir1932,+,0,32.8667198518,9.86888283896,186.770562843,0.243092640124,0.00566073825365,0.303670178395,87.984058341,0.708194283668,222.053619633,0.654164005962,0.541445479813,0.894427172188
chr11_119490058_119493276,chr11,119490058,119493276,3479,119489347,119491347,A730011L01Rik,+,0,21.9801520984,10.8386781242,92.4787687354,0.073867354395,0.00289860854244,0.155495791138,33.019205675,1.94604317309,107.749348625,0.812569293335,0.541445479813,0.894427172188
chr11_119602257_119604332,chr11,119602257,119604332,3480,119600995,119602995,Rptor,+,0,6.92273140975,7.61005330509,65.7513611224,0.65325836812,0.0125277119579,0.672048830856,18.1773020568,1.57211084548,64.4380494586,0.78019922839,0.541445479813,0.894427172188
chr11_119912442_119918112,chr11,119912442,119918112,3481,119911810,119913810,Chmp6,+,0,57.6574059183,10.6223457518,264.491324947,0.152771510436,0.00419860656876,0.225234156503,108.288908973,1.33282480215,296.898570522,0.753737518487,0.541445479813,0.894427172188
chr11_120097222_120100841,chr11,120097222,120100841,3483,120096934,120098934,1810043H04Rik,+,0,40.99096264,9.90960228825,153.377526782,0.137270614228,0.00396034076954,0.212452392975,60.2433324213,1.5996676471,171.894108829,0.782929474029,0.541445479813,0.894427172188
