peak,chr,chromStart,chromEnd,CV_amplitude,CV_phase,CV_mean,CV_pvalue,CV_qvalue,CV_fdr_BH,GF_amplitude,GF_phase,GF_mean,GF_pvalue,GF_qvalue,GF_fdr_BH
chr12_116046914_116049514,chr12,116046914,116049514,33.7187354152,10.3431033307,77.7870005334,0.040338661598,0.00192519969865,0.0582705901482,22.3534165421,0.3818997083,212.586333361,0.0985705401889,0.00304455700197,0.273031225437
chr12_116262019_116263758,chr12,116262019,116263758,7.23733706059,15.587490835,28.3875815625,0.265557124111,0.00958219899125,0.290027258225,12.7767206246,20.1613614878,81.0312410369,0.238710476335,0.00372205537033,0.333788245137
chr12_116268758_116270617,chr12,116268758,116270617,4.08121924684,17.0311521475,24.7377264534,0.225265081816,0.00825536258622,0.249867507315,17.4904643957,1.46665142321,65.8030336001,0.126494564294,0.00308361724832,0.276534088717
chr12_116279844_116283917,chr12,116279844,116283917,216.171264122,10.7024049382,322.277349033,0.00253197265332,0.000454886380597,0.0137681809665,179.969378465,2.31482710131,1027.12894833,0.323351168202,0.00428816558983,0.384556145643
chr12_116404325_116407003,chr12,116404325,116407003,58.4861781942,12.0015098337,112.666456154,0.0507782047618,0.00230150694147,0.0696603930508,48.5834787283,0.343929201455,230.009059332,0.112630158062,0.00306188464955,0.274585142427
chr12_117456353_117460647,chr12,117456353,117460647,5.24014843741,8.3877147708,42.3957469781,0.418173530481,0.0145434352414,0.440190466938,30.2196687788,19.4674894426,166.61697583,0.351969485061,0.00449432618306,0.403044313008
chr12_117532890_117535582,chr12,117532890,117535582,46.2974244806,11.1290725686,102.043274675,0.0293870565532,0.00152440767262,0.0461396990516,50.6060248725,0.143113832031,246.301956495,0.171827861676,0.00317954353627,0.285136611821
chr12_117553366_117555862,chr12,117553366,117555862,4.34661398322,12.2277460211,34.7586215292,0.248905891532,0.00903955722198,0.273602958888,33.7551543831,20.4098321476,89.0091836881,0.18478914465,0.00341016981047,0.305818824117
chr12_117559494_117561719,chr12,117559494,117561719,10.5077695873,10.7208499771,38.4501403019,0.0413196020815,0.00196009519822,0.0593267825808,21.2540403587,0.265411257471,71.106887903,0.134665124614,0.00308361724832,0.276534088717
chr12_117843027_117845610,chr12,117843027,117845610,32.0048108456,11.3555909914,65.7587360156,0.0331680361544,0.00166407363498,0.0503670101488,39.7466547835,19.900323862,160.645535427,0.280930864226,0.00397811136913,0.356750956325
chr12_118300285_118303300,chr12,118300285,118303300,60.7540864323,11.9124484743,128.951326649,0.00880019921598,0.000754796028603,0.0228456352133,55.9172231257,1.32884160055,343.311078881,0.106275886153,0.00304853084097,0.273387593254
chr13_3359067_3362081,chr13,3359067,3362081,8.7787752671,10.7271394222,40.5853209759,0.00225882785744,0.00043963186676,0.0133064680729,20.1137006244,0.330118155466,88.4972742076,0.115659597565,0.00306567600694,0.274925145572
chr13_3372571_3375399,chr13,3372571,3375399,35.3269271283,3.03028319601,363.330316995,0.0767825828184,0.00323299845599,0.0978541229308,36.2060431222,11.1844981551,231.342782227,0.0428514048023,0.00299990410423,0.269026821715
chr13_3536725_3541872,chr13,3536725,3541872,138.758680082,10.982560736,219.456754187,0.00806208158561,0.000727678317687,0.0220248554159,75.3130082836,0.834113742289,509.05129471,0.0207452556967,0.0029624061684,0.265664064058
chr13_3609188_3611894,chr13,3609188,3611894,53.5936272543,11.2533692304,93.7510301273,0.0229846587541,0.00129316122716,0.0391404943166,87.4954383638,1.24068231548,329.254880193,0.0963063065385,0.00304455700197,0.273031225437
chr13_3633497_3635712,chr13,3633497,3635712,29.5874400439,13.3902161989,53.5348829231,0.0223496213946,0.00126883423629,0.0384041820703,30.6961125287,1.3757436038,113.18573367,0.116572979326,0.00306567600694,0.274925145572
chr13_3636506_3637728,chr13,3636506,3637728,1.52173221622,6.24437548324,13.064021562,0.396074235349,0.0138304290178,0.418609696144,10.8619265029,1.46767421671,48.957819665,0.126713617257,0.00308361724832,0.276534088717
chr13_3658734_3660665,chr13,3658734,3660665,7.36804731635,11.057730131,24.087373148,0.00160890789642,0.000389684135992,0.011794685295,16.9873705295,19.0192923943,82.1911316339,0.404915346241,0.00493219669986,0.442311872692
chr13_3742115_3747814,chr13,3742115,3747814,21.252685134,14.8154238846,96.4489716357,0.124457281641,0.00488399013701,0.1478251777,58.350375821,0.544624727136,221.296949999,0.0550006868451,0.00303100579363,0.271815973754
chr13_3888796_3897198,chr13,3888796,3897198,142.448670475,9.63244477936,244.236126436,0.000880617872689,0.000316804989334,0.00958883055262,151.259865444,1.37039877584,872.951474907,0.115401328993,0.00306567600694,0.274925145572
chr13_3916658_3918945,chr13,3916658,3918945,32.984588844,10.9581907581,70.1379912234,0.0271445737845,0.00144019676274,0.0435908624716,49.2540445973,0.787897041159,167.599228718,0.0097942192966,0.00280957396799,0.251958305573
chr13_3924156_3928633,chr13,3924156,3928633,60.3812981604,9.59059339093,106.795584606,0.00889065565083,0.000757728858082,0.0229344040328,53.2421846061,2.23876321264,439.269506952,0.30857142975,0.00417886220421,0.374753984836
chr13_4058909_4061897,chr13,4058909,4061897,10.1267281269,10.1753174788,40.6230737505,0.231907913414,0.00847244715196,0.256438070237,14.5617081187,20.3324656196,167.499773511,0.20178528355,0.00350571672036,0.314387325176
chr13_4190950_4193904,chr13,4190950,4193904,6.13485887512,12.4274461308,35.5297352926,0.387398217104,0.0135515933555,0.410170094472,39.5838059124,1.09174758067,168.562350661,0.0719237886366,0.00303100579363,0.271815973754
chr13_4233486_4235989,chr13,4233486,4235989,9.36856257111,18.118296326,28.295621384,0.117956330365,0.00466433149524,0.141176704455,23.7573730385,10.4627501534,100.336004018,0.119279241847,0.00306567600694,0.274925145572
chr13_4277891_4279754,chr13,4277891,4279754,6.15640906634,11.1858270307,26.0518969617,0.0407052796754,0.0019368855983,0.0586242907379,17.4396368564,0.951670564293,105.189630675,0.0395127555432,0.0029998021339,0.269017677172
chr13_4354442_4356992,chr13,4354442,4356992,3.23121661021,1.5236329439,21.1128373494,0.0385999852594,0.00186398541464,0.0564177992624,5.08649015098,1.87058442614,53.5458036754,0.806789121651,0.00918517891999,0.823712827436
chr13_4608145_4609754,chr13,4608145,4609754,16.3933401762,9.61034284288,35.2944546303,5.45803077201e-05,8.61936457191e-05,0.00260884863351,5.14171689856,2.65484097487,112.513023261,0.853052041076,0.00964498869277,0.864947866113
chr13_5526409_5528189,chr13,5526409,5528189,1.35664072623,4.13928734862,19.0298076738,0.780172102622,0.0260586981183,0.788726342991,10.3967134186,18.9282368761,49.0001038007,0.419465888838,0.00505020714302,0.452894869131
chr13_5548185_5550471,chr13,5548185,5550471,5.68926867915,12.6500451467,36.330205072,0.252521156129,0.00915672787457,0.277149397774,35.6382870636,1.09658445819,98.5387328477,0.0730395505744,0.00303100579363,0.271815973754
chr13_5712573_5715319,chr13,5712573,5715319,9.30755138791,10.4402575101,42.1694881535,0.0447515490374,0.0020867369841,0.0631598870665,30.4502358812,19.9012373273,109.801995361,0.280746800709,0.00397638867014,0.356596467309
chr13_5802794_5804928,chr13,5802794,5804928,25.9603807356,9.94291664717,43.5349530527,0.012340985754,0.000896425318315,0.0271323709216,50.3953459674,1.21329267551,163.643760187,0.0901411123639,0.00304455700197,0.273031225437
chr13_5843240_5846700,chr13,5843240,5846700,11.5059126384,11.8869394652,55.5595305025,0.290364960288,0.0104020968663,0.31484335033,61.4210213264,1.64345031106,200.481023414,0.196513227439,0.00347573454514,0.31169856946
chr13_5860075_5867697,chr13,5860075,5867697,554.97420845,10.0967951669,805.512084301,0.0213453469755,0.00123420107658,0.0373559299559,186.535963341,2.01388006244,2610.93470127,0.817480204078,0.00929251561396,0.833338618338
chr13_5891788_5894098,chr13,5891788,5894098,0.822776060137,15.6589798909,25.0564259974,0.865741288299,0.028771160872,0.870825257468,26.421367859,0.829850260782,73.3260034994,0.0197352731901,0.00294790184244,0.264363338242
chr13_5919001_5921447,chr13,5919001,5921447,3.88696879947,17.3099980172,31.9746559211,0.778413304232,0.0260040780503,0.787073141196,44.1183117748,1.63987464585,120.849461857,0.195729031988,0.00347137252825,0.311307390442
chr13_6028095_6031078,chr13,6028095,6031078,21.2599200717,11.9788920688,52.3264970134,0.0323828503673,0.0016342854163,0.0494654013008,55.8912640407,20.3819165977,215.623878371,0.190941789786,0.00344182358099,0.308657485949
chr13_6061557_6064017,chr13,6061557,6064017,6.31725829889,9.65807154245,30.657306661,2.19270378521e-08,1.61316130423e-06,4.88260315371e-05,28.1417051709,0.653534899662,102.062511963,0.0220485500858,0.0029624061684,0.265664064058
chr13_6076494_6079198,chr13,6076494,6079198,4.76165982829,7.39026777625,26.0080358069,0.202172933696,0.00748930639616,0.226681057456,32.130232253,0.224128013002,69.4776031426,0.151915465257,0.00311642436078,0.279476180494
chr13_6104594_6110660,chr13,6104594,6110660,49.7458757695,10.0642510549,104.824829711,0.0332762603285,0.00166751330801,0.0504711197523,144.389957801,1.24578917832,644.287937054,0.0974546478832,0.00304455700197,0.273031225437
chr13_6114933_6119050,chr13,6114933,6119050,4.57115238371,8.13245861948,41.8928577945,0.329578587681,0.0116817504626,0.353575005177,43.8570885075,0.728198467429,174.286215429,0.00435591863896,0.00271635542397,0.243598608812
chr13_6130067_6132784,chr13,6130067,6132784,4.65075471362,3.66295943549,27.0243700151,0.00210376685301,0.000429477861708,0.012999133791,33.49824891,1.31346058066,86.8028968418,0.102891665647,0.00304646115702,0.273201987156
chr13_6204223_6206059,chr13,6204223,6206059,5.35899147501,6.93301215293,18.0283925874,0.129155235547,0.00504379889813,0.15266215686,5.99239625106,3.20594109263,57.9281585905,0.428322998339,0.00512457749873,0.459564289129
chr13_6210739_6215517,chr13,6210739,6215517,4.28064511815,9.54073712272,53.5210888398,0.571290946009,0.0194076036593,0.587415694788,45.955197132,0.663467239155,130.061424903,0.0274449847186,0.0029998021339,0.269017677172
chr13_6240103_6242553,chr13,6240103,6242553,3.94692546804,5.05020797308,21.9122849968,0.0149547562192,0.000995218454164,0.0301225720589,26.2659828787,0.447138076509,59.0276948047,0.0838782418954,0.00303912674631,0.272544248397
chr13_6254284_6257611,chr13,6254284,6257611,8.78074087255,11.3370870115,38.7667048592,0.0604378199715,0.00265495175558,0.0803582120446,48.7872998464,0.926450047763,150.634841656,0.0336613174496,0.0029998021339,0.269017677172
chr13_6547948_6549403,chr13,6547948,6549403,19.5934307001,12.2261687529,42.3624179226,0.00528716533405,0.000607533268401,0.0183883895832,10.3739085851,1.70023604633,79.309046369,0.208915516619,0.00354243298821,0.317679984042
chr13_6634806_6637877,chr13,6634806,6637877,21.2291886036,10.5117742437,67.5534690265,0.0904148933623,0.00370675891925,0.112193571354,35.813874128,0.613601037618,174.433172899,0.0390183299677,0.0029998021339,0.269017677172
chr13_6645986_6649547,chr13,6645986,6649547,71.7032663624,11.0836687356,168.548889552,0.0611505465862,0.00268005980869,0.0811181649331,53.1588233089,19.355018307,355.070016767,0.372209244741,0.00466320290963,0.418188920113
chr13_8869421_8872316,chr13,8869421,8872316,80.7105768071,10.6744309661,139.058607615,0.00799169397013,0.000724516282712,0.0219291491657,85.6938942928,0.792340055863,415.771585406,0.010847202814,0.00280957396799,0.251958305573
chr13_8884576_8888709,chr13,8884576,8888709,90.3657903077,10.9558653268,149.432853119,0.00382127257452,0.000531946105404,0.0161005705074,147.702872499,1.14937981724,514.362193885,0.0757166595914,0.00303432710421,0.272113823818
chr13_8994525_8997254,chr13,8994525,8997254,100.854023656,10.9938514334,188.283864391,0.00721207558435,0.000690876892708,0.0209109757736,48.6078475907,0.652382593951,489.821137295,0.0223214882832,0.0029624061684,0.265664064058
chr13_9011580_9012286,chr13,9011580,9012286,11.0882576842,8.58444216423,29.026795408,0.0101689356256,0.000810732241981,0.0245386731701,13.8355205866,2.25952120801,82.5032729496,0.312629064997,0.00420856408247,0.377417603948
chr13_9093012_9100447,chr13,9093012,9100447,189.471092888,11.0651754598,333.796974839,0.00506021493084,0.000598028388897,0.0181007025768,94.1817794995,1.32204677187,929.559938517,0.104781283401,0.00304853084097,0.273387593254
chr13_9148746_9153685,chr13,9148746,9153685,19.9083653193,10.2273386405,61.8295408653,0.00450119813061,0.000571729561567,0.0173047081718,32.1994210447,0.629346583432,178.583820243,0.0353654194923,0.0029998021339,0.269017677172
chr13_9275946_9278273,chr13,9275946,9278273,42.3696389037,11.5965792407,92.7520665448,0.0231692969987,0.00130005013033,0.0393490027915,35.5538058261,0.189933596504,228.903567788,0.162535652714,0.0031361406225,0.281244304754
chr13_9494065_9495500,chr13,9494065,9495500,8.62395619897,9.18287124169,23.3791787358,0.00541907390501,0.000613777556689,0.0185773873084,14.3000970903,0.689447151906,73.3751066242,0.0135401492041,0.00282230398281,0.253099913874
chr13_9762340_9765847,chr13,9762340,9765847,191.107491852,11.1726368176,311.921483891,0.00747337478029,0.000702411341535,0.0212600923565,121.990482079,0.900435124329,723.771419749,0.0276220287648,0.0029998021339,0.269017677172
chr13_9834196_9834771,chr13,9834196,9834771,6.01310840293,8.70908927827,43.7554529533,0.0938518434505,0.00382554669696,0.115788956245,1.25001423867,9.09538967941,34.6201048137,0.385222705636,0.00476017618121,0.426885335112
chr13_10358535_10361629,chr13,10358535,10361629,30.612235545,10.7626166514,67.3847189046,0.00530021173325,0.000608585276814,0.0184202310338,39.6647860499,0.19953393459,169.06781654,0.160625082811,0.00313285091391,0.280949288709
chr13_12256454_12258441,chr13,12256454,12258441,21.8424677369,11.093614685,45.6758030629,0.0133486085216,0.000932627886443,0.028228124786,19.8179284916,20.3254500821,133.876498557,0.203317710366,0.00351338034733,0.315074587546
chr13_12394411_12396830,chr13,12394411,12396830,21.6389521147,10.9890610988,60.8081208342,0.000197626528373,0.00016359252565,0.00495150348304,34.4149954836,1.91041439772,182.924456192,0.253901910554,0.00381742614037,0.342340950242
chr13_12459270_12462313,chr13,12459270,12462313,68.1484955885,9.84806371039,127.763725465,0.00351416032787,0.000514753674747,0.0155802021107,68.46576078,0.569469062281,413.318827108,0.0492481901573,0.00302988782761,0.271715716268
chr13_12519035_12520768,chr13,12519035,12520768,9.91161372167,11.8914684032,35.2295453757,0.0503062508866,0.00228351438402,0.0691158069793,23.0556365896,0.489073691874,90.8547910966,0.0744051328068,0.00303432710421,0.272113823818
chr13_12565100_12567467,chr13,12565100,12567467,13.41479125,10.506479306,47.4129347539,0.145701199321,0.00559655123942,0.169392475878,24.354958827,20.2817170038,126.407860402,0.212836194607,0.0035647906954,0.319684989101
chr13_12848322_12848530,chr13,12848322,12848530,0.736151749959,16.3128393093,10.0436552722,0.637322630474,0.0215117325067,0.651101986538,2.01297338019,12.0316424774,3.36560001795,0.233285120741,0.00368821854636,0.330753810404
chr13_13589526_13591540,chr13,13589526,13591540,24.8473641111,13.633911865,56.2341428949,0.0771364488361,0.00324580842194,0.0982418459688,31.0468855901,0.654913596235,139.036698676,0.0217219819764,0.0029624061684,0.265664064058
chr13_13752774_13755585,chr13,13752774,13755585,19.2667457389,18.1642142601,119.417379878,0.000893126809314,0.000318000709424,0.00962502176716,14.9614075011,12.3923803009,58.7998392161,0.302664531207,0.00412623900752,0.370034816868
chr13_13860583_13861280,chr13,13860583,13861280,15.4076530722,19.1704727009,44.397559629,0.00812352744079,0.000729099017454,0.0220678561571,2.44936588404,9.19816312222,25.1558322147,0.373574374076,0.00467480974549,0.419229803439
chr13_13953239_13956290,chr13,13953239,13956290,49.9476832257,10.8742957079,117.172589839,0.00581086706146,0.000632574028446,0.0191463056927,58.5966082996,1.07052724664,282.354594262,0.0670256482461,0.00303100579363,0.271815973754
chr13_13981942_13982107,chr13,13981942,13982107,4.56894158172,4.90768037047,23.8028353345,0.000275548587521,0.000191245028094,0.00578846997417,4.33136447148,9.12881620473,10.719365705,0.37949439111,0.00470708084748,0.422123826615
chr13_14021402_14023598,chr13,14021402,14023598,13.8437983994,11.803999495,28.5920857124,0.00303221602601,0.000487656994793,0.0147600588637,12.9193893722,19.237372682,64.112201942,0.380579333013,0.00471700354862,0.423013679309
chr13_14038325_14041210,chr13,14038325,14041210,77.4647546571,10.9210075137,141.607242459,0.0236437131649,0.00131763123917,0.0398811354261,53.6846228096,1.66956383577,397.086338966,0.149396843511,0.00310870823513,0.278784210122
chr13_14061614_14066491,chr13,14061614,14066491,149.861417641,10.4052380173,253.884764999,0.00452456340824,0.000572936135411,0.0173412279001,145.248110089,0.940706937979,745.124344216,0.0369695267096,0.0029998021339,0.269017677172
chr13_14611634_14614400,chr13,14611634,14614400,80.3233126732,11.1566654039,152.794633178,0.0164917218627,0.00105295205289,0.031870012011,96.7457321166,1.09835500261,478.451082723,0.0734479095173,0.00303100579363,0.271815973754
chr13_14629201_14631837,chr13,14629201,14631837,38.8045478799,12.505561539,83.700663812,0.00738807594593,0.000698633784871,0.0211457559288,41.7956314011,0.696268432189,187.948332303,0.0119236555373,0.00281942335592,0.25284158365
chr13_16011569_16013254,chr13,16011569,16013254,11.1037756035,10.3488415097,25.4789218431,0.000602914011026,0.000272332063795,0.00824275532802,23.0728535185,20.0924619495,70.4760291055,0.253296730996,0.00381263620979,0.341911396578
chr13_17693736_17697317,chr13,17693736,17697317,171.420920964,10.8581071341,279.477534483,0.00834126738435,0.000737575608415,0.0223244196492,175.909920686,1.48558584588,864.598087455,0.130546842053,0.00308361724832,0.276534088717
chr13_17801557_17806568,chr13,17801557,17806568,222.202895431,11.0189862095,402.722078591,0.00442473746138,0.000566554517649,0.017148073583,180.245857685,0.292611616198,1013.79073084,0.128851050887,0.00308361724832,0.276534088717
chr13_17942312_17945426,chr13,17942312,17945426,75.1665067318,10.9416513509,162.446773308,0.0464603845446,0.00214551115434,0.064938822305,80.1616915928,1.08498389943,464.069009325,0.0703631123443,0.00303100579363,0.271815973754
chr13_17991584_17994231,chr13,17991584,17994231,48.9962321398,10.1963957828,80.6861144036,0.00144432591531,0.00037531729487,0.0113598398546,58.3635997813,0.183534521355,282.900510843,0.160174801665,0.00313285091391,0.280949288709
chr13_18716851_18718812,chr13,18716851,18718812,49.6079299164,11.182386315,91.3880446524,0.00258243829377,0.000459464824675,0.013906758091,45.251654927,2.32970065503,294.113821657,0.326212368868,0.00431251162442,0.386739460869
chr13_19380665_19382875,chr13,19380665,19382875,1.13436822746,11.2308087405,26.1292206782,0.559013920376,0.0190157794407,0.575556234977,17.1852559436,1.8640605285,53.5460605585,0.24411226703,0.00375620258795,0.336850515498
chr13_19388998_19390444,chr13,19388998,19390444,5.1019207078,12.1863380553,19.7630044377,0.191471966304,0.00713466167109,0.215946920401,15.8191772851,0.61504903649,62.1123509935,0.0386824610386,0.0029998021339,0.269017677172
chr13_19393136_19396706,chr13,19393136,19396706,56.3484032866,10.8899896126,117.594728211,0.070317724341,0.00300857232862,0.0910613507858,58.7488336283,0.391740922972,360.683517165,0.0963579931312,0.00304455700197,0.273031225437
chr13_19618713_19620072,chr13,19618713,19620072,5.51101551051,11.4993588748,19.5499317869,0.00181945743622,0.00040907045012,0.0123814566132,24.5869871854,0.714450804911,67.012468534,0.00761441685765,0.00280957396799,0.251958305573
chr13_20089540_20092257,chr13,20089540,20092257,53.5648882256,11.5726350692,129.780905759,0.00255747461892,0.000456957230894,0.0138308600065,63.0408921337,19.9931032788,318.392064199,0.262074321851,0.00385370165428,0.345594082967
chr13_20123487_20126276,chr13,20123487,20126276,12.526595704,11.9406450399,43.5615471489,0.000961623440082,0.000324853325381,0.0098324319263,30.379566492,0.54785539115,111.492371707,0.0542529447503,0.00303100579363,0.271815973754
chr13_20131327_20133984,chr13,20131327,20133984,3.01593088364,16.3607960045,33.6850098574,0.0801164789926,0.0033448987109,0.101241041127,13.8701314111,20.2406765447,73.9875932435,0.221713368104,0.00362275281037,0.324882943112
chr13_20173345_20175083,chr13,20173345,20175083,4.77987676315,11.9457647923,22.9971709458,0.0354462635029,0.00174753830328,0.0528932600134,18.4925867133,19.7252135871,52.4413953702,0.315601479774,0.00422994541216,0.379335048964
chr13_21157893_21161886,chr13,21157893,21161886,16.5899842463,9.48427038086,51.4406566474,0.0151357039808,0.00100193565466,0.030325883558,60.5114017259,0.423490411247,165.846411604,0.0892105814466,0.00304455700197,0.273031225437
chr13_21165461_21170483,chr13,21165461,21170483,22.3220849143,9.99497811904,79.623302416,0.106035903103,0.0042486262226,0.128594429701,68.7799872318,19.9390764953,257.660489841,0.273094117999,0.00392566533244,0.352047675796
chr13_21178871_21182968,chr13,21178871,21182968,81.5214412726,11.5764992277,164.561813002,0.00231944638397,0.0004426472648,0.0133977360195,74.8779179295,0.562541507247,370.715265525,0.0508527133989,0.00303100579363,0.271815973754
chr13_21198969_21201168,chr13,21198969,21201168,17.755382616,9.77626000957,48.2197820154,0.00482860585752,0.00058760105171,0.0177850952702,27.6309218742,0.309848240528,150.050693529,0.125160022162,0.00308361724832,0.276534088717
chr13_21221832_21223794,chr13,21221832,21223794,12.1925421745,12.6018612578,36.4135568957,0.0996964678314,0.00403194926838,0.122036204078,25.3245117262,19.3563779165,77.9286229345,0.37196799992,0.00466213461981,0.418093117513
chr13_21233291_21235045,chr13,21233291,21235045,4.96162288407,12.2296621371,22.6585958055,0.587409225487,0.0199212116262,0.60296121942,14.7935499313,0.271832838433,58.1571770226,0.133293703545,0.00308361724832,0.276534088717
chr13_21274700_21276677,chr13,21274700,21276677,12.9911935518,11.4434579333,31.5650685945,0.00948332567729,0.000783216809028,0.0237058554019,15.9366103439,19.1778582168,72.3338299258,0.390725921794,0.00480761443057,0.431139524915
chr13_21326107_21327967,chr13,21326107,21327967,6.78788612759,14.901077791,19.9867226495,0.177166351028,0.00665681338773,0.201483744715,17.9535151994,0.218845478302,56.6011188056,0.152992043491,0.00311893948089,0.279701732626
chr13_21362257_21364041,chr13,21362257,21364041,10.9872338201,11.3527746204,37.9349442006,0.0056036189502,0.000623330891123,0.0188665409145,24.9110352761,19.5012697307,107.928851224,0.345780443403,0.00444533061639,0.398650465365
chr13_21400747_21403350,chr13,21400747,21403350,53.319352329,10.5160950454,100.062938136,0.0160163365969,0.00103437926145,0.0313078638251,80.0654114421,0.58054971828,322.961364872,0.046680977493,0.00301064921588,0.269990426929
chr13_21407753_21409168,chr13,21407753,21409168,10.1913623236,10.5844688227,26.5841208656,0.0506319865269,0.00229599824176,0.0694936596033,28.1479112083,0.181148319886,96.3402451019,0.160659320585,0.00313285091391,0.280949288709
chr13_21439615_21441703,chr13,21439615,21441703,7.28998590384,10.3893257223,47.27307673,0.41833193889,0.0145469896485,0.44029804923,31.6061723674,20.2270667086,127.864576297,0.2246450555,0.00363604917656,0.326075340939
chr13_21452265_21454356,chr13,21452265,21454356,21.365518181,11.7315109709,55.5706444326,0.00147926518561,0.00037902936472,0.0114721941735,48.7947886837,0.282508133686,193.996691007,0.131012202659,0.00308361724832,0.276534088717
chr13_21467832_21469297,chr13,21467832,21469297,10.642791976,12.0790453363,28.2704448227,0.000929990204918,0.000321527468853,0.00973176724058,25.4715028801,0.589205023431,73.2499722259,0.0446750483407,0.003003690903,0.26936641605
chr13_21478465_21480066,chr13,21478465,21480066,5.04455234093,11.4738837983,26.5432937039,0.0790163332823,0.00330858990691,0.100142071791,19.7877158591,20.313213967,57.6715107938,0.205986883068,0.00352770496919,0.316359197774
chr13_21505999_21507199,chr13,21505999,21507199,11.9990606114,10.8654633398,20.818755154,0.00169130568408,0.000396678458553,0.0120063845299,24.873144167,1.04749161732,50.4385783578,0.0617031296116,0.00303100579363,0.271815973754
chr13_21529783_21531746,chr13,21529783,21531746,29.7240008315,10.6415534969,63.5095842797,0.00138745667683,0.000371204899934,0.0112353687777,41.4284042525,0.428984963229,171.235864457,0.0879722582072,0.00304455700197,0.273031225437
chr13_21709661_21712263,chr13,21709661,21712263,7.92513731124,7.82490670083,34.1116148262,0.0866396443327,0.0035733907112,0.108156876254,34.6463898198,19.2327223635,132.506238797,0.381377962906,0.00472424907097,0.423663446696
chr13_21714829_21719757,chr13,21714829,21719757,79.3910532491,12.1533106235,169.531437853,0.0191279720998,0.00115099513301,0.0348375109893,88.2376666423,20.1527746585,356.974285309,0.240537606993,0.00373348249532,0.334813012266
chr13_21720491_21722972,chr13,21720491,21722972,32.3108249317,11.7298252982,71.656654596,0.0161610206089,0.00104009471774,0.0314808552354,28.7967350587,19.067162698,149.699931013,0.409163026644,0.00495581620055,0.444430033467
chr13_21733024_21736760,chr13,21733024,21736760,19.8920552654,10.5804924779,65.829547661,0.0778971390693,0.00327160887812,0.0990227560264,38.2870494996,19.3919116096,177.640241067,0.365633048898,0.00460823814085,0.413259763534
chr13_21748835_21751229,chr13,21748835,21751229,31.4917189905,11.7176294439,65.6421086984,0.0408778801107,0.00194431250954,0.0588490832627,40.3823706037,19.8493265563,164.892164576,0.291155260776,0.00405013662234,0.363210071111
chr13_21752039_21756222,chr13,21752039,21756222,36.8739032932,11.8718468037,105.436926724,0.0219607815289,0.00125657694716,0.0380331870655,58.637059656,20.0812212019,255.742034925,0.255660027852,0.00382936750414,0.343411833521
chr13_21763414_21766789,chr13,21763414,21766789,6.67642797146,8.08989064936,42.504991247,0.200537671899,0.00743387647696,0.225003343655,17.1209779137,19.5279634894,102.845008,0.340854536386,0.00440494200604,0.395028476429
chr13_21777864_21781279,chr13,21777864,21781279,44.3524528911,11.0978393927,114.781334386,0.131769504849,0.00513464891194,0.155411941167,92.6202889851,19.9944170766,323.341111722,0.261805007187,0.00385284700668,0.345517439474
chr13_21782458_21784182,chr13,21782458,21784182,39.3046173587,10.7081503667,64.8656458181,0.0134976960481,0.000938880469945,0.0284173735849,45.6306229696,0.196572055276,165.76020325,0.161214713766,0.00313285091391,0.280949288709
chr13_21785648_21789198,chr13,21785648,21789198,34.8377866129,10.8932224491,81.6330918354,0.0250744006963,0.00137000462558,0.0414663362425,38.9482806823,19.3748783437,194.157341748,0.368676928739,0.00463190732557,0.415382379897
chr13_21808173_21813774,chr13,21808173,21813774,74.7235322496,10.6669632808,175.543246132,0.0191744797778,0.0011531389114,0.0349023973653,105.506900189,19.7438606938,433.750987183,0.311969221382,0.00420395483982,0.377004254101
chr13_21830322_21835597,chr13,21830322,21835597,85.1718953017,11.1027910009,174.121643079,0.0286456957761,0.00149650249378,0.0452950847289,108.72858575,19.9908126796,397.333298081,0.262543719956,0.0038585327051,0.346027324232
chr13_21940184_21941633,chr13,21940184,21941633,11.5689501738,11.3871450277,25.1514761616,0.00221472104904,0.000436655511848,0.0132163818562,20.4245070044,1.06320597728,67.7767036801,0.0653346115208,0.00303100579363,0.271815973754
chr13_21944402_21946232,chr13,21944402,21946232,21.8052090206,11.6444282022,55.6557306159,0.0107623792332,0.000831704731752,0.0251734537368,19.436404556,1.69397315717,104.584182832,0.207552521913,0.00353800383868,0.317282784671
chr13_21973767_21975457,chr13,21973767,21975457,21.6188402375,10.9558601626,51.3965323039,0.0302749249751,0.00155783264299,0.0471513825412,17.8289769247,18.7799353088,163.302592943,0.430461881485,0.00513748103524,0.46072145859
chr13_22005517_22007670,chr13,22005517,22007670,5.47603712011,14.3359708955,34.6140434598,0.342800240358,0.0121080927739,0.366479234335,13.0017629858,20.8859360165,59.638324996,0.724553715368,0.00837555942621,0.751107386847
chr13_22019601_22022732,chr13,22019601,22022732,19.683680353,9.5864803188,61.8949440483,0.0991644052385,0.00401318909808,0.121468384441,47.4407590193,19.6678401186,181.478864323,0.32668452481,0.00431502028963,0.386964434136
chr13_22025705_22027338,chr13,22025705,22027338,4.91920723796,12.119592766,32.1454958765,0.326150508834,0.0115679070713,0.350129273494,20.1542434419,0.300370975294,76.8925336638,0.127190103119,0.00308361724832,0.276534088717
chr13_22028553_22029689,chr13,22028553,22029689,3.52608378845,8.27705497496,20.0265424284,0.00199672039057,0.000421894902801,0.0127696181253,16.7890374816,20.2038068395,58.6695695288,0.229641119176,0.00366663436031,0.32881817354
