gene_id	q1_FPKM	q2_FPKM	q3_FPKM	q4_FPKM	q1_FPKMr	q2_FPKMr	q3_FPKMr	q4_FPKMr
4930444F02Rik	0	0	0	0	0	0	0	0
4930444G20Rik	0.0151831	0.012546	0.0161915	0.0145494	0.0151831	0.012546	0.0161915	0.0145494
4930444M15Rik	0.0327235	0.0270399	0.0174485	0.0783948	0.0327235	0.0270399	0.0174485	0.0783948
4930444P10Rik	0	0	0	0	0	0	0	0
4930447A16Rik	0	0	0	0	0	0	0	0
4930447C04Rik	0	0	0	0	0	0	0	0
4930447J18Rik	0	0	0	0	0	0	0	0
4930447K03Rik	0.0286731	0.0473886	0.0305792	0.054956	0.0286731	0.0473886	0.0305792	0.054956
4930447N08Rik	0.274723	0.28893	0.106538	0.191468	0.274723	0.28893	0.106538	0.191468
4930448C13Rik	0	0	0	0	0	0	0	0
4930448F12Rik	0	0	0	0	0	0	0	0
4930448H16Rik	0	0	0	0	0	0	0	0
4930448I06Rik	0	0	0	0	0	0	0	0
4930448I18Rik	0	0	0	0	0	0	0	0
4930448K20Rik	0	0	0	0	0	0	0	0
4930449E01Rik	0	0	0	0.0572644	0	0	0	0.0572644
4930449E18Rik	0	0	0	0	0	0	0	0
4930449I24Rik	0	0	0	0	0	0	0	0
4930451C15Rik	0.23414	0.244384	0.11827	0.177129	0.23414	0.244384	0.11827	0.177129
4930451I11Rik	0	0	0	0	0	0	0	0
4930452A19Rik	0	0	0	0	0	0	0	0
4930452B06Rik	0	0	0	0.0179093	0	0	0	0.0179093
4930452G13Rik	0	0	0	0	0	0	0	0
4930452N14Rik	0	0	0	0	0	0	0	0
4930453H23Rik	0	0	0	0	0	0	0	0
4930453N24Rik	12.0916	11.4216	12.3324	10.3942	12.0916	11.4216	12.3324	10.3942
4930455B14Rik	0	0.021999	0	0	0	0.021999	0	0
4930455C13Rik	2.45886	3.14808	2.46624	2.97354	2.45886	3.14808	2.46624	2.97354
4930455C21Rik	12.476	11.0438	11.2722	10.7256	12.476	11.0438	11.2722	10.7256
4930455D15Rik	0	0	0	0	0	0	0	0
4930455F16Rik	0	0	0	0	0	0	0	0
4930455F23Rik	3.75468	3.2071	4.04902	4.02918	3.75468	3.2071	4.04902	4.02918
4930455H04Rik	0	0	0	0.0601335	0	0	0	0.0601335
4930455J16Rik	0	0	0	0	0	0	0	0
4930456L15Rik	0	0	0	0	0	0	0	0
4930458L03Rik	0	0	0	0	0	0	0	0
4930459L07Rik	0	0	0	0	0	0	0	0
4930461G14Rik	0.041232	0.0681485	0.0439753	0	0.041232	0.0681485	0.0439753	0
4930465A12Rik	0	0	0	0	0	0	0	0
4930465K10Rik	0	0	0	0	0	0	0	0
4930465M20Rik	0	0.0158632	0	0	0	0.0158632	0	0
4930467D21Rik	0	0	0.00909452	0	0	0	0.00909452	0
4930467E23Rik	0	0	0	0	0	0	0	0
4930467K11Rik	0	0	0	0	0	0	0	0
4930468A15Rik	0	0.0245822	0	0	0	0.0245822	0	0
4930469G21Rik	0	0	0	0	0	0	0	0
4930470H14Rik	2.89227	2.24859	3.20045	3.50172	2.89227	2.24859	3.20045	3.50172
4930470P17Rik	0	0	0	0	0	0	0	0
4930471C04Rik	0	0.0297026	0.0383333	0.0344458	0	0.0297026	0.0383333	0.0344458
4930471G03Rik	0	0	0	0	0	0	0	0
4930471I20Rik	1.17234	1.38413	1.36951	3.0498	1.17234	1.38413	1.36951	3.0498
4930471M09Rik	0.0261829	0	0	0	0.0261829	0	0	0
4930471M23Rik	14.2256	14.7204	13.2032	13.2353	14.2256	14.7204	13.2032	13.2353
4930473A02Rik	1.30282	1.14333	0.905218	0.85125	1.30282	1.14333	0.905218	0.85125
4930473A06Rik	0.19835	0.195761	0.164512	0.227022	0.19835	0.195761	0.164512	0.227022
4930473O22Rik	0	0	0	0	0	0	0	0
4930474G06Rik	0.0290372	0.00799774	0.0206433	0.0185498	0.0290372	0.00799774	0.0206433	0.0185498
4930474H20Rik	0.0186559	0	0	0	0.0186559	0	0	0
4930474M22Rik	0	0	0	0	0	0	0	0
4930474N05Rik	0.0374108	0	0	0.0358528	0.0374108	0	0	0.0358528
4930474N09Rik	0.097847	0.0202138	0.0521748	0.0703254	0.097847	0.0202138	0.0521748	0.0703254
4930478L05Rik	0	0	0	0	0	0	0	0
4930478P22Rik	0	0	0	0	0	0	0	0
4930479D17Rik	0.177199	0.0366099	0.236239	0.339649	0.177199	0.0366099	0.236239	0.339649
4930479M11Rik	0	0	0	0	0	0	0	0
4930480E11Rik	0	0	0	0	0	0	0	0
4930480G23Rik	0	0	0	0	0	0	0	0
4930480K15Rik	0.0119284	0	0	0	0.0119284	0	0	0
4930480M12Rik	0	0	0	0	0	0	0	0
4930481A15Rik	8.51239	7.1587	4.53161	4.73694	8.51239	7.1587	4.53161	4.73694
4930483J18Rik	0.133557	0.0662192	0.0854606	0.0767937	0.133557	0.0662192	0.0854606	0.0767937
4930483K19Rik	0.874742	0.646746	2.52857	2.02948	0.874742	0.646746	2.52857	2.02948
4930483O08Rik	0.028777	0	0	0.0275776	0.028777	0	0	0.0275776
4930486F22Rik	0	0	0	0	0	0	0	0
4930486I03Rik	0	0	0	0.117328	0	0	0	0.117328
4930486L24Rik	0.0610355	0.0336237	0.0433937	0.077986	0.0610355	0.0336237	0.0433937	0.077986
4930487D11Rik	0	0	0	0	0	0	0	0
4930487H11Rik	0	0	0	0.0659115	0	0	0	0.0659115
4930488B22Rik	0	0	0	0	0	0	0	0
4930488L21Rik	0	0	0	0	0	0	0	0
4930500F04Rik	0	0	0	0	0	0	0	0
4930500J02Rik	0	0.028748	0	0	0	0.028748	0	0
4930500L23Rik	0	0	0	0	0	0	0	0
4930502A04Rik	0	0	0	0	0	0	0	0
4930502E09Rik	0.301681	0.17808	0.18386	0.0826071	0.301681	0.17808	0.18386	0.0826071
4930502E18Rik	0	0	0	0	0	0	0	0
4930503B20Rik	0	0	0	0	0	0	0	0
4930503E14Rik	0	0	0	0	0	0	0	0
4930503E24Rik	0	0	0	0	0	0	0	0
4930503H13Rik	0	0	0	0	0	0	0	0
4930503L19Rik	0.61576	0.537069	0.425604	0.863225	0.61576	0.537069	0.425604	0.863225
4930503O07Rik	0	0	0	0	0	0	0	0
4930504O13Rik	0	0	0	0	0	0	0	0
4930505A04Rik	0	0.027236	0	0	0	0.027236	0	0
4930505G20Rik	0	0	0	0	0	0	0	0
4930506M07Rik	5.30215	4.33205	4.01397	4.99549	5.30215	4.33205	4.01397	4.99549
4930507D05Rik	0.131542	0.0988119	0.140276	0.148968	0.131542	0.0988119	0.140276	0.148968
4930509E16Rik	0.0240906	0.0199071	0.0513831	0.0230861	0.0240906	0.0199071	0.0513831	0.0230861
4930509J09Rik	0	0	0	0	0	0	0	0
4930509K18Rik	0.0148147	0	0	0.0141964	0.0148147	0	0	0.0141964
4930511A02Rik	0	0	0	0	0	0	0	0
4930511E03Rik	0	0	0	0	0	0	0	0
4930511I11Rik	0	0	0.0564043	0	0	0	0.0564043	0
4930511M06Rik	3.52098	3.1344	4.25261	3.44853	3.52098	3.1344	4.25261	3.44853
4930511M11Rik	0	0	0	0	0	0	0	0
4930512B01Rik	0	0.0322992	0.0208484	0.0561913	0	0.0322992	0.0208484	0.0561913
4930513D17Rik	0.047651	0.019688	0.0254088	0	0.047651	0.019688	0.0254088	0
4930513O06Rik	0	0	0	0	0	0	0	0
4930515B02Rik	0	0	0	0	0	0	0	0
4930515G01Rik	0.499668	0.450431	0.3391	1.11002	0.499668	0.450431	0.3391	1.11002
4930515G16Rik	0	0	0	0	0	0	0	0
4930515L03Rik	0	0	0	0	0	0	0	0
4930515L19Rik	0	0	0	0	0	0	0	0
4930517E11Rik	0	0	0	0	0	0	0	0
4930518P08Rik	0	0	0	0	0	0	0	0
4930519D14Rik	0	0	0	0	0	0	0	0
4930519F09Rik	0.372515	0.64495	0.39726	0.594953	0.372515	0.64495	0.39726	0.594953
4930519F16Rik	0	0	0	0	0	0	0	0
4930519F24Rik	0	0	0	0	0	0	0	0
4930519G04Rik	0.194302	0.042814	0.110509	0.0372382	0.194302	0.042814	0.110509	0.0372382
4930519H02Rik	0.0311074	0.0257062	0.0331756	0.0298112	0.0311074	0.0257062	0.0331756	0.0298112
4930520O04Rik	0	0.132423	0.085444	0.0224944	0	0.132423	0.085444	0.0224944
4930520P13Rik	0	0	0	0	0	0	0	0
4930521A18Rik	0	0	0	0	0	0	0	0
4930521E06Rik	0	0	0	0	0	0	0	0
4930522H14Rik	0	0	0	0	0	0	0	0
4930522O17Rik	0	0	0	0	0	0	0	0
4930523C07Rik	0.444336	0.44683	0.457357	0.444697	0.444336	0.44683	0.457357	0.444697
4930523O13Rik	0	0	0	0	0	0	0	0
4930524B15Rik	0	0	0	0	0	0	0	0
4930524C18Rik	0	0	0	0	0	0	0	0
4930524E20Rik	0	0	0	0	0	0	0	0
4930524L23Rik	0	0.0120975	0.0156138	0.00701588	0	0.0120975	0.0156138	0.00701588
4930524N10Rik	0	0	0	0	0	0	0	0
4930524O05Rik	0.122255	0.10104	0	0.117175	0.122255	0.10104	0	0.117175
4930524O08Rik	0	0	0	0	0	0	0	0
4930525D18Rik	0.0649286	0	0.0346229	0	0.0649286	0	0.0346229	0
4930525F21Rik	0	0	0	0	0	0	0	0
4930525G20Rik	0.00855286	0.0141343	0.0364826	0.0163914	0.00855286	0.0141343	0.0364826	0.0163914
4930525M21Rik	0	0	0	0	0	0	0	0
4930526D03Rik	0	0	0	0	0	0	0	0
4930526I15Rik	15.5353	9.18643	13.3251	13.6127	15.5353	9.18643	13.3251	13.6127
4930526L06Rik	0.58258	0.649919	1.02516	1.33992	0.58258	0.649919	1.02516	1.33992
4930527F14Rik	0	0	0	0	0	0	0	0
4930527G23Rik	0	0	0	0	0	0	0	0
4930528A17Rik	0.0992549	0.0307555	0.0793843	0.0832226	0.0992549	0.0307555	0.0793843	0.0832226
4930528D03Rik	0.344627	0.170867	0.0735054	0.242187	0.344627	0.170867	0.0735054	0.242187
4930528F23Rik	0.492003	0.183603	0.118477	0.441054	0.492003	0.183603	0.118477	0.441054
4930528P14Rik	0	0	0	0	0	0	0	0
4930529C04Rik	0.00715506	0	0	0	0.00715506	0	0	0
4930529F22Rik	0	0	0	0	0	0	0	0
4930529F24Rik	0	0	0	0	0	0	0	0
4930529K09Rik	0	0	0	0	0	0	0	0
4930529L06Rik	0	0	0	0	0	0	0	0
4930529M08Rik	0.0350598	0	0.0186943	0	0.0350598	0	0.0186943	0
4930533B01Rik	0.0288118	0.0476179	0	0.055222	0.0288118	0.0476179	0	0.055222
4930533P14Rik	0	0	0	0	0	0	0	0
4930534B04Rik	0.24827	0.256425	0.336451	0.153643	0.24827	0.256425	0.336451	0.153643
4930538K18Rik	0.0365951	0.0453591	0.019513	0	0.0365951	0.0453591	0.019513	0
4930539C22Rik	0	0	0	0	0	0	0	0
4930539E08Rik	49.5786	18.3857	33.542	49.4562	49.5786	18.3857	33.542	49.4562
4930539J05Rik	1.52556	2.19005	1.88427	2.23192	1.52556	2.19005	1.88427	2.23192
4930539M17Rik	0	0	0	0.035353	0	0	0	0.035353
4930539N22Rik	0	0	0.0290406	0	0	0	0.0290406	0
4930540M03Rik	0	0	0	0	0	0	0	0
4930542C21Rik	0	0	0	0	0	0	0	0
4930542D17Rik	0	0	0	0	0	0	0	0
4930542H20Rik	0	0	0	0	0	0	0	0
4930543E12Rik	0	0.0160705	0	0	0	0.0160705	0	0
4930544D05Rik	0.105705	0.0436797	0	0.0506549	0.105705	0.0436797	0	0.0506549
4930544G11Rik	0	0	0	0	0	0	0	0
4930544M13Rik	0	0	0	0	0	0	0	0
4930544O15Rik	0.154748	0.415618	0.495125	0.0741521	0.154748	0.415618	0.495125	0.0741521
4930545E07Rik	0	0	0	0	0	0	0	0
4930545H06Rik	0	0	0	0	0	0	0	0
4930545L23Rik	0	0	0	0.00992427	0	0	0	0.00992427
4930546C10Rik	0.0112362	0	0	0	0.0112362	0	0	0
4930546K05Rik	0.0071379	0.0117959	0.0228351	0	0.0071379	0.0117959	0.0228351	0
4930547C10Rik	0	0	0	0	0	0	0	0
4930547E08Rik	0.211001	0	0.0750224	0.134828	0.211001	0	0.0750224	0.134828
4930547E14Rik	0	0	0	0	0	0	0	0
4930547N16Rik	0.104287	0.137873	0.111209	0.146566	0.104287	0.137873	0.111209	0.146566
4930548G14Rik	0	0	0	0	0	0	0	0
4930548H24Rik	0.019448	0.0160705	0	0.0186367	0.019448	0.0160705	0	0.0186367
4930548J01Rik	0	0	0	0	0	0	0	0
4930548K13Rik	0	0	0	0	0	0	0	0
4930549C01Rik	0	0	0	0	0	0	0	0
4930549G23Rik	0.693768	1.14677	1.61453	0.906748	0.693768	1.14677	1.61453	0.906748
4930550C14Rik	0.0690586	0.0380439	0.0245492	0.0220596	0.0690586	0.0380439	0.0245492	0.0220596
4930550L24Rik	0	0	0	0	0	0	0	0
4930552N02Rik	0	0	0	0	0	0	0	0
4930552P12Rik	0.124605	0.248822	0.177171	0.288557	0.124605	0.248822	0.177171	0.288557
4930553E22Rik	0	0	0	0	0	0	0	0
4930554C24Rik	0	0	0	0	0	0	0	0
4930555B11Rik	0	0	0	0	0	0	0	0
4930555G01Rik	0.0255731	0	0	0	0.0255731	0	0	0
4930555I21Rik	0.0328108	0.0361486	0.0933048	0.157204	0.0328108	0.0361486	0.0933048	0.157204
4930556C24Rik	0	0	0	0	0	0	0	0
4930556G01Rik	0	0	0	0	0	0	0	0
4930556J02Rik	0	0	0	0	0	0	0	0
4930556M19Rik	1.05652	0.610263	0.762398	1.04048	1.05652	0.610263	0.762398	1.04048
4930556N09Rik	0	0.0242192	0	0	0	0.0242192	0	0
4930557A04Rik	0	0	0	0	0	0	0	0
4930557J02Rik	0	0	0	0	0	0	0	0
4930558C23Rik	0	0	0	0	0	0	0	0
4930558G05Rik	0	0	0	0	0	0	0	0
4930558J18Rik	0.0128764	0.0425593	0.0411944	0	0.0128764	0.0425593	0.0411944	0
4930558K02Rik	0	0	0	0	0	0	0	0
4930562C15Rik	0	0.0054263	0	0.00629283	0	0.0054263	0	0.00629283
4930562F07Rik	0.303574	0.250871	0.404708	0.472763	0.303574	0.250871	0.404708	0.472763
4930563D23Rik	0	0	0	0	0	0	0	0
4930563E18Rik	0.0705349	0	0.0188051	0	0.0705349	0	0.0188051	0
4930563E22Rik	0.137817	0.0759176	0.163295	0.146735	0.137817	0.0759176	0.163295	0.146735
4930563F08Rik	0	0	0	0	0	0	0	0
4930563M20Rik	0	0.0553515	0.071435	0	0	0.0553515	0.071435	0
4930564B18Rik	0	0	0	0	0	0	0	0
4930564D02Rik	0	0	0	0	0	0	0	0
4930564G21Rik	0	0	0	0	0	0	0	0
4930564K09Rik	0.2336	0.257361	0.190982	0.0746147	0.2336	0.257361	0.190982	0.0746147
4930565A17	0	0	0	0	0	0	0	0
4930565D16Rik	0	0	0	0	0	0	0	0
4930565N06Rik	0.182904	0.0800116	0.0573671	0.164958	0.182904	0.0800116	0.0573671	0.164958
4930567H12Rik	0	0	0	0	0	0	0	0
4930567H17Rik	0	0	0	0	0	0	0	0
4930567J20Rik	0	0	0	0	0	0	0	0
4930567K20Rik	0	0	0	0	0	0	0	0
4930568D16Rik	0	0	0	0	0	0	0	0
4930568E12Rik	0	0.0340154	0.0438993	0	0	0.0340154	0.0438993	0
4930568G15Rik	0	0	0	0	0	0	0	0
4930568K20Rik	0	0	0	0	0	0	0	0
4930570G19Rik	0	0.0251156	0.0173859	0.0234341	0	0.0251156	0.0173859	0.0234341
4930571K23Rik	0	0	0	0	0	0	0	0
4930572J05Rik	0.926264	0.79601	1.50145	1.01189	0.926264	0.79601	1.50145	1.01189
4930572K03Rik	0	0	0	0	0	0	0	0
4930572O13Rik	0	0	0	0	0	0	0	0
4930573O16Rik	0	0	0	0	0	0	0	0
4930578C19Rik	0.0149168	0.0739556	0.0954449	0.0285885	0.0149168	0.0739556	0.0954449	0.0285885
4930578E11Rik	0.0245832	0.0304698	0.0524312	0.0117785	0.0245832	0.0304698	0.0524312	0.0117785
4930578I06Rik	0	0	0	0	0	0	0	0
4930578M01Rik	0	0.0279319	0.0360481	0.0323923	0	0.0279319	0.0360481	0.0323923
4930578N16Rik	0.0779018	0.141617	0.0664607	0.0149302	0.0779018	0.141617	0.0664607	0.0149302
4930578N18Rik	0	0	0	0	0	0	0	0
4930579C15Rik	0.255437	0.134322	0.148588	0.0890126	0.255437	0.134322	0.148588	0.0890126
4930579F01Rik	0	0.014097	0	0	0	0.014097	0	0
4930579G18Rik	0.529835	0.609815	0.746651	0.797863	0.529835	0.609815	0.746651	0.797863
4930579G22Rik	0.111914	0.138738	0.0596837	0.268155	0.111914	0.138738	0.0596837	0.268155
4930579G24Rik	0.512292	0.345332	0.330663	0.28421	0.512292	0.345332	0.330663	0.28421
4930579K19Rik	0.702239	0.352321	0.641923	0.576823	0.702239	0.352321	0.641923	0.576823
4930581F22Rik	2.78268	1.78935	1.83588	2.45899	2.78268	1.78935	1.83588	2.45899
4930583H14Rik	0	0.076604	0.0494305	0	0	0.076604	0.0494305	0
4930583K01Rik	0.0699846	0.028917	0	0.0670694	0.0699846	0.028917	0	0.0670694
4930583P06Rik	0	0	0	0	0	0	0	0
4930584F24Rik	0	0	0	0	0	0	0	0
4930588N13Rik	0	0	0	0	0	0	0	0
4930590J08Rik	0.00745985	0	0.0238651	0.0142966	0.00745985	0	0.0238651	0.0142966
4930590L20Rik	0	0	0	0	0	0	0	0
4930591A17Rik	0	0	0	0	0	0	0	0
4930592A05Rik	2.01528	1.49392	1.83326	1.88055	2.01528	1.49392	1.83326	1.88055
4930592I03Rik	0.0303541	0	0	0.0290892	0.0303541	0	0	0.0290892
4930593A02Rik	0	0	0	0	0	0	0	0
4930593C16Rik	0	0	0	0	0	0	0	0
4930594C11Rik	0.0559812	0.115642	0.139295	0.14305	0.0559812	0.115642	0.139295	0.14305
4930595M18Rik	0	0	0	0	0	0	0	0
4930596D02Rik	0	0	0	0	0	0	0	0
4930596M17Rik	0	0	0	0	0	0	0	0
4930597G03Rik	0	0	0	0	0	0	0	0
4930598F16Rik	0	0	0	0	0	0	0	0
4930599N23Rik	1.12471	0.609945	0.862147	1.14523	1.12471	0.609945	0.862147	1.14523
4931402G19Rik	1.66842	1.12968	1.00078	1.77886	1.66842	1.12968	1.00078	1.77886
4931403E22Rik	0	0.169089	0.109111	0.245113	0	0.169089	0.109111	0.245113
4931403G20Rik	0.0316902	0	0.0845396	0.0151659	0.0316902	0	0.0845396	0.0151659
4931406B18Rik	0.0189641	0.0313393	0.0269638	0.0181719	0.0189641	0.0313393	0.0269638	0.0181719
4931406C07Rik	101.409	97.62	142.083	152.712	101.409	97.62	142.083	152.712
4931406H21Rik	0.0521202	0.0322995	0.0208424	0.0811578	0.0521202	0.0322995	0.0208424	0.0811578
4931406P16Rik	2.62143	2.8541	2.76823	3.0371	2.62143	2.8541	2.76823	3.0371
4931407G18Rik	0	0	0	0	0	0	0	0
4931408A02Rik	0.196469	0.0986351	0.0707187	0.117688	0.196469	0.0986351	0.0707187	0.117688
4931408C20Rik	0	0	0	0	0	0	0	0
4931408D14Rik	0.0235215	0.00647851	0.025083	0.0399428	0.0235215	0.00647851	0.025083	0.0399428
4931409K22Rik	0	0	0	0	0	0	0	0
4931414P19Rik	1.04957	0.660766	0.788808	1.18774	1.04957	0.660766	0.788808	1.18774
4931417E11Rik	0	0	0	0	0	0	0	0
4931417G12Rik	0	0.0340601	0.043957	0	0	0.0340601	0.043957	0
4931419H13Rik	0.0927167	0.0510787	0	0	0.0927167	0.0510787	0	0
4931420L22Rik	0	0	0	0.0798609	0	0	0	0.0798609
4931423N10Rik	0	0.0120027	0.0154903	0	0	0.0120027	0.0154903	0
4931428F04Rik	0.290284	0.239858	0.206369	0.247158	0.290284	0.239858	0.206369	0.247158
4931428L18Rik	0.133557	0.110365	0.0854606	0.102392	0.133557	0.110365	0.0854606	0.102392
4931429I11Rik	0	0	0	0	0	0	0	0
4931429L15Rik	0	0.0107268	0.0138437	0.0124398	0	0.0107268	0.0138437	0.0124398
4931429P17Rik	0	0	0	0	0	0	0	0
4931430N09Rik	0	0	0	0	0	0	0	0
4931431B13Rik	0.0880068	0.21823	0	0.0843598	0.0880068	0.21823	0	0.0843598
4931431C16Rik	0.0470194	0.0466222	0.0100282	0.045056	0.0470194	0.0466222	0.0100282	0.045056
4931431F19Rik	0	0	0	0	0	0	0	0
4931440F15Rik	0.100798	0.301119	0.190174	0.104018	0.100798	0.301119	0.190174	0.104018
4931440J10Rik	0	0	0	0	0	0	0	0
4931440L10Rik	0	0	0	0	0	0	0	0
4931440P22Rik	0.287531	0.154433	0.153313	0.151542	0.287531	0.154433	0.153313	0.151542
4932411E22Rik	0.00967119	0.00799124	0	0	0.00967119	0.00799124	0	0
4932411G14Rik	0	0	0	0	0	0	0	0
4932411L15	2.8523	1.94323	2.9315	4.18732	2.8523	1.94323	2.9315	4.18732
4932411N23Rik	0	0.00573466	0	0	0	0.00573466	0	0
4932412D23Rik	0	0	0	0	0	0	0	0
4932412H11Rik	0.207957	0.207631	0.286443	0.249091	0.207957	0.207631	0.286443	0.249091
4932413F04Rik	0	0	0	0.00890571	0	0	0	0.00890571
4932414J04Rik	0	0	0	0	0	0	0	0
4932414N04Rik	0.0346107	0.00571966	0.0147633	0.0530642	0.0346107	0.00571966	0.0147633	0.0530642
4932415G12Rik	0.605613	0.510415	0.419777	0.528088	0.605613	0.510415	0.419777	0.528088
4932415M13Rik	0	0	0	0	0	0	0	0
4932416H05Rik	0.53592	0.4292	0.360483	0.426633	0.53592	0.4292	0.360483	0.426633
4932416K20Rik	0	0	0	0.00680511	0	0	0	0.00680511
4932418E24Rik	0	0.00668312	0.00862505	0	0	0.00668312	0.00862505	0
4932425I24Rik	0.873617	0.814015	0.584737	0.739174	0.873617	0.814015	0.584737	0.739174
4932429P05Rik	0	0	0	0	0	0	0	0
4932435O22Rik	0.0223306	0	0	0.00713265	0.0223306	0	0	0.00713265
4932438A13Rik	6.68445	3.63189	3.08539	6.23192	6.68445	3.63189	3.08539	6.23192
4932438H23Rik	0.895667	0.669602	0.477216	0.479993	0.895667	0.669602	0.477216	0.479993
4932441B19Rik	0	0	0	0	0	0	0	0
4932441J04Rik	0.0454842	0	0	0.087183	0.0454842	0	0	0.087183
4932443I19Rik	0	0	0	0	0	0	0	0
4932702P03Rik	0.0488422	0	0	0.0936209	0.0488422	0	0	0.0936209
4933400A11Rik	0	0	0	0	0	0	0	0
4933400B14Rik	0	0	0	0	0	0	0	0
4933400C05Rik	0	0	0	0	0	0	0	0
4933400C23	0	0	0	0	0	0	0	0
4933400F21Rik	0.0209614	0	0.0149019	0.0133906	0.0209614	0	0.0149019	0.0133906
4933400L20Rik	0	0	0	0	0	0	0	0
4933401B06Rik	0	0	0	0	0	0	0	0
4933401D09Rik	0	0.0701229	0.180997	0.142311	0	0.0701229	0.180997	0.142311
4933401H06Rik	0.0648402	0	0	0	0.0648402	0	0	0
4933401P06Rik	0	0	0	0	0	0	0	0
4933402C06Rik	0	0	0	0	0	0	0	0
4933402D24Rik	0	0	0	0.0146899	0	0	0	0.0146899
4933402E13Rik	0	0	0	0	0	0	0	0
4933402J07Rik	0	0	0	0	0	0	0	0
4933402J10Rik	0	0	0	0	0	0	0	0
4933402J15Rik	0	0	0	0	0	0	0	0
4933402N03Rik	0	0	0	0	0	0	0	0
4933402N22Rik	0	0	0	0	0	0	0	0
4933402P03Rik	0	0	0.0179797	0	0	0	0.0179797	0
4933403F05Rik	2.05892	2.87562	1.9725	1.68311	2.05892	2.87562	1.9725	1.68311
4933403G14Rik	0.761701	0.405863	0.599708	0.518425	0.761701	0.405863	0.599708	0.518425
4933403O08Rik	0	0	0	0	0	0	0	0
4933404G15Rik	0	0	0	0	0	0	0	0
4933404K08Rik	0.07735	0.0479373	0.0412443	0	0.07735	0.0479373	0.0412443	0
4933404M02Rik	0.123192	0.152693	0.295592	0.103295	0.123192	0.152693	0.295592	0.103295
4933404O12Rik	1.35277	1.28491	3.00646	2.0716	1.35277	1.28491	3.00646	2.0716
4933405D12Rik	1.13688	0.765541	1.0778	0.928144	1.13688	0.765541	1.0778	0.928144
4933405E24Rik	0	0	0	0	0	0	0	0
4933405L10Rik	0	0	0	0.0247646	0	0	0	0.0247646
4933405O20Rik	0	0	0	0	0	0	0	0
4933406C10Rik	0.0332953	0.055025	0.124274	0.031906	0.0332953	0.055025	0.124274	0.031906
4933406D12Rik	0	0	0	0	0	0	0	0
4933406F09Rik	0	0	0	0	0	0	0	0
4933406G16Rik	0	0	0	0	0	0	0	0
4933406I18Rik	0.0565295	0.0233568	0.0724012	0	0.0565295	0.0233568	0.0724012	0
4933406J08Rik	0	0	0	0	0	0	0	0
4933406J10Rik	0.0304317	0.0251477	0.0649098	0.0291635	0.0304317	0.0251477	0.0649098	0.0291635
4933406K04Rik	0	0	0	0	0	0	0	0
4933406M09Rik	0	0.012554	0	0	0	0.012554	0	0
4933407C03Rik	27.6236	23.1945	28.3059	31.0243	27.6236	23.1945	28.3059	31.0243
4933407E24Rik	0	0.0117799	0	0	0	0.0117799	0	0
4933407G14Rik	0	0	0.0239699	0.0430781	0	0	0.0239699	0.0430781
4933407H18Rik	2.13972	2.09949	1.9965	1.98625	2.13972	2.09949	1.9965	1.98625
4933407I05Rik	0	0	0	0	0	0	0	0
4933407K13Rik	0.727938	0.539476	0.632211	0.704727	0.727938	0.539476	0.632211	0.704727
4933407L21Rik	0.176302	0.1665	0.0805798	0.144816	0.176302	0.1665	0.0805798	0.144816
4933407P14Rik	0	0	0	0	0	0	0	0
4933408B17Rik	0.154393	0.018225	0.258727	0.147947	0.154393	0.018225	0.258727	0.147947
4933408J17Rik	0.100636	0.0950358	0.0459939	0.055106	0.100636	0.0950358	0.0459939	0.055106
4933408N05Rik	0.138104	0.114118	0.110459	0.115799	0.138104	0.114118	0.110459	0.115799
4933409G03Rik	0	0	0	0	0	0	0	0
4933409K07Rik	0.0109536	0.0181014	0.00584029	0.00524801	0.0109536	0.0181014	0.00584029	0.00524801
4933411E08Rik	0.364792	0.117952	0.202967	0.455959	0.364792	0.117952	0.202967	0.455959
4933411G06Rik	0	0	0	0	0	0	0	0
4933411G11Rik	0	0	0	0	0	0	0	0
4933411K16Rik	0.198699	0.0164191	0.27547	0.152328	0.198699	0.0164191	0.27547	0.152328
4933411K20Rik	2.94907	2.65538	2.45119	2.26599	2.94907	2.65538	2.45119	2.26599
4933412E12Rik	0.41859	0.406046	0.54344	0.680172	0.41859	0.406046	0.54344	0.680172
4933412E24Rik	0	0	0	0	0	0	0	0
4933412O06Rik	0	0	0	0	0	0	0	0
4933413G19Rik	0	0	0.0292919	0	0	0	0.0292919	0
4933413J09Rik	0.0523501	0.0494356	0.0558252	0.0644962	0.0523501	0.0494356	0.0558252	0.0644962
4933413L06Rik	0	0	0	0	0	0	0	0
4933415F23Rik	0	0	0	0	0	0	0	0
4933416C03Rik	0	0	0	0	0	0	0	0
4933416E03Rik	0	0.0212852	0	0	0	0.0212852	0	0
4933416I08Rik	0.0449528	0.315743	0	0.107695	0.0449528	0.315743	0	0.107695
4933416M06Rik	0	0	0	0	0	0	0	0
4933416M07Rik	10.8091	8.91684	10.5942	11.3851	10.8091	8.91684	10.5942	11.3851
4933417A18Rik	0.311282	0.140449	0.150897	0.271188	0.311282	0.140449	0.150897	0.271188
4933417D19Rik	0.162392	0.172532	0.148443	0.355704	0.162392	0.172532	0.148443	0.355704
4933417E11Rik	0	0	0	0	0	0	0	0
4933417G07Rik	0	0	0.0334818	0	0	0	0.0334818	0
4933417O13Rik	0.0359869	0	0.0767548	0.0172427	0.0359869	0	0.0767548	0.0172427
