Gene	GF-H3K9ac_1	CV-H3K9ac_3	CV-H3K9ac_2	CV-H3K9ac_1	GF-H3K9ac_2	GF-H3K9ac_3	GF-H3K9ac_4	CV-H3K9ac_6	CV-H3K9ac_5	CV-H3K9ac_4
Kcnab1	30.0	49.0	16.0	20.0	59.0	52	28.0	3.0	3.0	6.0
Kcnab2	79.0	108.0	44.0	49.0	100.0	75	44.0	20.0	14.0	31.0
Kcnab3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnb1	44.0	39.0	4.0	15.0	41.0	40	31.0	3.0	4.0	7.0
Kcnb2	26.0	37.0	11.0	25.0	45.0	35	13.0	12.0	3.0	6.0
Kcnc2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnc4	39.0	55.0	7.0	12.0	52.0	50	60.0	6.0	11.0	5.0
Kcnd3	18.0	64.0	14.0	9.0	65.0	42	17.0	2.0	3.0	10.0
Kcnd3os	11.0	23.0	2.0	6.0	19.0	21	13.0	1.0	4.0	5.0
Kcne1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcne2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcne4	9.0	17.0	4.0	8.0	23.0	15	3.0	5.0	4.0	5.0
Kcnf1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcng1	37.0	43.0	10.0	14.0	36.0	34	47.0	3.0	6.0	4.0
Kcng2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcng3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnh1	309.0	285.0	36.0	24.0	333.0	291	334.0	17.0	45.0	33.0
Kcnh2	77.0	148.0	44.0	42.0	111.0	115	89.0	7.0	20.0	30.0
Kcnh3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnh4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnh5	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnh6	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnh7	27.0	57.0	7.0	20.0	55.0	57	55.0	2.0	2.0	9.0
Kcnh8	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnip1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnip2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnip3	57.0	94.0	31.0	23.0	100.0	89	89.0	5.0	13.0	25.0
Kcnip4	72.0	88.0	29.0	36.0	123.0	109	57.0	6.0	12.0	12.0
Kcnj10	30.0	64.0	6.0	12.0	55.0	63	61.0	5.0	3.0	7.0
Kcnj12	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnj13	52.0	39.0	8.0	12.0	56.0	55	77.0	9.0	2.0	5.0
Kcnj15	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnj16	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnj2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnj3	61.0	65.0	20.0	21.0	70.0	90	30.0	8.0	7.0	20.0
Kcnj4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnj6	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnj9	18.0	13.0	8.0	7.0	23.0	14	21.0	1.0	4.0	2.0
Kcnk10	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnk12	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnk13	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnk15	27.0	29.0	5.0	9.0	31.0	26	33.0	0.0	1.0	6.0
Kcnk16	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnk18	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnk2	86.0	99.0	12.0	33.0	106.0	119	74.0	9.0	6.0	6.0
Kcnk3	22.0	29.0	6.0	13.0	24.0	23	17.0	5.0	2.0	5.0
Kcnk4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnk5	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnk7	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnk9	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnma1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnmb1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnmb2	53.0	87.0	25.0	35.0	115.0	71	63.0	3.0	3.0	15.0
Kcnmb3	44.0	60.0	7.0	7.0	38.0	53	56.0	11.0	7.0	16.0
Kcnmb4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnmb4os1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnmb4os2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnn2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnn3	36.0	24.0	10.0	17.0	29.0	36	30.0	1.0	6.0	5.0
Kcnq2	82.0	83.0	17.0	36.0	100.0	90	62.0	4.0	5.0	18.0
Kcnq3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnq4	49.0	48.0	12.0	24.0	88.0	38	39.0	8.0	7.0	7.0
Kcnq5	31.0	46.0	4.0	17.0	39.0	49	24.0	6.0	7.0	10.0
Kcnrg	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcns1	52.0	43.0	19.0	19.0	62.0	21	37.0	10.0	1.0	11.0
Kcns2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcns3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnt1	75.0	133.0	18.0	41.0	76.0	81	65.0	10.0	14.0	10.0
Kcnt2	27.0	97.0	10.0	27.0	82.0	72	91.0	4.0	3.0	5.0
Kcnv1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kcnv2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kctd1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kctd10	29.0	19.0	3.0	8.0	14.0	13	25.0	1.0	6.0	2.0
Kctd11	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kctd12	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kctd16	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kctd17	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kctd18	34.0	26.0	13.0	19.0	92.0	34	94.0	7.0	8.0	19.0
Kctd2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kctd20	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kctd3	20.0	39.0	9.0	10.0	62.0	23	39.0	2.0	2.0	2.0
Kctd4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kctd5	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kctd6	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kctd7	325.0	242.0	41.0	24.0	355.0	319	468.0	9.0	31.0	35.0
Kctd8	6.0	20.0	4.0	6.0	16.0	10	10.0	6.0	1.0	6.0
Kctd9	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kdelr2	23.0	24.0	10.0	4.0	24.0	26	31.0	2.0	3.0	5.0
Kdelr3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kdf1	59.0	59.0	10.0	7.0	32.0	26	35.0	3.0	6.0	5.0
Kdm1a	42.0	20.0	6.0	13.0	30.0	69	83.0	0.0	0.0	3.0
Kdm1b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kdm2a	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kdm2b	338.0	305.0	52.0	71.0	362.0	453	553.0	13.0	26.0	40.0
Kdm3b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kdm4a	35.0	66.0	9.0	6.0	43.0	17	30.0	1.0	9.0	11.0
Kdm4b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kdm4c	37.0	62.0	12.0	16.0	109.0	96	47.0	6.0	21.0	8.0
Kdm5b	109.0	92.0	27.0	23.0	97.0	111	103.0	7.0	6.0	12.0
Kdm6b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kdr	559.0	418.0	50.0	50.0	775.0	582	806.0	15.0	40.0	72.0
Kdsr	42.0	44.0	11.0	16.0	48.0	39	22.0	7.0	3.0	7.0
Keg1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kera	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Khdc1a	4.0	18.0	2.0	5.0	19.0	12	9.0	1.0	2.0	1.0
Khdc1b	7.0	16.0	7.0	8.0	23.0	14	11.0	2.0	1.0	4.0
Khdc1c	6.0	17.0	5.0	7.0	23.0	13	5.0	3.0	1.0	1.0
Khdc4	324.0	88.0	17.0	11.0	302.0	158	469.0	4.0	9.0	10.0
Khdrbs1	51.0	61.0	7.0	20.0	52.0	57	45.0	4.0	4.0	9.0
Khdrbs2	23.0	31.0	0.0	8.0	34.0	13	7.0	1.0	1.0	3.0
Khdrbs3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Khk	53.0	26.0	16.0	11.0	38.0	23	45.0	5.0	4.0	1.0
Khnyn	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Khsrp	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kidins220	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kif11	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kif12	29.0	14.0	15.0	37.0	23.0	19	5.0	9.0	3.0	2.0
Kif13a	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kif13b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kif14	42.0	30.0	14.0	21.0	21.0	15	42.0	5.0	2.0	15.0
Kif16b	46.0	57.0	11.0	9.0	57.0	81	46.0	8.0	3.0	7.0
Kif16bos	16.0	20.0	3.0	7.0	27.0	19	8.0	3.0	0.0	4.0
Kif17	27.0	19.0	7.0	5.0	23.0	26	24.0	4.0	3.0	8.0
Kif18a	9.0	16.0	4.0	5.0	23.0	13	8.0	0.0	2.0	3.0
Kif18b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kif19a	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kif19b	90.0	91.0	20.0	41.0	67.0	86	84.0	10.0	8.0	19.0
Kif1a	59.0	64.0	23.0	21.0	68.0	67	56.0	3.0	11.0	10.0
Kif1b	258.0	115.0	11.0	24.0	255.0	419	502.0	4.0	14.0	28.0
Kif1c	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kif20a	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kif20b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kif21a	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kif21b	24.0	24.0	8.0	8.0	33.0	40	29.0	3.0	2.0	2.0
Kif22-ps	6.0	20.0	4.0	5.0	20.0	18	7.0	3.0	1.0	3.0
Kif24	184.0	176.0	24.0	28.0	239.0	184	248.0	18.0	8.0	9.0
Kif26a	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kif26b	34.0	44.0	14.0	23.0	44.0	58	45.0	4.0	3.0	6.0
Kif27	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kif28	28.0	21.0	9.0	7.0	33.0	28	37.0	4.0	6.0	4.0
Kif2a	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kif2b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kif2c	73.0	77.0	17.0	16.0	106.0	108	134.0	4.0	6.0	16.0
Kif3a	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kif3b	30.0	32.0	13.0	19.0	59.0	40	50.0	2.0	5.0	7.0
Kif3c	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kif4-ps	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kif5a	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kif5b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kif5c	13.0	18.0	1.0	2.0	22.0	17	13.0	0.0	1.0	2.0
Kif6	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kifap3	25.0	31.0	8.0	11.0	29.0	46	31.0	1.0	3.0	6.0
Kifbp	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kifc1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kifc2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kifc5b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kifc5c-ps	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kin	53.0	25.0	16.0	27.0	33.0	23	31.0	4.0	2.0	5.0
Kirrel	84.0	56.0	11.0	18.0	59.0	30	43.0	3.0	7.0	11.0
Kiss1	180.0	125.0	34.0	32.0	162.0	213	284.0	3.0	15.0	28.0
Kiss1r	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kit	22.0	21.0	8.0	8.0	25.0	19	11.0	4.0	2.0	3.0
Kitl	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kiz	10.0	33.0	19.0	4.0	23.0	14	17.0	1.0	3.0	6.0
Klb	44.0	36.0	4.0	19.0	52.0	57	49.0	4.0	6.0	11.0
Klc1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klc2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klc4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klf10	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klf11	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klf12	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klf16	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klf17	17.0	20.0	2.0	7.0	35.0	34	31.0	5.0	3.0	8.0
Klf3	69.0	59.0	17.0	19.0	66.0	47	77.0	3.0	1.0	9.0
Klf4	494.0	440.0	46.0	27.0	683.0	491	642.0	20.0	51.0	38.0
Klf5	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klf6	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klf7	45.0	35.0	12.0	7.0	28.0	117	52.0	1.0	11.0	3.0
Klf9	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klhdc1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klhdc2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klhdc3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klhdc7a	21.0	20.0	6.0	7.0	16.0	17	17.0	2.0	1.0	5.0
Klhdc7b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klhdc8a	35.0	37.0	5.0	29.0	66.0	27	21.0	2.0	3.0	3.0
Klhdc9	15.0	17.0	1.0	8.0	22.0	23	22.0	1.0	4.0	2.0
Klhl1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klhl10	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klhl11	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klhl12	111.0	63.0	10.0	12.0	39.0	41	133.0	2.0	2.0	7.0
Klhl14	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klhl17	9.0	13.0	0.0	5.0	17.0	17	12.0	2.0	2.0	4.0
Klhl20	33.0	27.0	2.0	10.0	51.0	20	68.0	1.0	2.0	0.0
Klhl21	29.0	17.0	11.0	11.0	29.0	40	38.0	8.0	2.0	3.0
Klhl22	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klhl23	63.0	55.0	32.0	27.0	81.0	72	54.0	5.0	7.0	2.0
Klhl24	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klhl28	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klhl29	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klhl3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klhl30	26.0	21.0	3.0	8.0	33.0	18	26.0	1.0	2.0	4.0
Klhl32	50.0	86.0	20.0	4.0	92.0	86	75.0	3.0	13.0	24.0
Klhl33	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klhl38	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klhl41	19.0	13.0	3.0	9.0	18.0	16	12.0	2.0	2.0	3.0
Klhl5	80.0	88.0	12.0	34.0	76.0	62	80.0	2.0	7.0	14.0
Klhl6	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Klhl7	29.0	17.0	17.0	6.0	43.0	59	52.0	5.0	4.0	1.0
Klhl8	43.0	45.0	15.0	8.0	84.0	45	57.0	11.0	2.0	9.0
Klhl9	129.0	123.0	14.0	20.0	189.0	105	188.0	3.0	10.0	19.0
Kmo	17.0	18.0	5.0	10.0	22.0	12	18.0	4.0	2.0	4.0
Kmt2c	305.0	137.0	32.0	30.0	188.0	105	279.0	9.0	10.0	8.0
Kmt2d	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kmt2e	50.0	39.0	9.0	26.0	69.0	51	36.0	5.0	3.0	20.0
Kmt5a	110.0	118.0	21.0	44.0	142.0	109	247.0	9.0	9.0	35.0
Kmt5b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kncn	35.0	25.0	12.0	10.0	45.0	56	65.0	7.0	4.0	7.0
Kng1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kng2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Knl1	55.0	54.0	9.0	8.0	22.0	22	20.0	3.0	4.0	5.0
Knstrn	22.0	35.0	11.0	11.0	21.0	26	67.0	4.0	3.0	3.0
Kntc1	84.0	92.0	13.0	19.0	88.0	122	94.0	8.0	4.0	10.0
Kpna1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kpna2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kpna2-ps	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kpna3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kpna4	27.0	12.0	8.0	7.0	29.0	22	29.0	2.0	3.0	4.0
Kpna6	140.0	89.0	22.0	16.0	120.0	166	179.0	9.0	14.0	12.0
Kpna7	84.0	65.0	15.0	13.0	59.0	61	82.0	8.0	5.0	8.0
Kpnb1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kprp	11.0	10.0	5.0	12.0	15.0	13	3.0	1.0	2.0	2.0
Kremen1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Kremen2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krit1	21.0	51.0	15.0	11.0	37.0	45	28.0	2.0	0.0	3.0
Krr1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt10	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt12	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt13	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt14	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt15	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt16	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt17	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt18	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt19	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt20	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt222	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt23	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt24	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt25	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt26	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt27	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt28	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt31	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt32	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt33a	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt33b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt34	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt35	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt36	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt39	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt40	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt42	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt5	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt6a	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt6b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt7	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt71	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt72	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt73	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt74	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt75	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt76	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt77	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt78	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt79	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt8	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt80	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt81	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt82	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt83	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt84	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt85	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt86	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt87	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt88	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt9	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krt90	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap1-3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap1-4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap1-5	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap10-10	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap10-4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap11-1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap12-1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap13	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap13-1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap14	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap15	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap16-1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap16-3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap17-1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap19-1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap19-2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap19-3	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap19-4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap19-5	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap19-9b	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap2-4	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap20-2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
Krtap21-1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
